K_1	K_2	mean_K	sd_K	tot_K	H_1	H_2	Hsd_1	Hsd_2	mean_H	sd_H	tot_H	GW_1	GW_2	GWsd_1	GWsd_2	mean_GW	sd_GW	tot_GW	NGW_1	NGW_2	NGWsd_1	NGWsd_2	mean_NGW	sd_NGW	R_1	R_2	Rsd_1	Rsd_2	mean_R	sd_R	tot_R	FST_2_1	DMUSQ_2_1		NPOP1	NPOP2	RSANC	T1	MUTRATE	GEOM
22.4	27.2	24.8	3.39411	46.6	0.971371	0.978462	0.0122378	0.00579056	0.974916	0.00501379	0.985172	0.119342	0.132867	0.0458562	0.021758	0.126105	0.00956332	0.196847	0.0944774	0.115296	0.0157798	0.0232915	0.104886	0.0147207	203.8	206.7	55.1741	29.1778	205.25	2.05061	240.8	0.0197697	1184.62		5071	84109	74.4620265	66004	2.00921e-04	0.1076721
18.7	19.4	19.05	0.494975	35.7	0.954032	0.952692	0.0285092	0.0155082	0.953362	0.000947488	0.973944	0.212216	0.54175	0.0972925	0.190516	0.376983	0.233015	0.305397	0.162193	0.168405	0.0809312	0.0868711	0.165299	0.0043922	113.4	41.1	75.4	21.4655	77.25	51.1238	136.6	0.0414779	5261.75		166997	65393	68.9116434	182361	8.90070e-04	0.2208984
13	22	17.5	6.36396	34.3	0.916129	0.961667	0.0161346	0.0165892	0.938898	0.0322	0.971244	0.703212	0.406471	0.165767	0.270685	0.554842	0.209828	0.362216	0.141518	0.233828	0.0965235	0.159133	0.187673	0.0652733	18.7	119.1	6.03784	134.988	68.9	70.9935	152.3	0.0593422	14533.1		34842	55303	97.0684861	69931	6.61944e-04	0.1650460
22.4	20.9	21.65	1.06066	38	0.973992	0.958974	0.0102561	0.0105027	0.966483	0.010619	0.977113	0.394659	0.661513	0.145609	0.121479	0.528086	0.188694	0.488022	0.287456	0.274812	0.0776187	0.102447	0.281134	0.00894071	64.8	32	28.526	9.55685	48.4	23.1931	82	0.0232048	1101.1		29998	164189	90.1491383	93550	7.82289e-04	0.1638535
11.8	23.5	17.65	8.27315	33.1	0.895161	0.964359	0.027904	0.0213914	0.92976	0.0489302	0.963928	0.648227	0.292251	0.246179	0.202868	0.470239	0.251713	0.268049	0.0932615	0.198188	0.063015	0.156665	0.145725	0.0741944	33.2	147.9	54.5279	137.813	90.55	81.1051	207.3	0.0606943	19557		139164	39287	80.3826707	99129	5.98702e-04	0.2754143
8.9	8.9	8.9	0	17	0.847379	0.824872	0.0533252	0.0726601	0.836125	0.015915	0.912246	0.732901	0.855794	0.1649	0.145939	0.794348	0.0868979	0.435952	0.252497	0.236789	0.199051	0.190685	0.244643	0.0111069	11.4	10	1.7127	4.47214	10.7	0.989949	49.9	0.156225	2096.82		93472	18160	84.1881095	34347	2.16547e-04	0.1400732
21.8	25.6	23.7	2.68701	44.6	0.971169	0.971026	0.014509	0.0142276	0.971097	0.000101621	0.982707	0.268243	0.235525	0.196272	0.173993	0.251884	0.0231349	0.258123	0.128561	0.149541	0.0813623	0.0780825	0.139051	0.0148348	155.6	163.8	160.847	102.696	159.7	5.79828	229.2	0.0233331	14327.7		123189	40036	49.7165904	66923	5.39453e-04	0.2208033
18.6	11.1	14.85	5.3033	26.7	0.958065	0.879615	0.00968302	0.0319368	0.91884	0.0554719	0.947105	0.469773	0.717841	0.203451	0.152367	0.593807	0.175411	0.476439	0.334705	0.202844	0.118576	0.0912512	0.268774	0.0932396	48.5	15.6	28.0605	6.44981	32.05	23.2638	61	0.0667446	694.715		36726	152331	2.1064625	149967	5.34688e-04	0.2768083
18.7	19.3	19	0.424264	36.8	0.957056	0.939615	0.0137416	0.0332151	0.948336	0.0123327	0.97054	0.272961	0.291021	0.143356	0.221559	0.281991	0.0127698	0.211224	0.111089	0.110023	0.0444077	0.0367414	0.110556	0.00075382	93.2	122.2	62.6787	106.853	107.7	20.5061	189.1	0.046624	8204.75		36634	160095	94.3055650	154631	3.46899e-04	0.1040946
12.2	12.2	12.2	0	23	0.892339	0.887308	0.0339924	0.0335597	0.889823	0.00355747	0.939163	0.548235	0.521701	0.278471	0.242337	0.534968	0.0187622	0.436813	0.238586	0.246993	0.127382	0.151986	0.24279	0.00594448	33.2	31	28.8513	25.5212	32.1	1.55563	66.9	0.100238	1911.39		141504	186911	57.8432816	183186	1.47470e-04	0.2823537
18.2	21	19.6	1.9799	37.4	0.951411	0.952051	0.0232113	0.0248099	0.951731	0.000452542	0.974335	0.419309	0.543787	0.209133	0.238682	0.481548	0.0880196	0.416754	0.202238	0.232928	0.0574439	0.0805769	0.217583	0.0217013	53.4	50.6	28.4378	34.8336	52	1.9799	95.6	0.0452068	2862.43		84578	127060	82.9531940	138120	2.89992e-04	0.1547679
21.7	25.6	23.65	2.75772	46.6	0.968952	0.97359	0.0122157	0.00622818	0.971271	0.00327965	0.985603	0.279884	0.239218	0.229531	0.165954	0.259551	0.0287551	0.169437	0.0778122	0.0940974	0.0285951	0.039113	0.0859548	0.0115154	208.5	188.5	211.42	163.966	198.5	14.1421	323.8	0.0281001	23335.9		84311	82511	25.5262946	118436	7.45039e-04	0.2480681
10	7	8.5	2.12132	15.4	0.867944	0.763333	0.0474374	0.0900142	0.815638	0.0739706	0.894366	0.785632	0.88131	0.172559	0.116594	0.833471	0.0676544	0.769464	0.495643	0.358648	0.144578	0.124046	0.427146	0.0968694	12.7	7	6.11101	1.82574	9.85	4.03051	19.6	0.172809	96.1366		28579	69903	87.7822233	98202	1.27303e-04	0.2475252
17.3	17.7	17.5	0.282843	31.9	0.947379	0.933205	0.0146453	0.0235427	0.940292	0.0100225	0.962911	0.409774	0.541991	0.210524	0.182948	0.475883	0.0934914	0.399996	0.226958	0.227484	0.140978	0.128628	0.227221	0.000371962	65.6	42.5	59.2944	39.3284	54.05	16.3342	101.5	0.0474356	3988.89		122417	152253	61.7685213	47669	3.49048e-04	0.2284690
15.4	11	13.2	3.11127	23.3	0.936694	0.87641	0.0240475	0.0387746	0.906552	0.0426267	0.941667	0.408534	0.620637	0.200801	0.310738	0.514586	0.14998	0.457939	0.298692	0.218636	0.11078	0.0987842	0.258664	0.0566077	47.2	27.9	26.2374	26.76	37.55	13.6472	57.3	0.0785615	794.859		90948	166411	26.0905485	101299	8.47397e-04	0.2711315
22.4	21	21.7	0.989949	39.2	0.97379	0.958205	0.00911603	0.0127233	0.965998	0.0110204	0.977582	0.285147	0.328542	0.152666	0.164341	0.306844	0.030685	0.354541	0.205473	0.190935	0.0569827	0.051206	0.198204	0.0102802	98.2	72.6	46.2428	25.5265	85.4	18.1019	116.2	0.0251622	417.628		155841	40778	94.4598803	43414	5.22656e-04	0.2495881
18.8	23.8	21.3	3.53553	40.9	0.949597	0.965128	0.0254491	0.00836996	0.957362	0.0109824	0.977817	0.189704	0.300241	0.128981	0.220966	0.244973	0.0781613	0.25787	0.118205	0.149206	0.0505025	0.0604049	0.133705	0.0219213	137.7	133.1	72.2927	102.447	135.4	3.25269	186.2	0.0391775	2416.14		92363	166822	88.3738005	181515	5.72565e-04	0.2490721
10.7	11.9	11.3	0.848528	21.4	0.875806	0.892308	0.0405927	0.0345282	0.884057	0.0116681	0.938106	0.780948	0.75321	0.136629	0.152351	0.767079	0.019614	0.537272	0.281788	0.330484	0.189397	0.223462	0.306136	0.0344328	12.9	15.7	2.80674	5.2504	14.3	1.9799	51	0.107005	2379.47		54502	84381	18.2810344	214516	3.69477e-04	0.2263974
9.6	20.5	15.05	7.70746	30	0.8625	0.950513	0.0467232	0.024942	0.906506	0.0622345	0.958138	0.591263	0.244473	0.219317	0.242238	0.417868	0.245218	0.145736	0.0458558	0.100092	0.02627	0.0599381	0.0729738	0.0383507	38.3	214.7	78.4376	212.411	126.5	124.734	292.4	0.0926328	46468.2		113244	175092	67.3725239	78838	8.85350e-04	0.1394175
16.5	12.2	14.35	3.04056	25.9	0.944556	0.899744	0.0246054	0.0170598	0.92215	0.0316875	0.951604	0.555958	0.707425	0.250039	0.171723	0.631691	0.107103	0.393069	0.253848	0.19399	0.140512	0.110059	0.223919	0.0423256	41.9	17.2	37.4149	4.96208	29.55	17.4655	83.9	0.0650008	4057.6		26621	43899	69.0559348	193226	1.29826e-04	0.1926323
9.1	16.5	12.8	5.23259	24.8	0.828427	0.923077	0.0697272	0.0358312	0.875752	0.0669273	0.942136	0.628283	0.232221	0.280007	0.161333	0.430252	0.280058	0.288986	0.110933	0.193803	0.0750118	0.120113	0.152368	0.0585973	24.3	112.1	31.5843	74.8872	68.2	62.084	121.9	0.121406	1947.26		162476	117488	52.8583729	150902	9.01180e-04	0.2942698
15.1	20.4	17.75	3.74767	33.4	0.938508	0.955513	0.014762	0.0107782	0.94701	0.0120242	0.97011	0.420352	0.333599	0.25432	0.259332	0.376975	0.0613436	0.317517	0.150161	0.200667	0.0802328	0.104806	0.175414	0.0357127	48.2	110.1	27.2715	90.5949	79.15	43.7699	131.6	0.0445345	2721.33		93691	144197	16.6545727	32990	1.23333e-04	0.1796701
14.1	17.6	15.85	2.47487	30.2	0.928629	0.939872	0.0260663	0.0185339	0.93425	0.00794983	0.965454	0.488465	0.466622	0.235702	0.26557	0.477544	0.0154459	0.426456	0.200561	0.25035	0.124119	0.149904	0.225455	0.0352059	43.6	70.2	43.732	73.4163	56.9	18.809	134.9	0.0612765	27127.6		34407	147324	8.7544720	110131	3.05330e-04	0.1159265
22.7	15.6	19.15	5.02046	34.4	0.976815	0.91859	0.00673721	0.0217088	0.947702	0.0411711	0.965297	0.317184	0.641877	0.142981	0.138326	0.47953	0.229593	0.42729	0.29242	0.199695	0.136567	0.0884529	0.246057	0.0655666	85.2	24.8	38.4471	8.9666	55	42.7092	92.5	0.0423659	983.315		101983	47148	14.1531482	140460	3.75371e-04	0.1734559
19	15.8	17.4	2.26274	32.8	0.957258	0.930256	0.0163736	0.0188539	0.943757	0.0190931	0.966119	0.326696	0.633945	0.157856	0.244987	0.480321	0.217258	0.36957	0.215911	0.183318	0.0754711	0.0784425	0.199615	0.0230465	70.9	33.4	37.0479	30.3359	52.15	26.5165	96.9	0.0482193	2530.8		8769	38452	67.4990729	111631	2.72478e-04	0.1996537
19.1	13.1	16.1	4.24264	28.4	0.956452	0.903846	0.0168199	0.0245345	0.930149	0.0371977	0.955164	0.529589	0.718799	0.0812763	0.137545	0.624194	0.133792	0.629652	0.436889	0.296954	0.125829	0.0808899	0.366922	0.098949	35.9	18	7.04667	5.33333	26.95	12.6572	46.3	0.0569174	498.968		56021	148165	66.7602412	215847	7.02728e-04	0.1253444
14.8	12.6	13.7	1.55563	24.9	0.935282	0.893846	0.0113035	0.0289326	0.914564	0.0292998	0.949531	0.626071	0.835716	0.134684	0.107155	0.730894	0.148242	0.646606	0.397611	0.333765	0.127876	0.0920184	0.365688	0.0451461	23.6	14.3	5.73876	2.86938	18.95	6.57609	39.1	0.0755527	469.355		114790	107178	33.4230185	205982	6.52735e-04	0.1439572
19.3	18.8	19.05	0.353553	35.1	0.963911	0.942051	0.00961984	0.0233272	0.952981	0.0154574	0.971909	0.495371	0.676911	0.102491	0.135559	0.586141	0.128368	0.563041	0.312181	0.307844	0.0622889	0.0922578	0.310012	0.0030669	40.3	28	13.5896	9.86577	34.15	8.69741	62.9	0.0406151	1037.54		24550	66195	73.3982606	61119	9.39984e-04	0.2010662
21.6	26	23.8	3.11127	45.8	0.969556	0.972179	0.0104307	0.0089448	0.970868	0.00185477	0.983842	0.225877	0.282716	0.180699	0.212599	0.254297	0.0401914	0.197332	0.0949073	0.111741	0.0390417	0.0396745	0.103324	0.0119035	178.8	147.7	146.335	98.8906	163.25	21.991	268.7	0.0256948	17876.4		30828	188168	54.4195509	93737	6.00426e-04	0.2069743
16.9	6.3	11.6	7.49533	21.3	0.944355	0.703462	0.0175041	0.133284	0.823908	0.170337	0.891315	0.600682	0.831746	0.116892	0.219427	0.716214	0.163387	0.590093	0.477669	0.177424	0.138455	0.0530201	0.327547	0.212305	28	7.4	6.20036	3.80643	17.7	14.5664	36.2	0.166719	375.5		36764	14410	91.9676749	178073	9.00880e-04	0.2526957
19.4	24	21.7	3.25269	41.3	0.959274	0.965641	0.0162072	0.0195818	0.962458	0.00450203	0.978834	0.394064	0.392254	0.197753	0.229354	0.393159	0.00128017	0.32055	0.154978	0.189762	0.0909827	0.111914	0.17237	0.0245963	65.5	112.3	40.599	110.77	88.9	33.0926	172.7	0.0321426	8704.06		79582	186513	38.6747507	106471	4.79229e-04	0.2612278
17.3	12.9	15.1	3.11127	28.5	0.946573	0.903205	0.0239732	0.0257636	0.924889	0.0306654	0.957042	0.364554	0.705146	0.272597	0.118334	0.53485	0.240835	0.361751	0.216007	0.168074	0.0775255	0.0703827	0.192041	0.0338941	71	17.6	43.6552	3.62706	44.3	37.7595	86.3	0.0697431	2115.73		55279	168211	0.2633822	233557	5.00543e-04	0.2445627
21.3	13.2	17.25	5.72756	33.4	0.969153	0.901667	0.0155604	0.0333117	0.93541	0.0477202	0.962324	0.447314	0.760459	0.187829	0.168894	0.603887	0.221427	0.400798	0.256487	0.159829	0.107083	0.0738625	0.208158	0.0683477	56.6	17.6	31.1241	6.94742	37.1	27.5772	92.3	0.0618778	4109.92		185189	113815	69.1241354	213087	9.61417e-04	0.2542191
12.6	16	14.3	2.40416	27.3	0.906855	0.925	0.0203353	0.0282132	0.915927	0.0128306	0.957121	0.754524	0.636706	0.172454	0.141687	0.695615	0.0833098	0.452615	0.209264	0.287589	0.113484	0.2019	0.248426	0.0553837	17.3	26.1	8.68012	11.0197	21.7	6.22254	83.1	0.080416	6883.4		36855	194358	27.2262696	248792	5.45645e-04	0.1856328
16.9	18.1	17.5	0.848528	31.2	0.936492	0.938205	0.0292049	0.0169201	0.937349	0.00121141	0.960837	0.483317	0.416159	0.203643	0.220393	0.449738	0.0474876	0.37314	0.208984	0.224462	0.0969262	0.116267	0.216723	0.0109445	42.5	66.2	24.2178	60.2639	54.35	16.7584	103.1	0.0474606	2856.93		20221	69508	35.4078225	93731	4.84161e-04	0.2727118
20.9	9.2	15.05	8.27315	27.8	0.967137	0.815128	0.0105855	0.0409133	0.891133	0.107487	0.929812	0.367014	0.863576	0.124724	0.137461	0.615295	0.351123	0.410501	0.314235	0.138677	0.121366	0.0592838	0.226456	0.124138	61.6	10	20.7107	3.16228	35.8	36.4867	74.4	0.0968072	1749.83		170152	146579	53.3172136	116629	4.23385e-04	0.2782673
19.5	21.7	20.6	1.55563	38.8	0.963105	0.960385	0.014817	0.01133	0.961745	0.00192349	0.978286	0.318163	0.388208	0.171049	0.18429	0.353185	0.0495291	0.265659	0.137944	0.150221	0.079667	0.0816991	0.144082	0.00868115	97.7	83.4	80.987	80.4421	90.55	10.1116	184.3	0.0335119	11938.1		58845	110735	63.9469595	227052	2.83062e-04	0.1324440
20	21.7	20.85	1.20208	39.8	0.964315	0.961282	0.0105427	0.00920144	0.962798	0.00214428	0.979186	0.285888	0.240391	0.19512	0.194504	0.263139	0.0321714	0.191661	0.0977889	0.108018	0.0380875	0.0494981	0.102904	0.00723331	114	143.2	79.2254	98.4884	128.6	20.6475	235.7	0.0332137	24221		64360	36470	66.8656449	148641	8.29305e-04	0.1255730
18.9	13.6	16.25	3.74767	29.2	0.95625	0.899359	0.0198918	0.0316196	0.927804	0.040228	0.953756	0.390219	0.723645	0.180437	0.15058	0.556932	0.235768	0.477823	0.325321	0.237814	0.191012	0.154134	0.281567	0.0618768	60	18.7	32.8363	5.53875	39.35	29.2035	85.7	0.0593298	4761.01		86899	167255	71.7604501	163194	3.28132e-04	0.1052616
6.9	12	9.45	3.60624	18.1	0.77621	0.891923	0.0709698	0.0327142	0.834066	0.0818217	0.921674	0.788636	0.715828	0.225582	0.153669	0.752232	0.0514836	0.398646	0.170364	0.263393	0.154558	0.2034	0.216878	0.0657818	8.6	17.5	4.08792	9.86858	13.05	6.29325	71.6	0.161349	5321.25		182567	133003	39.9466105	245374	1.02503e-04	0.2060057
19	22.2	20.6	2.26274	38.3	0.961694	0.962436	0.0128218	0.0100049	0.962065	0.00052492	0.977778	0.320637	0.303975	0.221856	0.252697	0.312306	0.0117821	0.25431	0.127191	0.151462	0.060666	0.0703418	0.139326	0.0171627	81.7	123.8	48.0325	86.7215	102.75	29.7692	177	0.0315002	8089.87		102501	144544	20.1623877	48517	7.51166e-04	0.1565656
24.9	29	26.95	2.89914	52.6	0.981048	0.979487	0.00861684	0.0120722	0.980268	0.00110394	0.989358	0.0795235	0.0899982	0.0347371	0.0367548	0.0847608	0.00740675	0.131953	0.0635389	0.0718601	0.0235196	0.0199881	0.0676995	0.00588399	372.3	366.5	164.257	143.323	369.4	4.10122	430.5	0.0183583	6360.96		80329	148819	90.0246555	56880	1.23045e-04	0.2658531
14.5	16.4	15.45	1.3435	29.9	0.926613	0.932436	0.0327058	0.02329	0.929524	0.00411748	0.963224	0.440068	0.532	0.253262	0.290632	0.486034	0.0650062	0.370482	0.178022	0.21438	0.0891588	0.138845	0.196201	0.0257094	49.6	53.4	39.2632	54.2406	51.5	2.68701	100.1	0.066864	3300.67		67442	69599	25.4276083	173048	7.67038e-04	0.1937706
20.7	22.8	21.75	1.48492	40.8	0.965726	0.964231	0.0121712	0.0113943	0.964978	0.00105715	0.979734	0.214092	0.346107	0.151106	0.24588	0.2801	0.0933492	0.312454	0.170004	0.176077	0.129921	0.092139	0.17304	0.00429455	138.9	112.3	82.9397	82.249	125.6	18.809	171.4	0.0297989	3279.07		103122	87218	94.7816978	109278	3.72422e-04	0.2793634
22.1	20.3	21.2	1.27279	39.3	0.972782	0.951667	0.0134493	0.0182919	0.962224	0.014931	0.975117	0.303128	0.469148	0.130914	0.216912	0.386138	0.117394	0.470544	0.270097	0.244774	0.0962033	0.086909	0.257436	0.0179061	86.8	57.4	46.9155	46.4189	72.1	20.7889	93.6	0.0284631	1390.94		70323	25707	53.1264390	121435	7.15353e-04	0.1152978
23.3	21.7	22.5	1.13137	42.2	0.976411	0.955769	0.00616304	0.0164766	0.96609	0.0145961	0.979969	0.218853	0.416765	0.145698	0.175667	0.317809	0.139945	0.29018	0.158909	0.148601	0.0700962	0.0694199	0.153755	0.00728834	148.8	69	86.8508	52.4404	108.9	56.4271	173.3	0.0302206	7418.01		98048	110025	65.3251901	136991	8.85164e-04	0.1748274
15.4	18.1	16.75	1.90919	30.2	0.935685	0.926795	0.0170665	0.0396053	0.93124	0.00628661	0.958255	0.271053	0.17307	0.148921	0.0682343	0.222061	0.0692845	0.250746	0.134432	0.150827	0.0775606	0.0678934	0.142629	0.0115935	78.5	123.3	49.7376	57.4167	100.9	31.6784	144.8	0.0557577	2089.67		165084	194760	92.7747683	27391	8.27528e-04	0.1682972
5.1	20	12.55	10.5359	25.1	0.673387	0.947821	0.101601	0.0163966	0.810604	0.194054	0.920696	0.841429	0.478067	0.143012	0.127427	0.659748	0.256935	0.199969	0.0402858	0.159684	0.0260617	0.100109	0.0999847	0.084427	5.3	45	2.26323	17.8076	25.15	28.0721	159.7	0.185775	22332.2		122537	199680	88.8393801	102176	3.80356e-04	0.1713325
21.1	19.8	20.45	0.919239	34.3	0.969758	0.950128	0.0119842	0.0131364	0.959943	0.0138804	0.970266	0.389649	0.583014	0.134598	0.141669	0.486332	0.13673	0.544555	0.347335	0.317749	0.132223	0.0957587	0.332542	0.0209207	59.6	35.7	21.5468	13.292	47.65	16.8999	67.2	0.0232801	494.088		135035	156959	13.3717653	243430	3.66146e-04	0.2852584
20.6	25.9	23.25	3.74767	43.2	0.967944	0.972821	0.0101231	0.0106375	0.970382	0.00344853	0.982473	0.377214	0.31567	0.274858	0.247503	0.346442	0.0435185	0.257952	0.124833	0.155905	0.0452858	0.0563884	0.140369	0.0219713	100.3	141.6	81.0049	100.466	120.95	29.2035	187.8	0.0237234	5811.66		8104	192476	6.9458604	183355	3.08907e-04	0.1698762
14.3	20.9	17.6	4.6669	33.2	0.915121	0.955128	0.0301514	0.0213076	0.935125	0.0282894	0.966119	0.501705	0.249913	0.313198	0.207465	0.375809	0.178044	0.237926	0.101123	0.153397	0.062406	0.104457	0.12726	0.0369636	65.8	154.5	78.4004	111.139	110.15	62.7204	192.8	0.05763	21750		91552	85569	81.6248622	225161	3.99996e-04	0.2368240
17	25.4	21.2	5.9397	41.9	0.9375	0.97141	0.0442121	0.0119054	0.954455	0.0239782	0.978756	0.468636	0.299316	0.202318	0.208433	0.383976	0.119727	0.252469	0.102933	0.154691	0.0542811	0.0838377	0.128812	0.0365984	70.2	124.9	111.073	76.1015	97.55	38.6787	229.3	0.0446093	35511.5		43432	67761	45.9344425	230019	4.11838e-04	0.1768981
17.7	24.1	20.9	4.52548	39.8	0.952419	0.968718	0.0128288	0.00767329	0.960569	0.0115248	0.979264	0.207951	0.18346	0.101696	0.18479	0.195706	0.0173176	0.222607	0.0963342	0.135339	0.0641622	0.102576	0.115837	0.0275806	109.4	218.1	63.4879	116.855	163.75	76.8625	246.3	0.0355811	7715.59		158788	146163	30.2248652	244826	1.70967e-04	0.1752798
22.3	21.3	21.8	0.707107	43.4	0.973387	0.956154	0.00353063	0.0176491	0.96477	0.0121857	0.981299	0.349476	0.53429	0.160206	0.213386	0.441883	0.130683	0.274407	0.141786	0.134148	0.0593608	0.0546686	0.137967	0.00540048	85.6	50.9	65.0063	37.5099	68.25	24.5366	182.7	0.0350152	20251.5		171369	77847	5.8831243	211168	2.76835e-04	0.1668688
18.9	12.6	15.75	4.45477	29.6	0.959879	0.903974	0.0175878	0.021567	0.931927	0.0395306	0.958099	0.522198	0.764332	0.189494	0.140847	0.643265	0.171215	0.594137	0.383039	0.265231	0.111706	0.12723	0.324135	0.0833029	40.8	16.3	18.6714	5.96378	28.55	17.3241	53	0.059391	865.688		123837	12579	73.3698985	196812	2.47970e-04	0.1376569
20.8	10.6	15.7	7.21249	30.3	0.963306	0.857179	0.016346	0.0364287	0.910243	0.0750431	0.946635	0.418707	0.7354	0.11621	0.137144	0.577054	0.223936	0.398554	0.27338	0.141835	0.0963857	0.0575564	0.207608	0.0930163	53.9	14	22.8592	3.94405	33.95	28.2136	83.5	0.0857274	3015.05		31557	97423	51.4548926	28722	6.97730e-04	0.1847748
11.3	21.1	16.2	6.92965	31.2	0.891734	0.951282	0.0501116	0.0126195	0.921508	0.0421069	0.961502	0.723673	0.239603	0.231319	0.118966	0.481638	0.342289	0.260066	0.0973128	0.176057	0.0628893	0.0819188	0.136685	0.0556807	17.8	115.7	11.9238	85.5272	66.75	69.2258	145.6	0.0732168	8671.96		109574	176374	69.6254853	230059	3.37738e-04	0.2870214
19.7	25.3	22.5	3.9598	42.1	0.96371	0.972821	0.0136078	0.00666995	0.968265	0.00644233	0.980908	0.239487	0.226682	0.278495	0.124067	0.233084	0.00905453	0.196182	0.0920997	0.122083	0.0390311	0.0578859	0.107091	0.0212012	193.3	151.8	137.676	94.5102	172.55	29.3449	249.9	0.0243769	6893.01		100027	57288	72.5980591	93898	7.96889e-04	0.2922748
13.2	17.2	15.2	2.82843	26.3	0.890927	0.937051	0.0783468	0.018445	0.913989	0.0326145	0.948905	0.441242	0.420043	0.215261	0.21542	0.430643	0.0149902	0.499651	0.249117	0.34892	0.112135	0.181532	0.299018	0.0705717	39.7	49.7	26.0344	22.47	44.7	7.07107	61.1	0.0657011	564.326		61527	195525	22.8768010	93794	5.85453e-04	0.1087669
15.6	19.7	17.65	2.89914	31.9	0.941532	0.952436	0.0164616	0.0133843	0.946984	0.00771004	0.969679	0.639605	0.471293	0.219674	0.204643	0.555449	0.119015	0.575507	0.28508	0.358725	0.0966894	0.12326	0.321903	0.0520748	27.8	47.9	15.0982	20.5721	37.85	14.2128	58.7	0.0444448	599.039		38483	194129	91.3067326	204929	3.02916e-04	0.2818910
22	21.2	21.6	0.565685	39.2	0.970565	0.957308	0.0217601	0.0158759	0.963936	0.00937399	0.976135	0.396827	0.383836	0.13899	0.197527	0.390331	0.00918606	0.466148	0.261867	0.254919	0.0722296	0.0844385	0.258393	0.00491314	62.8	71.2	28.4636	46.2308	67	5.9397	90.6	0.026158	888.038		27380	67058	64.2290433	148280	6.82338e-04	0.1822759
12.1	20.8	16.45	6.15183	32.7	0.907661	0.954872	0.0256928	0.0160902	0.931267	0.0333829	0.968192	0.658777	0.306199	0.241816	0.199653	0.482488	0.24931	0.227928	0.0815199	0.147621	0.0284985	0.0748554	0.11457	0.0467402	26.3	102.8	30.1295	75.5304	64.55	54.0937	165.9	0.0681917	14241.6		176932	101600	0.4827322	249091	2.82418e-04	0.1234957
18.2	6	12.1	8.6267	23.1	0.956452	0.701667	0.0159375	0.0550206	0.829059	0.18016	0.896401	0.564515	0.84881	0.0953137	0.136867	0.706662	0.201027	0.565683	0.448154	0.148651	0.0996024	0.038205	0.298403	0.211781	32.3	6.3	7.6891	1.94651	19.3	18.3848	41.6	0.167216	558.278		13914	175844	16.0323112	194421	3.59219e-04	0.1305298
17.2	21.1	19.15	2.75772	34.5	0.945766	0.95359	0.0169336	0.0195911	0.949678	0.00553213	0.970931	0.55988	0.478568	0.198263	0.233417	0.519224	0.057496	0.48617	0.249082	0.299998	0.105951	0.11435	0.27454	0.0360034	38.4	56.2	29.4211	31.8636	47.3	12.5865	76.6	0.0418962	670.68		28551	129708	14.9454321	235147	5.84334e-04	0.1509913
15.4	9.6	12.5	4.10122	21	0.937903	0.854744	0.0221632	0.037295	0.896323	0.0588027	0.929577	0.635412	0.800633	0.204383	0.165541	0.718022	0.116829	0.594702	0.45602	0.270851	0.18078	0.0670325	0.363436	0.130934	26.1	11.6	11.0499	3.77712	18.85	10.253	37.3	0.0784456	495.833		10457	164499	84.4619379	242481	4.32552e-04	0.1505529
18.9	22.2	20.55	2.33345	38.3	0.962903	0.960769	0.0100672	0.0135975	0.961836	0.00150896	0.977113	0.472155	0.370231	0.221258	0.2328	0.421193	0.0720715	0.357065	0.176912	0.220309	0.114436	0.159244	0.19861	0.0306859	64.5	107.6	66.435	93.2967	86.05	30.4763	153.2	0.0309822	4080.23		107900	8074	87.7097251	182559	7.37819e-04	0.1293349
19.7	20.9	20.3	0.848528	37.8	0.962097	0.951923	0.0100941	0.0173617	0.95701	0.00719389	0.975039	0.270099	0.421504	0.145766	0.205157	0.345801	0.107059	0.361151	0.191981	0.202243	0.0862111	0.101399	0.197112	0.00725639	92.3	64.8	50.2285	39.7934	78.55	19.4454	117.1	0.0374026	2225.22		173213	124183	12.5932919	243918	1.16376e-04	0.2243344
18.1	16.5	17.3	1.13137	30.9	0.951411	0.928462	0.0195575	0.0265219	0.939936	0.0162279	0.962363	0.585549	0.631963	0.149756	0.206225	0.608756	0.0328199	0.604411	0.365759	0.326568	0.149778	0.111812	0.346164	0.0277122	32.7	28.7	14.8253	14.0083	30.7	2.82843	62.4	0.0480737	2838.5		163827	131819	82.8261739	91308	7.90845e-04	0.1568872
16.6	12.1	14.35	3.18198	27.3	0.949194	0.899615	0.0172075	0.0279714	0.924404	0.0350571	0.95579	0.438585	0.73677	0.191543	0.142374	0.587678	0.210849	0.401569	0.248278	0.18213	0.14607	0.115334	0.215204	0.0467737	55.8	16.2	62.6095	5.92171	36	28.0014	92	0.0690278	3161.63		198405	73984	12.6115313	237956	4.87165e-04	0.2945395
18.6	26.4	22.5	5.51543	43.6	0.954637	0.97641	0.0148839	0.00861511	0.965524	0.0153959	0.982825	0.369031	0.193711	0.178062	0.0867656	0.281371	0.12397	0.268188	0.114465	0.164101	0.0406712	0.0616378	0.139283	0.0350985	68.8	164	51.7339	78.7246	116.4	67.3166	180.5	0.0321011	6549.36		74099	19406	45.7928158	236948	8.55305e-04	0.2000736
