K_1	K_2	mean_K	sd_K	tot_K	H_1	H_2	Hsd_1	Hsd_2	mean_H	sd_H	tot_H	GW_1	GW_2	GWsd_1	GWsd_2	mean_GW	sd_GW	tot_GW	NGW_1	NGW_2	NGWsd_1	NGWsd_2	mean_NGW	sd_NGW	R_1	R_2	Rsd_1	Rsd_2	mean_R	sd_R	tot_R	FST_2_1	DMUSQ_2_1		NPOP1	NPOP2	RSANC	T1	MUTRATE	GEOM
13.5	23.4	18.45	7.00036	35	0.925605	0.964872	0.0251177	0.0133809	0.945238	0.0277659	0.972535	0.642792	0.354372	0.227419	0.200997	0.498582	0.203944	0.403319	0.158162	0.277335	0.07171	0.125539	0.217748	0.0842686	35	81.9	51.8674	36.8373	58.45	33.1633	101.5	0.0501527	2425.85		18235	197268	37.1868696	25651	5.30999e-04	0.2053427
20.4	13.5	16.95	4.87904	30.4	0.966129	0.910128	0.0112775	0.0239351	0.938129	0.0395986	0.959468	0.371888	0.560906	0.199281	0.287447	0.466397	0.133656	0.408622	0.268201	0.186603	0.131578	0.103428	0.227402	0.0576986	87.4	32.1	80.0711	21.2365	59.75	39.103	101	0.0498023	750.552		184195	90453	52.9510996	130455	3.09570e-04	0.1385147
16	13.1	14.55	2.05061	27.5	0.936492	0.888974	0.0290343	0.0465643	0.912733	0.0336	0.949648	0.222957	0.508534	0.15557	0.28213	0.365746	0.201933	0.265539	0.153456	0.129499	0.0574991	0.0605386	0.141477	0.0169406	97.2	41.7	62.1661	38.3436	69.45	39.2444	117.9	0.0800039	5111.83		61478	193184	71.7636842	191570	5.27973e-04	0.2258174
13.1	12.3	12.7	0.565685	21.5	0.909476	0.887692	0.0335544	0.0342211	0.898584	0.0154033	0.931495	0.602461	0.55488	0.298648	0.233019	0.578671	0.0336449	0.54441	0.340525	0.32267	0.157216	0.146867	0.331597	0.0126256	31.8	27.7	28.0705	18.9681	29.75	2.89914	47.4	0.0706377	173.593		82253	19148	18.4507194	75441	5.85825e-04	0.1226856
23.5	25.6	24.55	1.48492	47	0.978024	0.969615	0.00797724	0.0153852	0.97382	0.00594593	0.984898	0.172928	0.214971	0.138233	0.146332	0.19395	0.0297288	0.162833	0.0837118	0.0908329	0.0569779	0.0618452	0.0872724	0.00503536	216.9	192.4	149.231	132.195	204.65	17.3241	384.2	0.0231648	55977.1		161879	85500	4.8601027	200546	3.80263e-04	0.2076102
13.3	20	16.65	4.73762	32.9	0.921774	0.954103	0.0247436	0.0119933	0.937938	0.0228596	0.970344	0.649197	0.53152	0.122239	0.208659	0.590358	0.0832106	0.443868	0.178105	0.272733	0.0625782	0.113644	0.225419	0.0669119	20.3	46	5.85093	28.1148	33.15	18.1726	84.6	0.0609724	3322.66		185427	143648	14.2284624	248920	2.49653e-04	0.1094627
14.9	6.2	10.55	6.15183	18.3	0.931653	0.686282	0.0204383	0.172266	0.808968	0.173504	0.878482	0.571827	0.881212	0.158956	0.168858	0.72652	0.218768	0.600935	0.508578	0.217538	0.215114	0.137111	0.363058	0.205796	27	6.5	10.1434	3.06413	16.75	14.4957	33.9	0.173443	479.94		94678	12194	89.5557651	163834	5.74328e-04	0.2623614
17.5	20.3	18.9	1.9799	35.5	0.952823	0.950385	0.019155	0.0165076	0.951604	0.0017239	0.972379	0.280786	0.223526	0.16645	0.175253	0.252156	0.0404885	0.254235	0.130051	0.145304	0.0745229	0.0581917	0.137677	0.0107851	88.2	154.5	64.9372	146.239	121.35	46.8812	179.9	0.0420483	6472.9		82359	85759	95.4577083	48789	9.10863e-04	0.1291906
4.7	17.9	11.3	9.33381	21.8	0.663105	0.941795	0.125898	0.0156925	0.80245	0.197064	0.910642	0.934762	0.418295	0.0856569	0.248911	0.676528	0.365197	0.329615	0.0792607	0.273119	0.0775729	0.181948	0.17619	0.137079	4.1	61.5	1.59513	42.6022	32.8	40.5879	101.6	0.183763	10088.8		95715	122657	2.3234893	184507	2.37244e-04	0.1755680
9.3	14	11.65	3.3234	21.4	0.866532	0.915	0.0408545	0.0333117	0.890766	0.0342719	0.942645	0.843723	0.725552	0.1323	0.188672	0.784637	0.0835597	0.59996	0.262026	0.422751	0.110237	0.25116	0.342389	0.11365	10.4	20.7	3.56526	11.5475	15.55	7.2832	43	0.0988953	1501.82		22254	74587	84.4153532	109735	8.52951e-04	0.1863148
14.9	18.1	16.5	2.26274	32	0.925605	0.941026	0.0196266	0.0222222	0.933315	0.0109042	0.96651	0.4841	0.472193	0.208453	0.248403	0.478146	0.00841952	0.252063	0.118055	0.145942	0.0626342	0.0812791	0.131999	0.0197193	43.6	57.3	42.5472	52.5591	50.45	9.68736	170.3	0.064609	20607.1		10811	172100	55.6489756	230295	9.47496e-04	0.1842098
9.1	17	13.05	5.58614	24.2	0.852016	0.940128	0.0436797	0.0182819	0.896072	0.0623046	0.949452	0.784645	0.424261	0.185599	0.283429	0.604453	0.25483	0.341169	0.130323	0.243342	0.0828259	0.143157	0.186832	0.0799163	11.6	57.2	5.58172	36.8354	34.4	32.2441	91.7	0.0967669	5363.61		156236	175718	1.1433537	162672	8.55420e-04	0.1659144
18.7	17	17.85	1.20208	31.5	0.957661	0.934231	0.0124283	0.0130891	0.945946	0.0165679	0.965336	0.503484	0.686284	0.106188	0.116953	0.594884	0.129259	0.586354	0.361667	0.342976	0.141451	0.18482	0.352321	0.0132166	37.8	24.5	9.33095	6.11465	31.15	9.40452	57.8	0.0419816	984.985		30238	159596	7.2244331	131988	1.64520e-04	0.1323931
23.3	28.1	25.7	3.39411	48.7	0.975403	0.978333	0.0107022	0.00767924	0.976868	0.0020719	0.986815	0.111147	0.119721	0.0535	0.069091	0.115434	0.0060623	0.162372	0.0786717	0.0939772	0.0303157	0.032539	0.0863245	0.0108227	254.1	299.7	126.607	153.072	276.9	32.2441	333	0.019596	3378.96		619	87391	58.3119760	176178	9.49235e-04	0.2759660
22.5	18.3	20.4	2.96985	37.6	0.970161	0.941282	0.0159545	0.0163268	0.955722	0.0204207	0.971674	0.222053	0.452196	0.102385	0.266052	0.337124	0.162736	0.291687	0.17549	0.144834	0.0570913	0.05863	0.160162	0.0216774	115	62.1	42.3425	51.4942	88.55	37.4059	138.7	0.0355341	2528.88		96944	13427	16.1737771	76699	1.48186e-04	0.2490466
8.2	22.6	15.4	10.1823	30.4	0.813911	0.963077	0.0711354	0.0116847	0.888494	0.105476	0.951565	0.790025	0.435746	0.215575	0.236216	0.612886	0.250513	0.343539	0.0956064	0.253488	0.044911	0.080878	0.174547	0.111639	10.2	63.9	3.61478	29.9349	37.05	37.9716	99.6	0.10828	4466.92		53321	118959	4.9264060	88825	7.99916e-04	0.1394917
9.3	15.4	12.35	4.31335	23.7	0.837702	0.927051	0.0484734	0.030027	0.882376	0.0631798	0.943271	0.701413	0.646848	0.201212	0.211647	0.674131	0.0385829	0.483935	0.208548	0.319257	0.156509	0.234179	0.263902	0.0782828	13.3	33.9	5.10011	39.7756	23.6	14.5664	85.8	0.111527	6671.57		132241	122762	35.6426164	132790	1.30638e-04	0.2477987
7	21.1	14.05	9.97021	26.8	0.760685	0.953205	0.113542	0.0225587	0.856945	0.136132	0.934116	0.86228	0.282292	0.11235	0.185406	0.572286	0.410114	0.265851	0.0708336	0.213936	0.0544131	0.153676	0.142385	0.101188	7.3	114.6	2.45176	82.0626	60.95	75.8726	139.1	0.132122	6959.69		28756	8423	3.0113912	104027	7.88794e-04	0.1545328
16.4	19.1	17.75	1.90919	32.6	0.943952	0.945	0.0220815	0.0225684	0.944476	0.000741322	0.967645	0.488518	0.447435	0.22797	0.207725	0.467977	0.0290499	0.416816	0.217926	0.240762	0.11409	0.117878	0.229344	0.0161475	48.4	60.7	42.0719	50.6734	54.55	8.69741	95.1	0.0465799	2195.85		178685	8926	21.1047886	163231	3.90756e-04	0.1182758
16.7	16.2	16.45	0.353553	28.8	0.946774	0.927179	0.0122526	0.0210124	0.936977	0.0138555	0.960407	0.600164	0.605109	0.181341	0.165409	0.602637	0.00349669	0.632212	0.379448	0.360686	0.118579	0.111748	0.370067	0.0132667	29.6	27.1	10.6999	8.21178	28.35	1.76777	46.9	0.0497754	517.576		33150	91851	81.1282402	86374	2.21265e-04	0.2488407
10.8	9.5	10.15	0.919239	19.8	0.879032	0.864487	0.0481626	0.0260582	0.87176	0.0102849	0.933725	0.799848	0.822311	0.213644	0.133758	0.811079	0.0158833	0.530358	0.287821	0.260526	0.133063	0.121712	0.274174	0.0193008	13.2	10.9	3.67575	2.88483	12.05	1.62635	41.9	0.125858	1125.14		152026	33573	52.2219608	144759	6.20050e-04	0.1200725
22.4	23.7	23.05	0.919239	42.7	0.971573	0.967564	0.00852462	0.00625306	0.969568	0.00283442	0.981142	0.141289	0.147119	0.119849	0.0895436	0.144204	0.00412267	0.156825	0.0836454	0.0873022	0.0431056	0.0412393	0.0854738	0.00258571	261.5	226.7	167.217	152.018	244.1	24.6073	332.4	0.0237377	11968.4		37325	21915	76.7885607	187206	7.39160e-04	0.2598051
18.7	21.1	19.9	1.69706	38.3	0.958065	0.958205	0.0181775	0.0139816	0.958135	9.94278e-05	0.976956	0.350662	0.445994	0.23972	0.273824	0.398328	0.0674105	0.306579	0.15585	0.164608	0.0759673	0.0515925	0.160229	0.00619285	81.4	85.1	56.4155	82.2982	83.25	2.6163	142.2	0.0377297	3638.4		53791	191693	22.5785559	242961	4.13956e-04	0.2704431
21	28.4	24.7	5.23259	47	0.967742	0.98141	0.0104545	0.0062589	0.974576	0.00966496	0.98615	0.095113	0.182705	0.0305529	0.10801	0.138909	0.0619365	0.163926	0.0726786	0.100195	0.0218874	0.0382175	0.0864367	0.019457	245.4	201.9	94.7971	103.796	223.65	30.7591	309.1	0.0216193	7902.1		142927	5193	25.5481866	224997	1.85534e-04	0.1618674
10.5	14.4	12.45	2.75772	22.8	0.877823	0.927436	0.0377087	0.009916	0.902629	0.0350819	0.948592	0.679821	0.577574	0.219253	0.277197	0.628697	0.0722997	0.483357	0.23396	0.31717	0.13992	0.187236	0.275565	0.0588377	18.5	32.4	15.0794	19.9511	25.45	9.82878	61.5	0.0868507	2170.41		197045	19848	7.2516516	141303	7.35253e-04	0.2354644
12.6	14.7	13.65	1.48492	21.4	0.918145	0.920128	0.0239157	0.0235085	0.919137	0.00140222	0.94331	0.678077	0.675103	0.187872	0.138261	0.67659	0.00210311	0.783597	0.464583	0.546428	0.0846723	0.125882	0.505505	0.0578732	19	21.5	6.14636	4.64878	20.25	1.76777	26.8	0.049669	85.3848		2346	110426	84.5774833	167975	7.92001e-04	0.1470035
13.1	10.9	12	1.55563	20	0.911089	0.879359	0.0360963	0.0379859	0.895224	0.0224363	0.933959	0.627085	0.780627	0.238126	0.122553	0.703856	0.10857	0.709562	0.485261	0.387388	0.194064	0.143638	0.436324	0.0692066	24.3	13.5	15.1441	4.64878	18.9	7.63675	30.4	0.0830994	147.548		94133	37062	81.5950406	38792	1.02155e-04	0.2826223
19.6	21.6	20.6	1.41421	40.6	0.962903	0.958846	0.0100672	0.0226088	0.960875	0.00286878	0.979343	0.359147	0.342335	0.203791	0.182804	0.350741	0.0118879	0.282075	0.138296	0.150379	0.0868548	0.0855155	0.144337	0.00854389	85.6	83.9	73.841	51.8212	84.75	1.20208	185.7	0.0374167	15466		111677	173592	78.8769621	97470	5.67393e-04	0.1027451
16.6	14.1	15.35	1.76777	29.1	0.935887	0.906667	0.0225069	0.0436266	0.921277	0.020662	0.956377	0.586408	0.726832	0.136285	0.205418	0.65662	0.0992943	0.551332	0.325908	0.27445	0.138877	0.105123	0.300179	0.0363868	31.5	20.1	21.3086	8.30596	25.8	8.06102	60.6	0.0739403	1788.85		21321	13401	38.6626520	91231	6.10244e-04	0.1914832
13.7	12.9	13.3	0.565685	25.5	0.91754	0.905641	0.0295615	0.0198633	0.911591	0.00841407	0.950782	0.391117	0.689582	0.210262	0.226841	0.540349	0.211046	0.239644	0.133042	0.12103	0.0570608	0.0404496	0.127036	0.00849396	49.8	23.1	38.4095	20.1574	36.45	18.8798	115.1	0.0803801	7424.93		146619	41699	32.1759096	224513	7.87039e-04	0.1685633
20.9	23	21.95	1.48492	39.9	0.965524	0.961026	0.0127316	0.0148801	0.963275	0.00318096	0.977191	0.217465	0.347214	0.0953276	0.211692	0.282339	0.0917465	0.350181	0.183823	0.20543	0.0667488	0.0873999	0.194626	0.0152783	123.2	101.8	78.8977	76.7605	112.5	15.1321	134.4	0.0285497	590.693		126029	362	29.3268308	183976	7.46671e-04	0.2594133
22.6	25.8	24.2	2.26274	46	0.971573	0.969615	0.0199914	0.0110295	0.970594	0.00138395	0.982003	0.0930732	0.213741	0.0225127	0.0932542	0.153407	0.0853249	0.173373	0.0822649	0.100171	0.0189688	0.0463263	0.091218	0.0126616	263.3	143.1	106.539	64.6056	203.2	84.9942	292.9	0.0231568	11169.2		48247	80199	16.9779604	228314	5.04452e-04	0.1670230
7.5	25.2	16.35	12.5158	32.4	0.799194	0.968333	0.0714973	0.00846219	0.883763	0.1196	0.950978	0.659888	0.212708	0.336725	0.0870574	0.436298	0.316204	0.250642	0.0601909	0.192764	0.0287395	0.060449	0.126477	0.0937431	27.2	133.8	41.9968	47.3516	80.5	75.3776	142.2	0.113968	4514.95		149236	129626	63.8948705	241235	3.89747e-04	0.2275242
16	12.6	14.3	2.40416	27.4	0.94375	0.893333	0.0214307	0.041617	0.918542	0.03565	0.954069	0.522599	0.68069	0.183977	0.218393	0.601644	0.111787	0.342415	0.207855	0.162306	0.114662	0.0993592	0.18508	0.0322082	36.3	20.9	23.5186	14.5025	28.6	10.8894	90.8	0.077287	5240.31		115316	155445	77.7121297	66781	7.78174e-04	0.1726041
22	22.5	22.25	0.353553	43.5	0.970565	0.959744	0.00892578	0.0113099	0.965154	0.00765155	0.980947	0.221831	0.353399	0.115647	0.20344	0.287615	0.0930326	0.238617	0.121485	0.125777	0.0572366	0.0677843	0.123631	0.00303484	118.2	97	45.487	87.2926	107.6	14.9907	209.8	0.0328594	14392.9		9567	2084	25.8784136	56319	9.25229e-04	0.2943648
15.8	16.8	16.3	0.707107	31.3	0.928831	0.93	0.0345308	0.0164205	0.929415	0.000826859	0.962676	0.603551	0.642632	0.173651	0.151528	0.623092	0.0276347	0.460423	0.235468	0.25952	0.141826	0.141911	0.247494	0.0170074	28.9	26.4	15.488	6.67	27.65	1.76777	82.4	0.0665659	4270.81		198832	14033	1.5308951	230270	6.50719e-04	0.2334558
8.4	10.5	9.45	1.48492	16.4	0.856452	0.860385	0.0342518	0.0363848	0.858418	0.00278105	0.911307	0.790429	0.671044	0.200362	0.151006	0.730737	0.084418	0.675268	0.37959	0.450722	0.195305	0.174929	0.415156	0.0502983	10.5	15.7	4.22295	7.43938	13.1	3.67696	25.5	0.109112	227.192		33494	182051	22.9059929	211232	1.00134e-04	0.2763408
25	28.2	26.6	2.26274	50.3	0.983468	0.980385	0.00677398	0.00616482	0.981926	0.0021801	0.988732	0.108856	0.20653	0.0543385	0.170309	0.157693	0.0690659	0.173995	0.0853289	0.0987877	0.0463406	0.0574276	0.0920583	0.0095168	320.7	243.3	236.882	181.001	282	54.7301	398.1	0.0140033	35435		87526	65875	28.9514795	70195	5.86751e-04	0.1407836
21.4	11	16.2	7.35391	30.4	0.968347	0.889359	0.019269	0.0222308	0.928853	0.0558528	0.955321	0.381347	0.695932	0.12641	0.128143	0.538639	0.222445	0.427974	0.311067	0.158957	0.149113	0.0775237	0.235012	0.107558	60.8	15.4	20.8583	4.19524	38.1	32.1026	79.4	0.0627316	1971.67		82070	144635	94.9399065	66060	9.72825e-04	0.2583104
12.6	20.9	16.75	5.86899	30.2	0.894153	0.956923	0.0465435	0.017192	0.925538	0.044385	0.95892	0.620161	0.197227	0.295651	0.119786	0.408694	0.29906	0.263298	0.106976	0.1783	0.0667873	0.107395	0.142638	0.0504337	39.4	130.9	51.7198	57.5508	85.15	64.7003	147.7	0.060182	4944.47		69796	112095	98.6103769	110698	1.85186e-04	0.1102489
9.7	17	13.35	5.16188	24.6	0.848387	0.935897	0.0498745	0.0227501	0.892142	0.0618792	0.946088	0.836122	0.376367	0.112474	0.29491	0.606244	0.325096	0.399046	0.188504	0.272567	0.190618	0.191159	0.230535	0.059441	10.8	73.3	2.57337	44.2519	42.05	44.1942	82.9	0.0982396	2201.07		126039	66195	17.1796821	101948	9.13123e-04	0.2135373
9.8	22.6	16.2	9.05097	31.3	0.844153	0.963718	0.08032	0.00797326	0.903936	0.084545	0.956025	0.765591	0.376007	0.147633	0.25315	0.570799	0.275478	0.310329	0.0979717	0.228809	0.0619593	0.135325	0.16339	0.0925156	12	95.3	3.71184	67.6166	53.65	58.902	129.9	0.09027	7885.93		179562	83461	35.8574443	123559	4.78190e-04	0.1236047
14.4	22.7	18.55	5.86899	34.6	0.920565	0.964744	0.0328573	0.011148	0.942654	0.0312393	0.96964	0.598822	0.396206	0.147537	0.266037	0.497514	0.143271	0.364739	0.149788	0.247961	0.0915012	0.153294	0.198874	0.0694187	24.9	105.2	10.1811	99.5688	65.05	56.7807	140.6	0.0491401	7216.04		45590	170681	82.7740321	158786	2.94302e-04	0.2923948
17.7	24.2	20.95	4.59619	40	0.945161	0.96641	0.0202016	0.0117471	0.955786	0.0150253	0.9777	0.468575	0.268373	0.286752	0.208918	0.368474	0.141564	0.253516	0.111258	0.1566	0.0548433	0.0891638	0.133929	0.0320617	65.5	172	58.1975	149.744	118.75	75.3069	208.2	0.0414033	3981.22		2971	97471	2.3921171	222510	1.40093e-04	0.2731354
17.6	18.6	18.1	0.707107	32	0.950806	0.942564	0.020521	0.0175349	0.946685	0.00582822	0.966393	0.308912	0.430715	0.160085	0.230536	0.369813	0.0861279	0.448243	0.249891	0.258957	0.0877192	0.0758964	0.254424	0.00641075	65.3	57.3	22.6816	36.4876	61.3	5.65685	78.4	0.040845	950.259		68428	132736	89.8000399	176473	1.07960e-04	0.1088447
20.6	19.6	20.1	0.707107	39.4	0.966331	0.952949	0.016463	0.0121933	0.95964	0.00946245	0.978326	0.436963	0.475639	0.172877	0.231656	0.456301	0.0273478	0.280445	0.14607	0.139007	0.048091	0.0391783	0.142539	0.00499438	61.3	60.5	49.9712	60.1743	60.9	0.565685	151.5	0.0389292	9005.39		153926	150032	55.1747674	202961	4.66742e-04	0.2764251
21.6	14.3	17.95	5.16188	34.5	0.970161	0.914872	0.00703562	0.0318323	0.942517	0.0390956	0.965649	0.339092	0.725858	0.131767	0.174079	0.532475	0.273485	0.365617	0.23479	0.151934	0.099122	0.0709943	0.193362	0.0585882	72.4	20.1	32.3598	8.43867	46.25	36.9817	105.8	0.0529334	5178.79		130862	116845	50.1367763	181338	9.86480e-04	0.2157721
13.9	8.2	11.05	4.03051	20.4	0.920565	0.823846	0.0338058	0.0229992	0.872205	0.0683902	0.925039	0.643534	0.824801	0.123722	0.117637	0.734167	0.128175	0.513793	0.375971	0.223219	0.234789	0.135264	0.299595	0.108012	21.1	9.2	5.7436	2.34758	15.15	8.41457	48.2	0.118528	1864.3		37991	184598	69.9245449	41102	2.24151e-04	0.1208258
19.3	5.7	12.5	9.61665	22	0.965121	0.709359	0.00644951	0.0583863	0.83724	0.180851	0.89151	0.679582	0.907381	0.129711	0.139847	0.793481	0.161078	0.717124	0.632435	0.189856	0.104415	0.064163	0.411145	0.31295	28.6	5.5	7.98888	2.3214	17.05	16.3342	30.5	0.14326	115.801		90003	137060	66.2301026	95399	4.34836e-04	0.1100854
19.8	19.6	19.7	0.141421	36.5	0.957661	0.944487	0.0228297	0.0120275	0.951074	0.0093155	0.971479	0.19842	0.267783	0.161162	0.218661	0.233101	0.0490467	0.238339	0.126359	0.126983	0.0735346	0.0785617	0.126671	0.000441009	151.4	123.8	79.9447	85.178	137.6	19.5161	190	0.042565	5099.75		56417	176006	77.8964263	110674	9.41053e-04	0.1042688
19.8	21.1	20.45	0.919239	40.1	0.961492	0.957436	0.0133549	0.0183492	0.959464	0.00286805	0.977621	0.231483	0.447984	0.170787	0.242697	0.339734	0.15309	0.25237	0.128887	0.137935	0.0934989	0.0896541	0.133411	0.00639726	148.4	66.3	122.27	44.1665	107.35	58.0535	244.2	0.03687	55495.1		182718	62816	91.5706823	174326	5.07759e-04	0.2682702
19.8	22.3	21.05	1.76777	36.2	0.960685	0.964231	0.0161919	0.0107511	0.962458	0.0025069	0.975078	0.418905	0.437117	0.148582	0.175395	0.428011	0.0128777	0.482228	0.266332	0.307961	0.110712	0.141546	0.287147	0.0294357	56	62.4	32.18	36.6915	59.2	4.52548	86.6	0.0251112	1709.84		185700	60992	15.4202350	195134	5.10994e-04	0.1223523
18.9	11.8	15.35	5.02046	29.1	0.953629	0.876026	0.0221672	0.0515486	0.914827	0.0548739	0.948396	0.427879	0.677158	0.153266	0.256119	0.552518	0.176267	0.38061	0.264265	0.157289	0.150004	0.0970893	0.210777	0.0756436	53.8	23.2	34.6949	23.4511	38.5	21.6375	88.4	0.076943	3453.24		102495	65911	82.4853355	184960	5.55208e-04	0.2988241
22.7	25.4	24.05	1.90919	45.5	0.975403	0.967436	0.00920478	0.0180825	0.97142	0.00563375	0.983138	0.257763	0.21402	0.234354	0.219992	0.235892	0.030931	0.183096	0.0900405	0.102527	0.0710277	0.0865228	0.0962838	0.0088294	199	262.8	165.189	197.313	230.9	45.1134	374.6	0.0244243	9417.43		116831	92421	88.4583676	141373	7.64841e-04	0.2975000
21.4	15.8	18.6	3.9598	31	0.970565	0.917308	0.00917529	0.026676	0.943936	0.0376583	0.958725	0.475899	0.603375	0.138858	0.186839	0.539637	0.090139	0.579408	0.415802	0.298795	0.141157	0.0798966	0.357298	0.0827366	46.9	28.6	11.8551	12.946	37.75	12.9401	54.9	0.0364646	420.685		26222	91209	83.4355922	224806	4.04086e-04	0.2132280
11	15.8	13.4	3.39411	24.1	0.88004	0.924231	0.0448535	0.0200213	0.902136	0.0312474	0.945266	0.377633	0.360065	0.295589	0.136788	0.368849	0.0124223	0.391965	0.179335	0.258086	0.0643035	0.0818715	0.218711	0.0556856	47.1	51	30.1199	24.6757	49.05	2.75772	66.7	0.0822564	231.418		190735	69970	42.9959599	192661	3.14360e-04	0.2746433
11.7	14.8	13.25	2.19203	24.4	0.898589	0.919231	0.0462398	0.0203609	0.90891	0.0145961	0.94734	0.279971	0.267408	0.303184	0.207486	0.273689	0.00888303	0.24386	0.115442	0.147487	0.0507028	0.0699762	0.131464	0.0226595	87.1	85.4	63.385	54.4206	86.25	1.20208	121.6	0.0755573	2819.56		13418	172080	9.8206903	247362	6.09203e-04	0.1287651
15.1	14.3	14.7	0.565685	26	0.925605	0.909744	0.0284878	0.011923	0.917674	0.0112156	0.950548	0.427966	0.550038	0.169996	0.284066	0.489002	0.0863178	0.483355	0.292463	0.282079	0.130731	0.127399	0.287271	0.00734237	41.3	33.9	22.4898	20.8137	37.6	5.23259	59.7	0.0685355	971.306		104083	197581	80.0590662	57636	6.16757e-04	0.1769079
13	20.6	16.8	5.37401	32.9	0.910685	0.954744	0.0312055	0.0166727	0.932715	0.0311538	0.967488	0.685293	0.359174	0.18315	0.227944	0.522234	0.230601	0.33163	0.135246	0.208058	0.102285	0.138451	0.171652	0.0514863	19.7	101.9	7.83227	95.3513	60.8	58.1242	175.1	0.0644344	34609.6		183958	165207	4.5730716	225455	1.38612e-04	0.1736728
12.7	15.5	14.1	1.9799	27.3	0.910282	0.910897	0.0312807	0.0354276	0.91059	0.000434996	0.952387	0.602503	0.60185	0.248573	0.2725	0.602176	0.000461739	0.319451	0.1539	0.18169	0.106491	0.121424	0.167795	0.0196504	30.2	41.4	29.574	43.3287	35.8	7.9196	133.5	0.0838945	20066		13630	112848	88.3850069	63370	4.82945e-04	0.2159699
20.7	18.9	19.8	1.27279	36.3	0.968145	0.943205	0.011901	0.0134469	0.955675	0.0176353	0.972105	0.450017	0.614939	0.208601	0.153778	0.532478	0.116618	0.430918	0.254067	0.237608	0.120863	0.128388	0.245837	0.0116388	72.5	33.7	76.874	18.5356	53.1	27.4357	107.6	0.0360175	2603.73		154967	13720	20.6575510	62313	2.71336e-04	0.1625669
20	12.6	16.3	5.23259	31.3	0.961694	0.90359	0.0175247	0.0331895	0.932642	0.0410856	0.959077	0.350208	0.686998	0.142443	0.159926	0.518603	0.238146	0.411706	0.263136	0.167523	0.0704624	0.0529313	0.215329	0.0676084	67.3	18.3	33.0086	5.53875	42.8	34.6482	80.1	0.0600942	1067.76		118357	104913	52.8696729	177951	2.23087e-04	0.1242494
15.3	20.5	17.9	3.67696	35.3	0.935484	0.960385	0.0156746	0.0087466	0.947934	0.0176075	0.974374	0.570097	0.401258	0.225816	0.274043	0.485678	0.119387	0.233646	0.104406	0.135192	0.0716725	0.087587	0.119799	0.021769	33	99.7	21.9292	105.314	66.35	47.164	205.3	0.0499899	25474.7		14966	151624	41.6260053	248573	5.26882e-04	0.1740697
9.4	16.8	13.1	5.23259	25.6	0.865121	0.921795	0.0550702	0.0254695	0.893458	0.0400745	0.9491	0.747098	0.290426	0.230844	0.148764	0.518762	0.322916	0.354706	0.129235	0.233154	0.0546286	0.0987543	0.181194	0.0734817	15	71.9	13.9284	41.2727	43.45	40.2344	82.8	0.104504	1684.72		183970	113373	57.1980958	174355	5.16282e-04	0.2516047
22.9	21.6	22.25	0.919239	40.7	0.974798	0.959487	0.00897876	0.0104014	0.967143	0.0108267	0.979421	0.173133	0.397923	0.0720208	0.288406	0.285528	0.15895	0.250328	0.141736	0.137768	0.0584814	0.0665109	0.139752	0.00280547	156	102.7	71.1243	81.5844	129.35	37.6888	188.4	0.0264627	7350.01		158304	177115	14.3115203	84414	5.99310e-04	0.2850686
20	14.4	17.2	3.9598	32.8	0.964315	0.903077	0.0129288	0.0362226	0.933696	0.0433015	0.960955	0.508943	0.636911	0.207227	0.171495	0.572927	0.0904871	0.49719	0.303118	0.224355	0.0982179	0.0793845	0.263736	0.0556937	48.1	22.9	31.0964	6.34998	35.5	17.8191	75.3	0.0619395	2572.72		56398	108505	33.1751511	119124	8.66363e-04	0.1889070
14.3	22.7	18.5	5.9397	35.6	0.920363	0.965513	0.0284211	0.00901395	0.942938	0.0319258	0.971479	0.557392	0.445213	0.193551	0.214761	0.501302	0.0793226	0.392996	0.159222	0.251966	0.0724279	0.109006	0.205594	0.0655797	28.2	68.7	12.1271	50.8572	48.45	28.6378	112.2	0.0519782	7855.64		13984	152459	57.1744784	206554	7.03665e-04	0.1407651
10.8	3.6	7.2	5.09117	13.6	0.890524	0.457179	0.0323566	0.219767	0.673852	0.306421	0.807707	0.70099	0.844048	0.168772	0.186166	0.772519	0.101157	0.549715	0.445403	0.15699	0.208006	0.103694	0.301197	0.203938	15	3.7	4.52155	2.49666	9.35	7.99031	30.9	0.327946	939.26		92998	70684	25.4086449	110912	4.85539e-04	0.1569757
9.6	27.5	18.55	12.6572	37	0.833871	0.976026	0.0722763	0.0156208	0.904948	0.100519	0.960407	0.625424	0.159969	0.180001	0.0948178	0.392697	0.329127	0.175458	0.0468135	0.129675	0.0287851	0.0683534	0.0882442	0.0585919	15.8	241.4	6.16081	143.36	128.6	159.523	284.6	0.0938106	41833.4		115431	36514	42.1050932	164449	6.54172e-04	0.2000304
19.2	19	19.1	0.141421	35.1	0.9625	0.941282	0.00997707	0.0262311	0.951891	0.0150034	0.970266	0.512541	0.606384	0.133579	0.142832	0.559463	0.0663569	0.546411	0.30762	0.298606	0.113687	0.100815	0.303113	0.00637443	40.1	32.5	16.5493	10.9671	36.3	5.37401	68.4	0.0395171	1469.62		59713	46562	73.6476146	202336	3.82892e-04	0.2491678
