K_1	K_2	mean_K	sd_K	tot_K	H_1	H_2	Hsd_1	Hsd_2	mean_H	sd_H	tot_H	GW_1	GW_2	GWsd_1	GWsd_2	mean_GW	sd_GW	tot_GW	NGW_1	NGW_2	NGWsd_1	NGWsd_2	mean_NGW	sd_NGW	R_1	R_2	Rsd_1	Rsd_2	mean_R	sd_R	tot_R	FST_2_1	DMUSQ_2_1		NPOP1	NPOP2	RSANC	Nem	T2	T1	MUTRATE	GEOM	MIG21
19.5	18.8	19.15	0.494975	29.3	0.963105	0.937692	0.0108385	0.021335	0.950399	0.0179694	0.954695	0.267055	0.346931	0.127859	0.217558	0.306993	0.0564802	0.389384	0.261301	0.25486	0.126326	0.129425	0.25808	0.00455438	93.4	73	55.3819	47.1522	83.2	14.425	94.7	0.0119518	155.482		99894	157538	39.2010258	5.8297101	21934	116541	7.20651e-04	0.1798175	3.70051e-05
13.9	22.3	18.1	5.9397	32.1	0.91754	0.958205	0.0241459	0.0157274	0.937873	0.0287544	0.964006	0.228664	0.303369	0.216437	0.182179	0.266017	0.0528243	0.297928	0.127793	0.210215	0.0450196	0.0853865	0.169004	0.0582808	103	99.2	66.1648	65.3976	101.1	2.68701	129.2	0.0481353	2476.8		157800	178384	25.1469610	6.3198881	31022	228139	8.72710e-04	0.1514352	3.54286e-05
13.4	13.5	13.45	0.0707107	19.8	0.913105	0.906667	0.0360963	0.0303377	0.909886	0.00455248	0.930712	0.434908	0.75128	0.236396	0.237337	0.593094	0.223709	0.550172	0.38561	0.408247	0.185569	0.253295	0.396928	0.0160071	40.1	21.1	26.3921	16.2101	30.6	13.435	43.7	0.0444635	209.883		28764	418	24.0602497	8.1816279	105343	17028	9.87886e-04	0.1302504	0.0195733
14.8	21.3	18.05	4.59619	29.4	0.925403	0.955897	0.0366864	0.0105236	0.94065	0.0215627	0.960329	0.443912	0.391598	0.295176	0.27348	0.417755	0.0369917	0.444062	0.242533	0.350133	0.188332	0.28142	0.296333	0.0760841	77	106.3	87.6673	96.8631	91.65	20.7182	127.8	0.0366134	8378.73		30004	95961	88.6353529	8.5504999	86081	173508	2.33667e-04	0.1538853	8.91039e-05
15.9	16	15.95	0.0707107	22.5	0.934879	0.927564	0.029814	0.0151484	0.931222	0.00517244	0.938928	0.399784	0.617561	0.195661	0.316315	0.508672	0.153991	0.55064	0.388156	0.418341	0.186393	0.235462	0.403249	0.0213443	55.4	44	47.7172	50.4997	49.7	8.06102	56.2	0.017131	27.3312		150489	193815	9.9073119	4.2497926	105748	48778	1.72072e-04	0.2832699	2.19271e-05
18.6	16.8	17.7	1.27279	24.9	0.953629	0.930256	0.0190557	0.0278939	0.941943	0.0165269	0.94687	0.582445	0.617497	0.166644	0.139124	0.599971	0.0247859	0.745867	0.561633	0.511184	0.142253	0.142427	0.536408	0.0356728	33.4	27.9	10.7103	9.30293	30.65	3.88909	34.2	0.0131216	5.81383		12491	168701	27.5482375	2.5942141	48431	151963	8.99500e-04	0.2846080	1.53776e-05
20.4	22.8	21.6	1.69706	37.4	0.964516	0.959744	0.0104199	0.0152678	0.96213	0.00337469	0.974139	0.206516	0.228877	0.0832865	0.135315	0.217696	0.015812	0.321767	0.178974	0.196959	0.0754203	0.0877662	0.187967	0.0127169	114.8	127.2	49.7969	64.4615	121	8.76812	134.5	0.0248645	1097.63		6328	120097	68.4367549	4.7536974	49229	118804	4.84238e-04	0.1459592	3.95821e-05
19.2	19.3	19.25	0.0707107	30.2	0.960887	0.940385	0.0102451	0.0247144	0.950636	0.0144974	0.960837	0.292142	0.565346	0.107992	0.228556	0.428744	0.193184	0.436237	0.281374	0.277556	0.0966396	0.0820556	0.279465	0.00269998	73	45	29.0861	38.1168	59	19.799	75.6	0.0233604	97.0688		7148	84525	48.5273251	7.4991516	77575	123625	3.87107e-04	0.2745098	8.87211e-05
1.5	21.9	11.7	14.425	22.9	0.1625	0.958846	0.196253	0.0112977	0.560673	0.563102	0.815806	0.866667	0.119797	0.298142	0.0450533	0.493232	0.528117	0.123314	0.008055	0.117905	0.00422857	0.0459376	0.0629799	0.0776755	1.8	206	1.78885	74.7202	103.9	144.391	210.8	0.408478	4641.85		165992	81517	35.7837680	9.8823375	65747	62678	4.31958e-04	0.1440707	1.21230e-04
13.7	17.8	15.75	2.89914	22.3	0.9125	0.937179	0.0315674	0.0260999	0.92484	0.017451	0.945188	0.481258	0.651277	0.20193	0.256962	0.566267	0.120222	0.685674	0.420857	0.54372	0.174614	0.227084	0.482289	0.086877	47.1	44.8	61.0673	62.6734	45.95	1.62635	50.4	0.0392259	45.152		194090	127946	13.4958911	3.6736723	84378	127830	7.51888e-04	0.2839608	2.87127e-05
21.7	18	19.85	2.6163	31.5	0.971169	0.939359	0.0129984	0.0181516	0.955264	0.0224933	0.96385	0.254139	0.701134	0.123752	0.154959	0.477636	0.316073	0.376836	0.25019	0.225012	0.123457	0.157887	0.237601	0.0178038	109.7	25.8	64.936	7.42069	67.75	59.3263	111.1	0.0213239	1560.09		88913	92833	37.0907205	9.3852062	9309	163504	9.55377e-04	0.2759555	1.01098e-04
21.1	15	18.05	4.31335	32.4	0.968548	0.919359	0.0103765	0.0195131	0.943954	0.0347822	0.96385	0.300407	0.629796	0.127795	0.141895	0.465102	0.232913	0.418932	0.275356	0.201059	0.115537	0.100152	0.238208	0.0525355	86.8	24.4	48.1867	9.05784	55.6	44.1235	93.4	0.045964	3748.26		27922	138206	6.8659152	8.5764438	83721	207341	5.92756e-04	0.2683271	6.20555e-05
23.7	23.1	23.4	0.424264	38.6	0.978629	0.96641	0.00555808	0.0088576	0.97252	0.00863998	0.977465	0.131748	0.293	0.0622018	0.209654	0.212374	0.114023	0.201199	0.12556	0.122216	0.056298	0.0575977	0.123888	0.00236465	225.7	141.1	113.007	120.354	183.4	59.8212	231.9	0.0114629	5489.85		174610	127077	12.6129088	0.1975260	116642	94252	2.78848e-04	0.1222705	1.55438e-06
7.7	23.9	15.8	11.4551	27.8	0.762097	0.966282	0.10455	0.0130191	0.864189	0.144381	0.933216	0.502006	0.30038	0.42526	0.222505	0.401193	0.142571	0.341699	0.102543	0.295965	0.0952484	0.222837	0.199254	0.13677	63.5	126.8	83.7314	83.6259	95.15	44.7599	128.3	0.115649	2758.03		31283	44108	10.5934748	4.5489078	50245	193228	3.51439e-04	0.1310962	1.03131e-04
17.3	15.7	16.5	1.13137	24.1	0.950202	0.928205	0.0111263	0.0269061	0.939203	0.0155539	0.944836	0.58585	0.570972	0.109132	0.213078	0.578411	0.0105203	0.673735	0.492984	0.437392	0.155322	0.150259	0.465188	0.0393094	29.5	38.1	6.58702	42.4197	33.8	6.08112	44.4	0.0144551	125.046		56703	158796	68.2481108	7.6269666	103141	122410	3.92538e-04	0.2976488	4.80300e-05
10.8	13.5	12.15	1.90919	17.2	0.883871	0.907692	0.043721	0.0378682	0.895782	0.0168442	0.91964	0.583058	0.683398	0.218683	0.209312	0.633228	0.070951	0.746224	0.496354	0.587696	0.190695	0.183366	0.542025	0.0645887	21.4	22.4	11.9369	13.7695	21.9	0.707107	24.7	0.0476867	7.9987		106906	144426	86.3115249	5.0599616	39771	247957	1.19470e-04	0.2718171	3.50350e-05
20.8	22.3	21.55	1.06066	34	0.966532	0.962308	0.0110918	0.0202548	0.96442	0.00298722	0.967919	0.191259	0.314805	0.174583	0.222591	0.253032	0.0873605	0.291009	0.184802	0.196542	0.166487	0.166961	0.190672	0.00830098	160.4	118.7	79.7276	88.476	139.55	29.4864	164.9	0.00768635	462.273		96763	182796	26.3001911	2.2000643	13818	237851	6.76384e-04	0.1577620	1.20356e-05
12.4	22.6	17.5	7.21249	31.4	0.897379	0.959872	0.0386112	0.0199262	0.928625	0.0441891	0.960172	0.312289	0.382303	0.30613	0.147805	0.347296	0.0495074	0.291605	0.118408	0.214436	0.0607519	0.118432	0.166422	0.0679019	80	67.5	50.7258	29.4401	73.75	8.83883	146.6	0.0565391	22298.3		36229	115322	25.7094851	3.1112737	103645	115194	5.99262e-04	0.1301875	2.69790e-05
10	26.5	18.25	11.6673	34.5	0.85	0.976923	0.0523607	0.00704804	0.913462	0.0897482	0.960055	0.143715	0.109354	0.105848	0.0387579	0.126535	0.0242965	0.135741	0.0388789	0.104879	0.011113	0.0331828	0.0718792	0.0466694	120	264.2	84.3037	88.5134	192.1	101.965	272.2	0.0786152	7661.96		31399	69212	99.4657267	1.6364762	64016	138918	8.38002e-04	0.1027810	2.36444e-05
18.6	18.1	18.35	0.353553	31.9	0.958266	0.932308	0.0106281	0.0352806	0.945287	0.0183554	0.962754	0.121643	0.208311	0.0705722	0.21843	0.164977	0.0612832	0.199266	0.11682	0.113037	0.0642479	0.0635714	0.114928	0.00267471	198.4	167.2	108.814	124.548	182.8	22.0617	202.4	0.0385498	1446.04		30414	42341	75.7632997	7.1318927	33470	61828	5.23833e-04	0.2734375	1.68439e-04
19.1	17.5	18.3	1.13137	25.9	0.963911	0.937179	0.00898881	0.0241368	0.950545	0.0189022	0.954382	0.396358	0.568352	0.187128	0.262946	0.482355	0.121618	0.504854	0.3782	0.345612	0.175136	0.162394	0.361906	0.0230436	67.3	51.6	60.8898	65.1566	59.45	11.1016	69.4	0.0111607	83.4923		7978	105775	19.9286573	0.9051852	117991	204649	6.40671e-04	0.1264444	8.55765e-06
18.3	25.5	21.9	5.09117	38.2	0.955645	0.971154	0.0196852	0.00995369	0.9634	0.0109663	0.975939	0.237455	0.42484	0.151438	0.202131	0.331147	0.132501	0.35132	0.173294	0.231483	0.105072	0.106941	0.202388	0.0411458	102.6	82	51.069	58.9086	92.3	14.5664	129.1	0.0235633	2234.31		127496	67352	76.8252988	6.6145955	122239	192341	2.51418e-04	0.2040793	9.82093e-05
14.5	26.2	20.35	8.27315	36.4	0.909274	0.975256	0.040345	0.00797326	0.942265	0.0466565	0.970149	0.209728	0.326001	0.162878	0.143957	0.267865	0.0822176	0.375539	0.154883	0.268757	0.090561	0.119027	0.21182	0.0805212	102.2	95.7	53.3662	43.8838	98.95	4.59619	115.6	0.0484321	3047.42		114112	130367	74.8807815	6.0450324	90609	193580	4.49344e-04	0.2232739	4.63693e-05
21.7	25.4	23.55	2.6163	38.5	0.971976	0.971923	0.0106874	0.00923413	0.971949	3.72854e-05	0.975861	0.198685	0.267397	0.172652	0.203984	0.233041	0.0485868	0.290534	0.166128	0.184948	0.130865	0.137641	0.175538	0.0133075	238.6	187.5	194.869	174.111	213.05	36.1332	247.5	0.0079778	1463.66		174917	146751	2.2421924	0.1950685	1039	205457	7.19258e-04	0.1097035	1.32925e-06
17.7	17.4	17.55	0.212132	28.8	0.947177	0.937051	0.021585	0.0148832	0.942114	0.00716026	0.955751	0.194832	0.551287	0.0868795	0.315569	0.373059	0.252052	0.303051	0.191141	0.183862	0.087095	0.0820381	0.187501	0.0051473	108.2	55.1	49.9862	57.1731	81.65	37.5474	110.6	0.0292668	3301.59		187825	183992	54.3494428	1.6768614	60411	196342	9.84426e-04	0.2272362	9.11377e-06
22.3	25	23.65	1.90919	39.3	0.968145	0.970256	0.013299	0.0109422	0.969201	0.00149288	0.976174	0.132193	0.205656	0.118297	0.160603	0.168925	0.0519461	0.215535	0.126123	0.1411	0.118036	0.123685	0.133612	0.01059	332.7	292.3	400.234	416.594	312.5	28.5671	341	0.0139197	29654.6		155100	68663	41.5592598	9.0728809	103894	11420	6.63171e-04	0.2070554	1.32136e-04
20.6	21.6	21.1	0.707107	37.2	0.959274	0.951795	0.0176991	0.0209898	0.955535	0.00528868	0.969014	0.117666	0.157311	0.0527781	0.0936093	0.137489	0.0280331	0.202785	0.112352	0.120096	0.0436183	0.0535521	0.116224	0.00547636	204.7	169.6	88.7857	78.1241	187.15	24.8194	208.7	0.0282542	972.879		67423	4851	69.2025502	2.4784125	30049	162274	2.61211e-04	0.2981791	5.10908e-04
20.5	21.1	20.8	0.424264	35.1	0.965121	0.951667	0.0155022	0.0229822	0.958394	0.00951363	0.968701	0.216795	0.331119	0.0834011	0.200789	0.273957	0.080839	0.357538	0.21116	0.213767	0.0842195	0.0731605	0.212463	0.00184367	107.4	87	52.2966	55.1503	97.2	14.425	110.8	0.0225749	1219.5		117949	55784	54.7842706	7.7630414	42031	203844	2.34574e-04	0.1002240	1.39163e-04
22.6	24.3	23.45	1.20208	37.1	0.975	0.969487	0.00318069	0.00854273	0.972244	0.00389815	0.974844	0.279415	0.33968	0.217306	0.209976	0.309547	0.042614	0.402675	0.265447	0.268735	0.208132	0.185414	0.267091	0.00232518	149.5	115.1	121.656	96.6879	132.3	24.3245	157.5	0.00595322	285.685		112251	85064	24.7171666	0.7071225	117299	30640	9.05186e-04	0.1070138	8.31283e-06
14.2	18.4	16.3	2.96985	29.6	0.917742	0.943333	0.0200895	0.0176801	0.930538	0.0180959	0.962167	0.27726	0.409185	0.2521	0.270502	0.343223	0.0932845	0.275088	0.133051	0.174349	0.0861632	0.119572	0.1537	0.0292018	91.8	100.3	59.9589	135.327	96.05	6.01041	160.3	0.0607117	17358.4		63043	144985	91.2833725	4.7694301	66862	184765	4.93521e-04	0.2767263	3.28960e-05
9.6	18.6	14.1	6.36396	23.4	0.813306	0.948077	0.109046	0.0121062	0.880692	0.0952971	0.935407	0.366237	0.500464	0.254701	0.183334	0.433351	0.0949132	0.517285	0.220921	0.423189	0.102822	0.181321	0.322055	0.143025	43.6	46.6	32.8133	32.5651	45.1	2.12132	55.9	0.0955753	870.573		28901	148601	47.2546672	2.3131746	60815	218171	9.09092e-04	0.2875955	1.55663e-05
17.5	22.4	19.95	3.46482	35.5	0.949395	0.962308	0.0199009	0.0115337	0.955851	0.00913054	0.973474	0.353338	0.533737	0.193693	0.199233	0.443537	0.127561	0.49482	0.240181	0.320707	0.0916097	0.132383	0.280444	0.0569404	67.7	51.9	47.3452	35.4101	59.8	11.1723	82.6	0.0340471	864.627		71840	23689	92.1263636	4.1231980	105892	215033	7.67377e-04	0.2480640	1.74055e-04
20.1	23.6	21.85	2.47487	36.4	0.961492	0.969103	0.0166918	0.00663289	0.965297	0.00538153	0.974687	0.232694	0.451945	0.178758	0.295815	0.342319	0.155034	0.361357	0.202149	0.253136	0.160654	0.2293	0.227642	0.0360534	131.1	102.3	78.2325	99.2304	116.7	20.3647	166.4	0.0181796	3225.25		5719	138074	99.4537817	3.5419244	63942	221670	1.88228e-04	0.1906311	2.56524e-05
16.8	16.1	16.45	0.494975	22.3	0.945968	0.931795	0.0201568	0.0132933	0.938881	0.0100217	0.946322	0.494599	0.65164	0.175996	0.218349	0.57312	0.111045	0.63159	0.482857	0.461171	0.1797	0.163934	0.472014	0.015334	39.7	28.7	23.7349	19.511	34.2	7.77817	40.5	0.0172607	16.3823		175949	189772	77.5971589	0.0864909	20456	76608	1.82714e-04	0.2303132	4.55762e-07
20.1	19.8	19.95	0.212132	32.7	0.962298	0.949744	0.0145711	0.0167574	0.956021	0.00887758	0.96651	0.292177	0.349419	0.230051	0.242147	0.320798	0.0404766	0.415478	0.248819	0.274745	0.174506	0.229602	0.261782	0.018332	123.4	99.8	89.4107	75.1366	111.6	16.6877	131.9	0.022889	1308.74		183943	85934	85.5241852	9.2346449	121047	72348	3.33631e-04	0.2641438	1.07462e-04
10.6	24.6	17.6	9.89949	31.2	0.86996	0.966026	0.0359056	0.0124776	0.917993	0.0679289	0.956455	0.410254	0.407548	0.274768	0.213323	0.408901	0.00191314	0.475238	0.163535	0.390947	0.0930656	0.226314	0.277241	0.160804	46.4	77.1	43.8462	42.7823	61.75	21.7082	86	0.0665539	1927.29		79444	111284	7.7010872	5.8426189	76465	1992	9.43334e-04	0.2723443	5.25019e-05
23	30.6	26.8	5.37401	48.8	0.975	0.984872	0.00835066	0.0047125	0.979936	0.00698041	0.98615	0.140295	0.161344	0.0433251	0.0714325	0.15082	0.0148834	0.245875	0.115274	0.156214	0.0455074	0.0676785	0.135744	0.0289488	184.7	231.5	83.824	113.036	208.1	33.0926	235.8	0.0113763	1285.1		169035	192785	70.1442221	5.2602759	72052	32702	8.12555e-04	0.1985026	2.72857e-05
8.2	12.4	10.3	2.96985	14.6	0.799395	0.889615	0.0798926	0.0415144	0.844505	0.0637953	0.892254	0.478979	0.695251	0.281861	0.234752	0.587115	0.152927	0.651891	0.394637	0.575819	0.250829	0.271768	0.485228	0.128115	29.4	22.1	32.7217	19.5531	25.75	5.16188	32.4	0.0909932	154.362		164658	8622	37.6767490	5.6269801	113050	152399	7.10549e-04	0.2076330	6.52630e-04
13.4	14.6	14	0.848528	19.2	0.917339	0.913846	0.0242495	0.0295262	0.915592	0.00246961	0.927778	0.422384	0.570355	0.225003	0.272745	0.49637	0.104631	0.584433	0.411754	0.44849	0.214635	0.227646	0.430122	0.0259757	42	35.1	26.6375	25.5449	38.55	4.87904	42.9	0.0263063	33.1349		144244	73060	33.6837896	2.6287389	31165	183390	8.22954e-04	0.1332778	3.59805e-05
16.6	19.4	18	1.9799	29.3	0.944153	0.947692	0.0218605	0.0213059	0.945923	0.00250251	0.958412	0.31775	0.463645	0.214625	0.293766	0.390698	0.103163	0.465391	0.268917	0.320106	0.177115	0.198582	0.294511	0.0361964	90.6	71.2	76.7568	62.0963	80.9	13.7179	97.3	0.0252764	944.046		169038	6221	65.3331503	9.8517226	38894	241805	6.95285e-04	0.1774350	0.0015836
17.1	16	16.55	0.777817	22.8	0.944355	0.924359	0.0153308	0.0375388	0.934357	0.0141392	0.940493	0.584537	0.637095	0.128277	0.189393	0.610816	0.037164	0.721896	0.541042	0.518298	0.0990472	0.16843	0.52967	0.0160824	29.9	25.7	9.26703	7.4692	27.8	2.96985	31.9	0.0153359	19.868		25214	146649	63.2773902	6.0037083	50322	120576	9.75861e-04	0.1763027	4.09393e-05
19.5	24.3	21.9	3.39411	35.1	0.960887	0.968974	0.0180878	0.00828222	0.964931	0.00571856	0.9732	0.388632	0.518164	0.110481	0.146611	0.453398	0.091593	0.599255	0.336825	0.41769	0.0906845	0.103967	0.377257	0.0571805	52.4	49.8	14.3542	16.1713	51.1	1.83848	59.9	0.0158927	72.9687		141690	98073	58.7695486	7.0558575	5179	131507	1.15693e-04	0.1461068	7.19450e-05
20	22.8	21.4	1.9799	35.6	0.961895	0.96141	0.0115408	0.0128837	0.961653	0.00034288	0.97097	0.134405	0.182882	0.070154	0.116136	0.158643	0.0342779	0.22734	0.128022	0.145937	0.0698032	0.0789092	0.136979	0.0126682	188.1	177.2	97.9982	110.933	182.65	7.70746	205	0.0190366	537.319		142245	9188	93.1304589	6.2627678	87201	242454	2.80264e-04	0.1915853	6.81625e-04
18.6	14.4	16.5	2.96985	25.3	0.952218	0.909231	0.0184304	0.0405186	0.930724	0.0303964	0.940649	0.339498	0.421986	0.209532	0.313797	0.380742	0.0583281	0.433507	0.333066	0.251216	0.204716	0.158096	0.292141	0.0578763	75.4	58.5	44.1819	50.5904	66.95	11.9501	76.4	0.0259441	167.795		167671	193608	89.3680302	9.7575027	91115	77355	5.67401e-04	0.1883378	5.03982e-05
16.8	17.3	17.05	0.353553	29.5	0.942742	0.928718	0.020521	0.02368	0.93573	0.00991646	0.955164	0.189796	0.21864	0.160345	0.108007	0.204218	0.0203965	0.259315	0.151771	0.157971	0.101063	0.108174	0.154871	0.00438402	121.4	92.4	66.8983	36.1546	106.9	20.5061	136.6	0.0414301	728.094		66932	177217	97.5396130	1.9885465	71159	38089	5.68655e-04	0.1981096	1.12210e-05
11.8	15.7	13.75	2.75772	23.2	0.899798	0.931538	0.0198691	0.0153989	0.915668	0.0224436	0.945775	0.230737	0.620414	0.115992	0.25966	0.425576	0.275543	0.411478	0.212523	0.276476	0.113691	0.130546	0.244499	0.0452215	70.1	38.4	49.8051	42.3798	54.25	22.4153	76.1	0.058006	754.482		130815	58212	33.2232782	6.2252236	4620	208366	9.69486e-04	0.1774382	1.06941e-04
17.8	21.8	19.8	2.82843	31.8	0.951411	0.960385	0.0147681	0.0159379	0.955898	0.0063451	0.965962	0.36881	0.456728	0.244882	0.209382	0.412769	0.0621674	0.510152	0.30695	0.359887	0.164996	0.169227	0.333418	0.0374325	72.8	63.3	52.3318	46.1183	68.05	6.71751	78.1	0.019553	218.515		38549	137022	9.2505302	3.3492125	29890	88001	8.81056e-04	0.2367888	2.44429e-05
22.4	25.4	23.9	2.12132	41	0.973992	0.972949	0.00938216	0.0075352	0.97347	0.000737666	0.980203	0.153415	0.176976	0.092317	0.0701895	0.165196	0.0166604	0.250876	0.13805	0.157048	0.0609476	0.0685992	0.147549	0.0134332	190.9	170.6	104.575	82.6911	180.75	14.3543	197	0.0137432	1795.28		79817	149300	62.5334400	2.0341025	114180	205205	8.74707e-04	0.1435513	1.36243e-05
8.4	17.7	13.05	6.57609	22.1	0.830645	0.938077	0.0537802	0.0202534	0.884361	0.0759657	0.937637	0.447683	0.552045	0.183588	0.185551	0.499864	0.073795	0.631466	0.254666	0.498917	0.125503	0.128137	0.376791	0.172711	21.6	36	13.335	19.0671	28.8	10.1823	38.1	0.0955962	87.4909		167258	59385	37.4617964	4.1824178	61280	45993	3.37995e-04	0.1647782	7.04289e-05
22.9	22.1	22.5	0.565685	35.8	0.978024	0.958718	0.00852462	0.0169739	0.968371	0.0136516	0.971831	0.153334	0.205346	0.0636015	0.133381	0.17934	0.036778	0.235786	0.15237	0.147319	0.0641929	0.065576	0.149844	0.00357189	177.7	145.7	88.0657	90.0433	161.7	22.6274	179.7	0.00933243	548.734		170638	49331	53.5107866	3.6257637	91439	212071	6.31077e-04	0.1308666	7.34987e-05
16.3	16.2	16.25	0.0707107	23.6	0.942339	0.933205	0.0206088	0.021567	0.937772	0.00645842	0.946518	0.442679	0.603251	0.298337	0.265542	0.522965	0.113542	0.544062	0.394977	0.393836	0.256649	0.255548	0.394407	0.000807224	56.5	33.5	38.3732	20.3702	45	16.2635	59.4	0.0193637	28.9631		113891	29525	35.1437702	5.2542195	49566	174628	6.22813e-04	0.1233144	1.77958e-04
12.4	13.9	13.15	1.06066	18.2	0.910887	0.905897	0.0232181	0.0217168	0.908392	0.00352822	0.922261	0.503303	0.582185	0.260041	0.276589	0.542744	0.0557774	0.636051	0.451287	0.485043	0.237519	0.205079	0.468165	0.0238687	33.9	32.4	25.1195	24.856	33.15	1.06066	36.5	0.0301848	87.5872		10059	135791	82.4957785	1.5083215	82848	84188	3.03498e-04	0.1660025	1.11077e-05
27.4	27.5	27.45	0.0707107	49	0.989315	0.97641	0.00546384	0.00631554	0.982862	0.00912469	0.985915	0.139269	0.150175	0.0553993	0.0591873	0.144722	0.00771136	0.232364	0.128092	0.131714	0.0462988	0.0560646	0.129903	0.00256084	224.2	202.7	82.2433	60.8916	213.45	15.2028	237.2	0.00764796	525.968		87573	17148	8.8754262	6.7371275	12859	29451	8.17395e-04	0.1076023	3.92881e-04
11.1	8.2	9.65	2.05061	12.1	0.878427	0.822179	0.031765	0.0414334	0.850303	0.0397733	0.856182	0.857867	0.793939	0.125374	0.150154	0.825903	0.0452035	0.880832	0.80401	0.60759	0.115355	0.163915	0.7058	0.13889	12.3	9.7	3.40098	2.98329	11	1.83848	13.1	0.0209837	1.34879		23230	188885	98.4082177	7.1316964	119499	42331	1.92737e-04	0.1564428	3.77568e-05
17.3	14.6	15.95	1.90919	21.5	0.955242	0.912436	0.00628998	0.0272571	0.933839	0.0302684	0.938772	0.590732	0.647537	0.218064	0.177939	0.619135	0.0401668	0.664628	0.5424	0.453642	0.179344	0.150945	0.498021	0.062761	34	23.8	18.1475	10.315	28.9	7.21249	35.7	0.0155732	9.24335		139340	189237	37.9169468	7.6265083	19871	131007	9.92483e-04	0.2012392	4.03014e-05
10	7.5	8.75	1.76777	10.7	0.869758	0.731282	0.0331992	0.121082	0.80052	0.0979173	0.806768	0.832848	0.714871	0.0701719	0.157603	0.77386	0.0834228	0.843214	0.793869	0.605734	0.122207	0.16455	0.699802	0.133031	11.1	9.8	2.37814	2.48551	10.45	0.919239	11.8	0.0344485	0.327895		171811	57812	33.1011158	8.1617539	10318	36657	5.74107e-04	0.2630218	1.41178e-04
21.5	21.9	21.7	0.282843	35.5	0.968952	0.959615	0.00997707	0.0155763	0.964283	0.00660171	0.97054	0.138406	0.248635	0.0633953	0.234111	0.193521	0.0779439	0.22213	0.137336	0.134566	0.0633158	0.0629329	0.135951	0.0019586	203.2	171.9	128.27	148.822	187.55	22.1324	205.6	0.0138734	1819.77		26200	118090	37.9067931	0.1825963	111551	105189	1.46163e-04	0.1574057	1.54625e-06
17.3	13.5	15.4	2.68701	26.4	0.947379	0.91359	0.0207018	0.0256638	0.930484	0.0238926	0.954304	0.220568	0.478457	0.119804	0.342483	0.349512	0.182355	0.280889	0.183052	0.144412	0.0716182	0.0560477	0.163732	0.0273227	95.9	49.8	43.5315	36.9739	72.85	32.5976	103.7	0.0524704	1057.4		90184	80984	14.7679641	6.3345745	67572	14217	2.12432e-04	0.2087256	7.82201e-05
24	23.5	23.75	0.353553	39.7	0.977823	0.963077	0.0127157	0.0168009	0.97045	0.0104268	0.974178	0.183576	0.266516	0.131761	0.204114	0.225046	0.0586477	0.267466	0.17228	0.15842	0.127532	0.0889481	0.16535	0.00980025	179.1	145.9	92.9557	105.179	162.5	23.4759	186.2	0.00932656	1819.72		163980	107261	82.0585324	8.4637894	31942	19869	8.22904e-04	0.2244960	7.89084e-05
21.3	22.2	21.75	0.636396	42.9	0.969556	0.961667	0.010474	0.0108525	0.965612	0.00557892	0.981808	0.400281	0.331579	0.294833	0.199109	0.36593	0.0485795	0.192817	0.0929779	0.101612	0.0506106	0.0611494	0.0972951	0.00610539	126.6	160.8	136.354	221.176	143.7	24.1831	313.7	0.0332948	42975.7		190947	99569	29.5938503	0.8409177	28262	94086	9.88047e-04	0.2657368	8.44558e-06
20	22.8	21.4	1.9799	33.7	0.966129	0.964359	0.0106174	0.0141581	0.965244	0.00125162	0.971557	0.390084	0.435744	0.145492	0.134677	0.412914	0.0322863	0.565991	0.343252	0.379779	0.124731	0.116137	0.361516	0.0258286	59.6	58.4	28.6636	25.988	59	0.848528	65.8	0.0130973	155.734		98800	115929	56.6748170	3.2260492	78676	11542	2.41560e-04	0.1305846	2.78278e-05
17.6	22.7	20.15	3.60624	33.5	0.951411	0.965128	0.0156876	0.00714583	0.95827	0.00969932	0.970657	0.173072	0.245957	0.133772	0.16791	0.209515	0.0515373	0.254413	0.130487	0.177609	0.0714365	0.114892	0.154048	0.0333201	149.5	135.3	75.4398	80.1943	142.4	10.0409	166.2	0.0235905	1524.42		25357	168510	94.2279144	3.1200558	33709	228042	7.32672e-04	0.1473011	1.85156e-05
17.1	23.6	20.35	4.59619	33.9	0.943145	0.963974	0.0249798	0.0193345	0.95356	0.0147285	0.970031	0.225229	0.327169	0.131571	0.230834	0.276199	0.072082	0.314216	0.158367	0.223563	0.0816062	0.107903	0.190965	0.0461008	102.9	95.7	75.3974	45.4949	99.3	5.09117	131.1	0.0309712	4776.01		66864	166565	52.1402344	9.9781158	115152	37610	8.45551e-04	0.1603766	5.99052e-05
10.1	8.3	9.2	1.27279	11	0.884274	0.788077	0.0355891	0.0927105	0.836176	0.0680217	0.84331	0.883837	0.849054	0.118582	0.209837	0.866445	0.0245956	0.893383	0.825411	0.703646	0.136692	0.217517	0.764529	0.0861006	10.9	10	4.38305	6.28932	10.45	0.636396	12	0.0294696	2.2165		19389	159821	45.2395113	5.6983569	98976	1280	2.16765e-04	0.1595452	3.56546e-05
