S_1	S_2	prS_1	prS_2	mean_S	sd_S	tot_S	D_1	D_2	mean_D	sd_D	Pi_1	Pi_2	mean_Pi	sd_Pi	FST_2_1	PI_2_1		NPOP1	NPOP2	RSANC	Nem	T2	T1	MUTRATE	MIG21
33	366	11	344	199.5	235.467	377	-0.673377	3.5246	1.42561	2.96842	8.53333	180.812	94.6728	121.82	0.323397	154.028		5299	45757	37.4650181	4.8909759	74716	21974	1.06824e-07	1.06890e-04
423	421	11	9	422	1.41421	432	0.498944	1.59465	1.0468	0.774782	144.695	154.471	149.583	6.91234	-0.0360121	144.477		30558	13023	38.2902286	0.5444814	105618	471376	1.02054e-07	4.18092e-05
2	0	2	0	1	1.41421	2	-1.49051	0	-0.745254	1.05395	0.266667	0	0.133333	0.188562	0.0387324	0.133333		37225	42534	67.8379712	0.2953679	18118	170131	1.57427e-07	6.94428e-06
21	21	10	10	21	0	31	-0.461617	-0.93769	-0.699653	0.336634	5.73333	4.07077	4.90205	1.17561	0.0974639	5.38205		171	33440	79.2140130	4.5927343	93275	469183	1.62517e-07	1.37343e-04
5	16	3	14	10.5	7.77817	19	-0.239445	-1.05961	-0.649528	0.579945	1.42857	2.92308	2.17582	1.05677	0.0996337	2.46154		4024	35915	20.3243392	3.3426344	15574	118143	1.19467e-07	9.30707e-05
34	43	4	13	38.5	6.36396	47	0.509573	-0.0758904	0.216841	0.413985	11.7143	11.0431	11.3787	0.474616	0.154977	13.4385		49123	41428	37.4893300	2.1360032	30561	480468	1.55690e-07	5.15594e-05
21	12	15	6	16.5	6.36396	27	0.459973	-0.504209	-0.022118	0.68178	7.18095	2.67385	4.9274	3.18701	0.0876184	5.27436		18112	11787	12.2774753	2.1554912	6935	300127	1.47264e-07	1.82870e-04
27	21	14	8	24	4.24264	35	-0.910957	-0.132013	-0.521485	0.550796	6.49524	5.30154	5.89839	0.844073	0.0103461	5.94103		29077	34413	9.7954300	5.4338940	113435	313877	1.46310e-07	1.57902e-04
19	18	4	3	18.5	0.707107	22	0.22903	1.02924	0.629133	0.565831	6.17143	6.08615	6.12879	0.0602983	-0.00664512	6.08718		40431	6973	97.9676817	6.0712768	28924	6184	1.07877e-07	8.70684e-04
45	5	43	3	25	28.2843	48	-1.27839	0.14079	-0.568801	1.00351	9.71429	1.37538	5.54484	5.89649	0.142676	6.15128		1592	21125	19.4096167	4.8085849	89296	109216	1.21439e-07	2.27625e-04
50	49	13	12	49.5	0.707107	62	0.782345	1.80327	1.29281	0.721901	18.1714	18.9046	18.538	0.518441	0.0173063	18.8769		40728	3982	25.0929899	5.4682825	82445	390440	1.14183e-07	0.0013733
14	28	8	22	21	9.89949	36	-0.141081	-1.17323	-0.657156	0.729839	4.15238	5.00615	4.57927	0.603709	0.212393	5.85897		38151	8292	68.9532214	9.3278968	100577	473847	1.15571e-07	0.0011249
32	33	10	11	32.5	0.707107	43	-0.111775	-0.0193592	-0.0655672	0.0653479	9.58095	8.60308	9.09201	0.691462	-0.00067899	9.07179		25150	9584	93.7394296	0.7690876	102329	158050	1.18668e-07	8.02470e-05
9	8	3	2	8.5	0.707107	11	-1.29832	0.206041	-0.546141	1.06375	1.80952	2.23385	2.02168	0.300041	0.292211	2.88718		6072	7876	68.5306591	4.1493770	110683	305442	1.50862e-07	5.26838e-04
3	3	0	0	3	0	3	1.99964	2.30016	2.1499	0.2125	1.54286	1.52308	1.53297	0.0139867	-0.0543185	1.45385		29121	17116	75.7625419	2.7372257	55919	45019	1.33737e-07	1.59922e-04
8	5	5	2	6.5	2.12132	10	-0.574999	-0.325032	-0.450015	0.176753	2.07619	1.16	1.6181	0.647844	0.0631051	1.70513		44362	7552	7.2706737	4.0363099	56115	416333	1.42337e-07	5.34469e-04
100	16	95	11	58	59.397	111	2.86476	-1.05448	0.905141	2.77132	50.8571	2.92923	26.8932	33.8902	0.503532	46.6205		16207	33211	10.6356061	0.9611411	107425	355936	1.30349e-07	2.89404e-05
17	13	8	4	15	2.82843	21	0.228387	-1.07431	-0.42296	0.921145	5.52381	2.33231	3.92806	2.25673	0.359117	5.83077		26956	29162	66.6945924	1.2703952	109983	385573	1.22676e-07	4.35634e-05
5	5	2	2	5	0	7	-0.28123	0.599956	0.159363	0.623093	1.40952	1.58769	1.49861	0.125984	0.0365402	1.55897		32122	8091	89.8948095	7.6562301	79861	193154	1.03975e-07	9.46265e-04
648	42	613	7	345	428.507	655	1.56454	-0.479984	0.542277	1.4457	269.333	9.61231	139.473	183.65	0.27384	174.5		36352	42842	20.2152736	4.7788226	37306	183051	1.08818e-07	1.11545e-04
113	43	101	31	78	49.4975	144	1.00256	-0.959616	0.0214713	1.38747	42.6857	8.41846	25.5521	24.2306	0.682111	69.5154		16743	11350	46.2319709	2.7679462	92377	417507	1.69252e-07	2.43872e-04
36	36	10	10	36	0	46	-0.191913	0.567138	0.187613	0.53673	10.5714	10.8585	10.7149	0.202963	0.167928	12.8897		13993	45700	87.4462891	2.4148219	57715	457673	1.51047e-07	5.28407e-05
59	58	25	24	58.5	0.707107	83	-0.888867	0.982056	0.0465944	1.32294	14.419	19.08	16.7495	3.29579	0.0946102	18.6359		35503	18616	91.4750730	7.0960860	31101	223290	1.09146e-07	3.81182e-04
20	17	12	9	18.5	2.12132	29	0.000993327	-0.483965	-0.241486	0.342917	6.15238	3.84308	4.99773	1.63292	0.220329	6.28462		43274	35313	99.7575511	1.0422670	76883	134823	7.17460e-08	2.95151e-05
19	5	17	3	12	9.89949	22	0.561451	-1.54282	-0.490685	1.48795	6.64762	0.596923	3.62227	4.27849	0.235927	4.38974		46500	13595	10.4182251	5.7815915	100258	370348	9.75714e-08	4.25273e-04
26	18	24	16	22	5.65685	42	0.260455	-0.430314	-0.0849296	0.488448	8.49524	4.14462	6.31993	3.07635	0.392318	9.94103		6669	37588	31.1648338	1.6800676	51509	312938	1.63011e-07	4.46969e-05
16	26	2	12	21	7.07107	28	-0.394025	0.428739	0.0173569	0.581782	4.4381	7.60923	6.02366	2.24233	0.0299374	6.26923		46340	22668	35.7056033	7.6632892	85877	180705	1.31103e-07	3.38066e-04
12	9	10	7	10.5	2.12132	19	-0.879758	0.425454	-0.227152	0.922925	2.85714	2.67077	2.76396	0.131786	0.737848	10.4667		12542	46592	43.2321073	3.5434259	14217	151356	1.44809e-07	7.60522e-05
2	1	1	0	1.5	0.707107	2	-0.0238069	1.30276	0.639475	0.938022	0.609524	0.470769	0.540147	0.0981143	0.132929	0.617949		21428	36082	97.9932849	6.0207172	12759	340889	7.83809e-08	1.66862e-04
20	24	6	10	22	2.82843	30	1.40897	-1.22392	0.0925251	1.86173	8.26667	4.17846	6.22256	2.8908	0.33157	8.9641		25737	12498	30.9950416	5.2413098	59227	229790	1.64148e-07	4.19372e-04
21	18	13	10	19.5	2.12132	31	0.229576	-0.372487	-0.0714558	0.425723	6.81905	4.22154	5.52029	1.83672	0.204504	6.80769		34552	27707	8.8131578	9.8413782	65572	488717	1.19627e-07	3.55195e-04
61	75	3	17	68	9.89949	78	-0.844258	2.26313	0.709438	2.19726	15.1048	31.1138	23.1093	11.3201	0.357847	37.4769		30539	34773	34.9363659	1.7986171	69699	33082	1.00766e-07	5.17245e-05
29	29	15	15	29	0	44	-1.38363	0.48131	-0.451158	1.31871	5.98095	8.58769	7.28432	1.84324	0.132399	8.48974		9416	21133	46.8155019	2.8433046	62799	493774	1.29581e-07	1.34543e-04
261	343	44	126	302	57.9828	387	-0.812136	2.54081	0.864337	2.37089	65.5619	147.268	106.415	57.7747	0.127548	124.838		14480	42583	22.5511335	7.0966395	11396	422463	1.64080e-07	1.66654e-04
19	23	3	7	21	2.82843	26	2.82191	0.118921	1.47042	1.91131	9.88571	6.22462	8.05516	2.58879	0.206285	9.96154		46875	19011	25.6110293	0.7070915	84152	136824	7.41654e-08	3.71938e-05
18	22	8	12	20	2.82843	30	0.717729	-0.256277	0.230726	0.688727	6.51429	5.35692	5.9356	0.818379	0.0907328	6.49487		19218	18342	2.7422743	9.0896730	110447	143901	8.17465e-08	4.95566e-04
44	25	30	11	34.5	13.435	55	0.793602	0.0116586	0.40263	0.552917	16.0381	6.57231	11.3052	6.69332	0.161036	13.0821		11519	49618	99.4457636	7.9558594	104224	442879	1.49826e-07	1.60342e-04
1	734	0	733	367.5	518.309	734	-0.398828	-0.691257	-0.545043	0.206779	0.247619	159.071	79.6592	112.305	0.0819292	91.0641		8874	23270	58.1979274	5.2573962	12373	343910	1.30842e-07	2.25930e-04
7	15	4	12	11	5.65685	19	0.477227	-0.120996	0.178116	0.423007	2.4381	3.79385	3.11597	0.958661	0.21254	4.02821		44346	40697	91.4654514	1.3181890	77451	242245	1.39209e-07	3.23903e-05
22	17	7	2	19.5	3.53553	24	0.566657	2.4461	1.50638	1.32897	7.69524	7.54769	7.62147	0.104331	-0.0236691	7.44359		40701	3139	3.7573341	3.1978493	11540	166688	1.07287e-07	0.0010187
46	46	9	9	46	0	55	-0.761252	-0.442889	-0.602071	0.225117	11.6381	10.6523	11.1452	0.697057	-0.0275457	10.8359		29596	29135	48.0643202	3.1646737	66594	13009	1.45537e-07	1.08621e-04
13	7	6	0	10	4.24264	13	-0.316575	0.101761	-0.107407	0.295808	3.67619	1.89538	2.78579	1.25922	0.0948524	3.02564		38561	26892	9.0722390	1.8600119	6341	13976	1.49983e-07	6.91660e-05
34	29	20	15	31.5	3.53553	49	-1.33477	-0.488477	-0.911625	0.598422	7.1619	6.59692	6.87941	0.399502	0.0798774	7.46154		38379	38566	37.0186530	8.5291153	28560	16478	7.35329e-08	2.21156e-04
28	28	9	9	28	0	37	-0.000837888	0.429327	0.214245	0.304173	8.60952	8.19077	8.40015	0.296104	0.0735633	9.05641		14660	34684	51.8307553	2.9017045	88977	331523	1.60982e-07	8.36612e-05
29	41	10	22	35	8.48528	51	-0.136683	0.586431	0.224874	0.511319	8.62857	12.4092	10.5189	2.67333	0.258328	14.4231		23510	48424	3.4041224	0.5971758	45233	357161	1.68962e-07	1.23322e-05
401	363	46	8	382	26.8701	409	-0.580664	1.06659	0.242961	1.16478	107.21	120.609	113.909	9.47502	0.050416	120.251		21705	27725	72.0314368	3.1353875	114825	125133	7.04820e-08	1.13089e-04
21	17	10	6	19	2.82843	27	0.338711	0.0562966	0.197504	0.199697	6.99048	4.52615	5.75832	1.74254	0.354354	8.69231		30081	44092	6.9237558	3.2012711	99448	91617	1.20926e-07	7.26044e-05
6	6	2	2	6	0	8	-0.465315	0.625495	0.0800901	0.771319	1.6	1.90462	1.75231	0.215396	0.0564416	1.8641		17813	18740	40.7861928	6.0469621	47205	179029	1.21743e-07	3.22677e-04
14	25	1	12	19.5	7.77817	26	-0.0709369	-0.787489	-0.429213	0.506679	4.22857	5.14154	4.68505	0.645565	0.062275	5.01795		11727	38313	32.7154266	0.9033463	60370	21228	1.14103e-07	2.35781e-05
31	12	28	9	21.5	13.435	40	0.947377	-0.395475	0.275951	0.94954	11.6762	2.77538	7.22579	6.29382	0.434094	11.6769		31036	41993	15.2961656	4.3058210	20426	368675	1.13049e-07	1.02537e-04
25	38	7	20	31.5	9.19239	45	0.447002	0.280139	0.36357	0.11799	8.51429	10.6985	9.60637	1.54445	0.237175	12.7205		48974	9397	33.0012657	8.5777979	83275	328078	1.37774e-07	9.12823e-04
512	513	10	11	512.5	0.707107	523	3.22036	2.22376	2.72206	0.704702	271.467	209.369	240.418	43.9095	0.041017	249.428		16473	8072	75.8857773	4.7297002	112412	292983	1.06027e-07	5.85939e-04
759	664	108	13	711.5	67.1751	772	0.271131	0.857734	0.564432	0.414791	247.638	211.375	229.507	25.6416	0.149995	268.579		24851	49531	60.2714811	7.2890374	109660	418902	6.72523e-08	1.47161e-04
46	43	17	14	44.5	2.12132	60	0.235681	-0.741015	-0.252667	0.690629	14.9238	9.06769	11.9958	4.1409	0.0838477	12.9333		20422	49135	86.6530589	9.3749641	10333	352232	1.43536e-07	1.90800e-04
24	22	6	4	23	1.41421	28	0.412367	1.37937	0.895868	0.683774	8.11429	7.96308	8.03868	0.106921	0.198375	10.0205		11188	20666	63.3296039	4.6334312	5374	382469	1.57852e-07	2.24206e-04
17	21	8	12	19	2.82843	29	-0.713624	-0.613405	-0.663515	0.0708655	4.30476	4.56615	4.43546	0.184832	0.00382483	4.45641		23868	41082	22.6529702	8.6893531	47511	464582	1.18927e-07	2.11512e-04
19	13	6	0	16	4.24264	19	-0.635265	-0.000592014	-0.317928	0.448781	4.93333	3.40615	4.16974	1.07988	-0.000379563	4.14615		44562	24484	8.8706648	0.6523936	9822	295454	1.37295e-07	2.66457e-05
14	3	12	1	8.5	7.77817	15	-0.0358646	0.0719749	0.0180551	0.076254	4.26667	0.809231	2.53795	2.44478	0.306075	3.39231		38802	22437	68.7770974	9.2413095	42337	407072	1.20165e-07	4.11878e-04
52	38	22	8	45	9.89949	60	-0.285482	-0.902868	-0.594175	0.436558	14.9333	7.57231	11.2528	5.20503	0.0505101	11.6897		8226	28263	97.5734611	1.8315826	104769	230687	1.14298e-07	6.48050e-05
63	49	31	17	56	9.89949	80	-0.789611	0.90563	0.0580097	1.19872	15.8476	15.8862	15.8669	0.0272482	0.0940591	17.5154		39637	41489	96.8804771	0.0632363	14418	145553	1.11380e-07	1.52417e-06
131	3	129	1	67	90.5097	132	-0.870143	-1.73363	-1.30188	0.610575	32.3238	0.230769	16.2773	22.6932	0.125197	17.4949		46549	669	4.7353014	0.9926756	50293	157495	1.16764e-07	0.0014838
12	5	9	2	8.5	4.94975	14	-0.236322	1.21218	0.487928	1.02424	3.46667	1.87077	2.66872	1.12847	0.0207582	2.69744		32908	2707	42.1901575	9.0110172	19657	383678	7.10316e-08	0.0033288
63	16	60	13	39.5	33.234	76	2.52951	-0.664213	0.932648	2.2583	30.6762	3.39692	17.0366	19.2894	0.460215	27.8872		28906	8660	0.5078764	2.3121892	117097	456640	1.15420e-07	2.66996e-04
30	17	22	9	23.5	9.19239	39	-1.01987	0.574656	-0.222606	1.1275	6.99048	5.18154	6.08601	1.27911	0.0435971	6.32564		36228	46738	43.8608588	4.3665417	114925	228872	1.48560e-07	9.34259e-05
14	13	9	8	13.5	0.707107	22	-1.73687	-1.04354	-1.39021	0.490257	2.41905	2.36308	2.39106	0.0395773	0.0566376	2.53333		5016	38662	58.2421464	4.0235468	68485	130577	1.57074e-07	1.04070e-04
28	28	8	8	28	0	36	1.75161	2.42517	2.08839	0.476275	12.2095	12.1569	12.1832	0.0371943	0.0401907	12.6923		15448	46013	88.5096725	7.4793420	81217	256042	1.62966e-07	1.62548e-04
11	23	5	17	17	8.48528	28	0.247245	0.838519	0.542882	0.418094	3.6	7.41846	5.50923	2.70006	0.131417	6.47949		31482	3215	71.3270744	1.1093214	67023	10579	1.03640e-07	3.45046e-04
3	19	2	18	11	11.3137	21	-1.31654	0.903186	-0.206677	1.56958	0.514286	6.24	3.37714	4.04869	0.530443	8.18718		45593	25600	21.5165165	9.9876931	65992	424436	1.21440e-07	3.90144e-04
1	0	1	0	0.5	0.707107	1	-1.15945	0	-0.579723	0.819852	0.133333	0	0.0666667	0.0942809	0.0387324	0.0666667		23690	39283	22.5444352	0.8265718	50873	299080	1.60686e-07	2.10415e-05
7	6	2	1	6.5	0.707107	8	0.572816	0.312713	0.442764	0.183921	2.49524	1.73846	2.11685	0.535122	0.223541	2.68462		20542	45471	96.9411040	5.1119376	88853	163078	1.15044e-07	1.12422e-04
590	12	580	2	301	408.708	592	1.61157	0.777536	1.19455	0.589748	247.162	3.87077	125.516	172.033	0.771039	429.138		32276	49147	87.5538606	0.2389340	51775	127856	1.41700e-07	4.86162e-06
4	3	2	1	3.5	0.707107	5	-0.0290048	0.945963	0.458479	0.689406	1.21905	1.08923	1.15414	0.0917944	-0.0408419	1.10769		20875	29499	90.8141514	4.4506262	84881	283587	6.86435e-08	1.50874e-04
2	5	0	3	3.5	2.12132	5	0.13916	-0.132049	0.00355558	0.191773	0.647619	1.24923	0.948425	0.425404	-0.0132751	0.94359		18957	49193	49.3231776	1.2908070	45609	452564	1.49034e-07	2.62396e-05
309	42	293	26	175.5	188.798	335	-0.832609	1.86335	0.51537	1.90633	77.2	16.4185	46.8092	42.979	0.85252	266.964		10837	27985	28.2176679	9.9776181	67322	28148	1.29327e-07	3.56535e-04
15	5	13	3	10	7.07107	18	-1.71746	0.0875529	-0.814954	1.27634	2.62857	1.35077	1.98967	0.903543	0.0951839	2.16154		33042	22917	38.6215263	1.1046940	55418	223839	1.15069e-07	4.82041e-05
35	17	24	6	26	12.7279	41	-0.132223	-0.0337469	-0.0829848	0.0696329	10.4286	4.41231	7.42044	4.25414	0.101004	8.07179		41942	32395	98.2830286	1.4047418	108466	17911	1.02407e-07	4.33629e-05
634	560	78	4	597	52.3259	638	-0.292251	3.14993	1.42884	2.43399	182.181	262.572	222.377	56.8453	0.352851	350.969		21723	16045	28.6834880	1.7979654	7318	314056	1.09426e-07	1.12058e-04
12	8	6	2	10	2.82843	14	-1.38244	-0.347698	-0.86507	0.731675	2.38095	1.86462	2.12278	0.365105	-0.00121857	2.11282		19065	45662	90.6119049	0.4484719	108938	40424	1.22048e-07	9.82156e-06
15	15	7	7	15	0	22	-1.14053	-0.457927	-0.799228	0.482674	3.29524	3.41231	3.35377	0.0827807	0.0603156	3.57179		27591	21444	55.7553588	5.6376621	77042	371214	9.54236e-08	2.62902e-04
327	43	288	4	185	200.818	331	2.69052	0.272212	1.48137	1.71	161.524	12.0769	86.8004	105.675	0.468275	142.521		36234	43624	10.2148354	2.3924608	32835	364917	8.74146e-08	5.48428e-05
11	14	4	7	12.5	2.12132	18	-0.403796	-0.0876098	-0.245703	0.223577	3.02857	3.57538	3.30198	0.386655	-0.0192237	3.24615		47230	43244	71.7375110	9.7184170	124025	445209	8.45535e-08	2.24734e-04
2	28	2	28	15	18.3848	30	-0.512707	-1.19181	-0.852259	0.480198	0.495238	4.96923	2.73223	3.16359	0.350619	4.61282		34527	10110	46.3850431	9.7822626	79498	24004	7.69347e-08	9.67583e-04
320	318	8	6	319	1.41421	326	2.21904	-0.476247	0.871398	1.90586	147.619	73.3569	110.488	52.5113	0.0869085	118.933		42453	32194	83.4588671	7.0786945	72992	182717	1.28734e-07	2.19876e-04
15	7	12	4	11	5.65685	19	-0.398762	-0.00606138	-0.202412	0.277682	4.15238	1.83077	2.99158	1.64163	0.173019	3.51538		20038	12723	94.2245640	9.2053144	23473	313332	1.14534e-07	7.23518e-04
31	36	11	16	33.5	3.53553	47	-1.56276	-0.53301	-1.04788	0.728143	6	8.09538	7.04769	1.48166	0.050583	7.46923		16442	19845	1.0282638	3.4946570	54869	474293	1.08391e-07	1.76098e-04
325	49	308	32	187	195.161	357	2.35239	-0.905198	0.723594	2.30346	152.924	9.79692	81.3604	101.206	0.703736	224.605		14297	42914	94.8349833	0.2022449	56115	350012	1.53839e-07	4.71279e-06
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		42628	9664	96.4398278	2.0901939	62457	166884	1.49773e-07	2.16287e-04
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		35080	23781	77.7901935	9.2014673	43431	94454	1.28296e-07	3.86925e-04
13	18	12	17	15.5	3.53553	30	-0.766173	-1.21213	-0.989153	0.315342	3.21905	3.10462	3.16183	0.0809158	0.505185	6.37179		21911	38448	57.0416029	7.0755306	6469	111062	1.35990e-07	1.84029e-04
376	418	42	84	397	29.6985	460	-0.112264	1.44881	0.668271	1.10384	112.714	149.363	131.039	25.9146	0.0513292	138.938		38170	38188	13.5991737	7.7630129	107400	66045	1.32902e-07	2.03284e-04
13	13	3	3	13	0	16	0.657554	1.02082	0.839188	0.25687	4.66667	4.42769	4.54718	0.16898	0.0799434	4.9359		7770	25082	90.4314313	8.7445096	111629	410840	1.16381e-07	3.48637e-04
513	509	8	4	511	2.82843	517	-0.759299	1.60191	0.421306	1.66963	130.838	186.948	158.893	39.6755	0.536461	352.751		45950	37688	32.6092862	7.3413004	107624	445752	1.30857e-07	1.94791e-04
30	25	26	21	27.5	3.53553	51	-0.407335	0.0975884	-0.154873	0.357035	8.33333	6.72615	7.52974	1.13645	0.358031	11.5795		18228	39379	67.9911267	6.6460792	25199	133363	1.19349e-07	1.68772e-04
1	12	1	12	6.5	7.77817	13	0.742099	-0.290036	0.226031	0.72983	0.419048	2.87385	1.64645	1.7358	0.996131	514.769		183	40828	38.0925484	2.8402964	26922	469439	1.67718e-07	6.95674e-05
39	20	32	13	29.5	13.435	52	-0.952649	-0.377543	-0.665096	0.406661	9.31429	4.68923	7.00176	3.27041	0.140682	7.97436		15111	7219	72.9780372	5.7064961	73610	239101	1.66592e-07	7.90483e-04
33	37	6	10	35	2.82843	43	-1.49108	0.862953	-0.314061	1.66455	6.57143	11.92	9.24571	3.78201	0.0336967	9.67179		30859	44320	30.0866427	9.7083810	51713	457757	1.46571e-07	2.19052e-04
13	19	7	13	16	4.24264	26	-0.129242	-0.00926628	-0.0692544	0.084836	3.86667	4.96615	4.41641	0.777455	0.0996823	4.93846		29201	15232	20.0082251	0.3081821	52224	144751	1.16334e-07	2.02325e-05
27	24	9	6	25.5	2.12132	33	-0.306494	0.155124	-0.0756849	0.326414	7.69524	6.55692	7.12608	0.80491	-0.0240311	6.94615		28239	9892	79.8635972	5.5555430	123702	455155	1.27061e-07	5.61620e-04
18	37	5	24	27.5	13.435	42	-2.30014	0.286266	-1.00694	1.82887	2.4	10.4338	6.41692	5.68079	0.46904	13.2026		46016	21358	90.7620065	2.7450023	117099	89631	1.64645e-07	1.28523e-04
40	44	11	15	42	2.82843	55	-0.147665	0.669614	0.260974	0.577904	11.8762	13.5631	12.7196	1.19281	0.110821	14.359		17641	20554	96.1608156	2.7502738	74559	210345	1.01255e-07	1.33807e-04
28	21	9	2	24.5	4.94975	30	-0.937333	1.98692	0.524791	2.06776	6.68571	8.53846	7.61209	1.31009	0.21677	9.81795		19124	19565	18.6417050	6.2141868	11133	354903	1.12956e-07	3.17618e-04
0	1	0	1	0.5	0.707107	1	0	0.0543784	0.0271892	0.0384513	0	0.270769	0.135385	0.191463	0.0773201	0.153846		41357	23552	70.1143505	2.7927982	65325	35158	6.97188e-08	1.18580e-04
21	59	10	48	40	26.8701	69	-1.72274	-0.165413	-0.944077	1.1012	3.75238	14.7969	9.27465	7.80967	0.487879	19.7538		10438	27557	62.2974676	2.2902887	10866	2670	1.02171e-07	8.31110e-05
22	16	10	4	19	4.24264	26	-0.246402	1.37697	0.565282	1.14789	6.3619	5.84308	6.10249	0.366867	0.0485376	6.40256		14966	43985	63.8619949	0.2058866	66864	293465	1.66068e-07	4.68084e-06
23	47	2	26	35	16.9706	49	1.87958	-0.485492	0.697044	1.67236	10.2857	10.7477	10.5167	0.326668	0.0566608	11.159		11715	24524	58.4964487	5.7916064	102889	389063	9.63251e-08	2.36161e-04
37	17	22	2	27	14.1421	39	-0.700646	0.983502	0.141428	1.19087	9.50476	5.69846	7.60161	2.69146	0.0366567	7.81538		34200	36433	52.9584378	7.8225310	46607	480258	1.38195e-07	2.14710e-04
12	9	11	8	10.5	2.12132	20	-1.30201	-0.517837	-0.909925	0.554496	2.45714	1.97846	2.2178	0.338479	0.220163	2.81795		17950	45119	93.3026065	6.3761042	39224	154875	1.01098e-07	1.41317e-04
0	5	0	5	2.5	3.53553	5	0	0.646539	0.323269	0.457172	0	1.60923	0.804615	1.1379	0.261048	1.19231		44235	18794	31.3816668	3.5552662	116574	374013	1.49620e-07	1.89170e-04
6	2	4	0	4	2.82843	6	1.16084	0.385558	0.773198	0.548206	2.45714	0.618462	1.5378	1.30014	0.395064	2.34615		28571	20433	33.7334058	3.8715451	122757	458529	7.15904e-08	1.89475e-04
23	28	10	15	25.5	3.53553	38	-0.728471	0.116558	-0.305957	0.597525	5.82857	7.56923	6.6989	1.23083	0.0327186	6.95897		5585	37042	58.8408081	1.5523245	23095	46718	1.25669e-07	4.19071e-05
35	42	17	24	38.5	4.94975	59	-0.849154	-0.395234	-0.622194	0.320969	8.60952	9.85846	9.23399	0.883132	0.164715	11.1077		12597	15711	89.8006179	1.8390467	79761	14169	1.64074e-07	1.17055e-04
18	28	7	17	23	7.07107	35	1.13688	0.0515262	0.594202	0.76746	7.08571	7.44	7.26286	0.250518	0.248779	9.68974		47418	44522	21.9140637	9.5485416	24483	312577	1.54106e-07	2.14468e-04
14	13	6	5	13.5	0.707107	19	0.174569	0.0455562	0.110063	0.0912259	4.49524	3.45231	3.97377	0.737463	0.0324869	4.08718		25438	33407	53.5016670	7.0960787	7130	348357	1.21408e-07	2.12413e-04
5	9	4	8	7	2.82843	13	-0.3648	-1.48209	-0.923445	0.790043	1.37143	1.27077	1.3211	0.0711769	0.023637	1.35128		28043	21840	21.3415627	1.0969556	81839	396653	8.49109e-08	5.02269e-05
0	41	0	41	20.5	28.9914	41	0	0.259122	0.129561	0.183227	0	11.48	5.74	8.11759	0.701404	23.1923		13647	45240	69.5410345	3.5159366	53891	56344	1.62752e-07	7.77174e-05
6	21	1	16	13.5	10.6066	22	0.58265	-0.87525	-0.1463	1.03089	2.15238	4.16615	3.15927	1.42395	0.320889	4.81538		9839	34429	51.0263435	4.2349135	12365	133790	1.55683e-07	1.23004e-04
45	49	31	35	47	2.82843	80	0.191405	-0.279323	-0.0439588	0.332855	14.4571	11.9015	13.1793	1.80709	0.187602	16.1026		18546	32033	85.8997727	4.2176113	61469	415969	6.70333e-08	1.31665e-04
671	31	642	2	351	452.548	673	-0.751566	-0.173616	-0.462591	0.408672	171.524	7.74462	89.6342	115.809	0.124778	96.7513		4723	39754	98.1274152	8.9665665	25630	437248	1.59590e-07	2.25551e-04
10	7	5	2	8.5	2.12132	12	-0.27017	0.64601	0.18792	0.647837	2.85714	2.22154	2.53934	0.44944	-0.0135339	2.49744		44676	39282	25.4942055	4.3557600	44194	216347	1.21057e-07	1.10884e-04
0	27	0	27	13.5	19.0919	27	0	-0.167413	-0.0837065	0.118379	0	6.75385	3.37692	4.77569	0.179707	4.42308		40503	47543	9.4756782	8.0979896	123186	493416	7.58662e-08	1.70330e-04
13	7	12	6	10	4.24264	19	-0.354041	-0.565713	-0.459877	0.149674	3.6381	1.49538	2.56674	1.51513	0.174782	3.01538		9386	35160	70.9545883	9.4514731	112998	273490	1.35324e-07	2.68813e-04
3	6	1	4	4.5	2.12132	7	-0.948075	-1.44813	-1.1981	0.353594	0.628571	0.803077	0.715824	0.123394	-0.018179	0.705128		12418	16972	21.1466424	7.5436973	3491	459848	1.53104e-07	4.44479e-04
3	1	3	1	2	1.41421	4	-0.948075	-1.15559	-1.05183	0.146733	0.628571	0.0769231	0.352747	0.390074	0.0894992	0.371795		28256	13194	82.6876787	6.0986733	22333	417888	1.06697e-07	4.62231e-04
