S_1	S_2	prS_1	prS_2	mean_S	sd_S	tot_S	D_1	D_2	mean_D	sd_D	Pi_1	Pi_2	mean_Pi	sd_Pi	FST_2_1	PI_2_1		NPOP1	NPOP2	RSANC	Nem	T2	T1	MUTRATE	MIG21
26	6	21	1	16	14.1421	27	-1.72762	-0.191213	-0.959414	1.0864	4.68571	1.47077	3.07824	2.27331	0.0567774	3.18974		13644	24154	76.8731138	6.8365005	63462	127668	6.72254e-08	2.83038e-04
18	18	4	4	18	0	22	1.23468	1.35307	1.29387	0.0837115	7.21905	6.51692	6.86799	0.496477	-0.0156015	6.75385		29268	35591	17.6129833	4.9482302	103670	154899	9.72365e-08	1.39030e-04
10	8	7	5	9	1.41421	15	-1.2131	0.16451	-0.524296	0.97412	2.09524	2.20615	2.1507	0.0784293	0.132998	2.48462		21468	33709	89.2574054	8.1106366	38370	338862	8.07855e-08	2.40607e-04
1	0	1	0	0.5	0.707107	1	-1.15945	0	-0.579723	0.819852	0.133333	0	0.0666667	0.0942809	0.0387324	0.0666667		8766	8294	3.4403999	2.1915378	95908	312640	1.66220e-07	2.64232e-04
48	25	46	23	36.5	16.2635	71	0.194087	-1.30307	-0.554491	1.05865	15.4286	4.21846	9.82352	7.92674	0.744865	33.7256		16823	49675	32.5730214	9.3757150	103389	27284	1.43949e-07	1.88741e-04
25	25	14	14	25	0	39	-0.996673	-0.754836	-0.875754	0.171005	5.84762	5.2	5.52381	0.457936	0.0650332	5.89231		6100	21108	9.8253799	1.7389946	44778	442474	1.37151e-07	8.23856e-05
6	5	3	2	5.5	0.707107	8	-1.00737	-1.05038	-1.02887	0.0304174	1.31429	0.824615	1.06945	0.346249	-0.000829775	1.06154		127	33972	98.9911754	0.1099230	7031	85921	7.38922e-08	3.23570e-06
371	402	13	44	386.5	21.9203	415	1.61488	1.34433	1.4796	0.191309	155.581	140.892	148.237	10.3864	-0.0304674	143.703		17635	21153	79.2344449	7.8558703	33083	343800	1.01389e-07	3.71383e-04
15	17	15	17	16	1.41421	32	-0.761404	-0.0313133	-0.396359	0.516252	3.73333	4.41538	4.07436	0.482283	0.912055	47.3359		32957	35725	93.6606019	3.7746488	104704	452418	1.09304e-07	1.05658e-04
13	55	13	55	34	29.6985	68	0.245422	-1.03179	-0.393186	0.903128	4.24762	10.5385	7.39304	4.4483	0.987796	677.662		18369	14588	81.3883057	8.2535791	79796	151828	1.09986e-07	5.65779e-04
0	13	0	13	6.5	9.19239	13	0	1.37155	0.685775	0.969832	0	4.77846	2.38923	3.37888	0.239515	3.42308		31863	36059	74.4386173	9.4141154	33837	170851	1.06975e-07	2.61075e-04
129	122	12	5	125.5	4.94975	134	0.923624	2.75345	1.83854	1.29388	48	54.3754	51.1877	4.50808	0.0210517	52.4		45735	17357	88.5320061	1.0413962	114140	13381	1.65647e-07	5.99986e-05
21	6	18	3	13.5	10.6066	24	-0.776898	0.596534	-0.0901821	0.971163	5.2381	1.88923	3.56366	2.368	0.0644543	3.72821		8043	21068	52.7320433	4.5751689	96116	466689	9.73757e-08	2.17162e-04
17	11	9	3	14	4.24264	20	-0.816657	0.827049	0.00519614	1.16228	4.17143	3.6	3.88571	0.404061	0.136102	4.47692		39521	39705	75.6722857	7.0861669	22629	468472	7.30910e-08	1.78470e-04
31	5	28	2	18	18.3848	33	-0.695161	-0.478087	-0.586624	0.153494	7.9619	1.08923	4.52557	4.85971	0.157762	5.09231		21207	32445	62.3163914	1.2253285	103685	90854	9.24786e-08	3.77663e-05
30	37	14	21	33.5	4.94975	51	0.344213	-0.592495	-0.124141	0.662353	9.98095	8.16923	9.07509	1.28108	0.151873	10.6282		25576	38292	82.8003666	0.9057109	35254	403511	8.77040e-08	2.36527e-05
5	2	3	0	3.5	2.12132	5	-0.155875	1.70585	0.774985	1.31644	1.46667	0.941538	1.2041	0.371322	-0.0152915	1.17949		47490	257	8.3409935	0.4440102	16114	327119	1.34727e-07	0.0017277
23	38	7	22	30.5	10.6066	45	0.865339	0.784314	0.824826	0.0572932	8.55238	12.0308	10.2916	2.45959	0.21338	13.2667		6388	43849	76.6438727	2.0807930	82793	397275	1.19952e-07	4.74536e-05
17	20	3	6	18.5	2.12132	23	1.80331	1.58413	1.69372	0.154988	7.5619	7.55692	7.55941	0.00352258	0.0205521	7.71795		44741	28164	69.4346163	7.4528181	73100	280137	1.51879e-07	2.64622e-04
6	6	6	6	6	0	12	-0.356905	-1.04268	-0.69979	0.484913	1.65714	1.01846	1.3378	0.451616	0.127109	1.51026		4014	4001	90.3137216	9.6163732	5390	437620	7.88321e-08	0.0024035
67	35	49	17	51	22.6274	84	0.241795	0.431589	0.336692	0.134205	21.7524	10.2277	15.99	8.14919	0.197172	19.3513		15522	43643	80.0123524	6.3821989	9436	264352	1.26948e-07	1.46236e-04
20	19	8	7	19.5	0.707107	27	-0.709337	-0.388353	-0.548845	0.22697	5.08571	4.43692	4.76132	0.458765	0.0553666	5.02564		6998	48100	19.5293748	2.6977958	48379	182547	1.36807e-07	5.60872e-05
6	3	4	1	4.5	2.12132	7	-0.971229	0.926754	-0.0222374	1.34208	1.33333	1.08308	1.20821	0.176958	0.0580909	1.27692		3686	3219	29.9078610	7.4757579	15182	172162	1.23539e-07	0.0023224
60	15	54	9	37.5	31.8198	69	2.64304	-0.188925	1.22706	2.0025	29.7143	3.71692	16.7156	18.3829	0.46964	27.8949		37114	47634	97.5629793	9.5831070	116965	200543	9.90880e-08	2.01182e-04
41	44	21	24	42.5	2.12132	65	-1.29728	0.605752	-0.345764	1.34565	8.78095	13.3692	11.0751	3.2444	0.169015	13.5256		47332	27733	46.2823988	9.7290785	87307	231525	1.55201e-07	3.50812e-04
108	39	87	18	73.5	48.7904	126	2.11838	0.723115	1.42075	0.986598	49.2476	12.1785	30.713	26.2119	0.322767	42.3231		25161	20115	53.0734097	5.8363048	92174	107861	8.21481e-08	2.90147e-04
30	27	28	25	28.5	2.12132	55	-1.50642	0.0407454	-0.732837	1.09401	5.92381	7.15385	6.53883	0.869767	0.952681	141.697		22998	17550	19.7135019	8.3457200	76941	424231	7.93753e-08	4.75540e-04
5	3	3	1	4	1.41421	6	-0.949789	-0.542698	-0.746244	0.287857	1.10476	0.612308	0.858535	0.348218	-0.0166856	0.838462		7274	25147	65.0449619	0.7715612	41878	326294	1.01626e-07	3.06820e-05
19	19	8	8	19	0	27	1.23959	0.554956	0.897273	0.48411	7.61905	5.75385	6.68645	1.3189	0.344196	10.0308		9096	16909	78.2078670	5.5444538	18130	25877	1.24129e-07	3.27900e-04
34	10	27	3	22	16.9706	37	-1.95213	-0.0525898	-1.00236	1.34318	5.6381	2.57846	4.10828	2.16349	0.0330624	4.18974		11571	48940	12.3515424	9.1563875	4384	240702	9.14433e-08	1.87094e-04
37	30	15	8	33.5	4.94975	45	-0.714886	-0.411145	-0.563015	0.214778	9.46667	6.99077	8.22872	1.75072	-0.0271521	7.98462		22795	22550	62.7774979	9.5976348	105690	449412	1.35465e-07	4.25616e-04
8	5	4	1	6.5	2.12132	9	0.764947	-0.384923	0.190012	0.813081	2.97143	1.13231	2.05187	1.30045	0.186385	2.4359		31593	16218	62.2513729	7.5414057	10366	264836	1.07390e-07	4.65002e-04
28	35	5	12	31.5	4.94975	40	-0.0750157	0.486937	0.205961	0.397361	8.45714	10.3631	9.41011	1.3477	0.0390282	9.83077		21366	20585	41.8838572	4.6247464	61824	366842	1.27419e-07	2.24666e-04
3	3	1	1	3	0	4	1.2013	0.523375	0.862339	0.479367	1.29524	0.953846	1.12454	0.241401	-0.00634216	1.11282		19347	2538	34.6929095	2.7728544	96311	259833	1.18411e-07	0.0010925
349	21	340	12	185	231.931	361	2.94442	-0.567079	1.18867	2.483	178.505	4.63692	91.5708	122.943	0.498093	155.597		25416	14945	17.0675336	9.7655237	66867	249006	1.07134e-07	6.53431e-04
19	21	6	8	20	1.41421	27	-0.701749	0.107675	-0.297037	0.57235	4.8381	5.66769	5.25289	0.586614	0.0397495	5.48718		21943	6109	68.5244044	8.9527344	32151	458956	1.40941e-07	0.0014655
443	39	415	11	241	285.671	454	1.55363	-0.539223	0.507204	1.47987	183.857	8.76	96.3086	123.812	0.271943	120.526		42644	2503	96.7836355	7.4189214	2854	104186	1.65126e-07	0.0029640
14	24	8	18	19	7.07107	32	-0.667166	-1.65922	-1.16319	0.701487	3.58095	3.42769	3.50432	0.108371	0.0273402	3.6		10726	30188	41.7079236	5.0808582	25027	33734	1.16262e-07	1.68307e-04
32	40	16	24	36	5.65685	56	0.468569	1.326	0.897287	0.606298	10.9333	14.16	12.5467	2.2816	0.189765	15.6385		46230	6556	57.0537704	4.0469073	97853	489890	1.42795e-07	6.17283e-04
215	39	201	25	127	124.451	240	-0.866191	0.837873	-0.0141591	1.20496	53.181	12.4892	32.8351	28.7734	0.845252	180.251		4139	35240	3.7202097	2.1170523	61483	212165	1.37485e-07	6.00753e-05
22	36	4	18	29	9.89949	40	1.3681	0.164077	0.766089	0.851373	9.00952	9.84615	9.42784	0.591587	0.200636	11.8359		20441	10573	51.0235069	2.7140006	18512	85050	1.57402e-07	2.56692e-04
25	26	2	3	25.5	0.707107	28	0.0757711	1.83292	0.954344	1.24249	7.82857	10.2154	9.02198	1.68773	0.274357	12.5949		43261	14012	79.9138112	8.4135543	50308	464513	7.75794e-08	6.00453e-04
29	20	17	8	24.5	6.36396	37	-1.28495	1.36733	0.041192	1.87544	6.19048	7.24	6.71524	0.742125	0.117137	7.64103		26003	9584	24.1436983	4.4454141	99739	176706	9.02897e-08	4.63837e-04
6	5	3	2	5.5	0.707107	8	-0.248494	1.00589	0.378696	0.886981	1.71429	1.77538	1.74484	0.0432034	0.00606036	1.75641		31982	13103	21.1726824	8.3443696	89233	104066	1.26870e-07	6.36829e-04
35	38	28	31	36.5	2.12132	66	-0.683997	1.56794	0.441971	1.59236	9.02857	14.1015	11.5651	3.58713	0.521798	25.0385		45881	39905	86.4309480	1.3801940	116371	76869	1.05277e-07	3.45870e-05
330	325	9	4	327.5	3.53553	334	-2.44665	-0.726965	-1.58681	1.216	45.5524	69.6062	57.5793	17.0086	-0.0374604	55.7256		10713	24424	40.5918807	6.6482454	109982	118799	1.16438e-07	2.72201e-04
8	9	3	4	8.5	0.707107	12	0.536871	0.895004	0.715938	0.253238	2.81905	3.01538	2.91722	0.138831	0.13365	3.37436		16846	10913	17.9338978	1.3955616	90599	262467	9.23936e-08	1.27881e-04
23	27	2	6	25	2.82843	29	-1.92104	2.33049	0.204724	3.00629	3.79048	11.5538	7.67216	5.48953	0.288007	11.3308		49809	41422	63.0735769	5.6407915	79261	410075	9.47795e-08	1.36179e-04
44	10	43	9	27	24.0416	53	-2.05335	-0.993994	-1.52367	0.749078	7.04762	1.82462	4.43612	3.69322	0.0564854	4.58205		14087	17864	89.9809184	9.1802542	86122	236184	8.76176e-08	5.13897e-04
6	26	6	26	16	14.1421	32	-0.284631	-0.0205319	-0.152582	0.186746	1.69524	6.77538	4.23531	3.59221	0.812448	25.759		20129	28110	36.1995569	0.5477074	89760	462097	1.06103e-07	1.94844e-05
20	26	8	14	23	4.24264	34	-2.16805	2.63862	0.235285	3.39883	2.89524	11.7108	7.303	6.23352	0.48826	15.5846		23596	35815	19.8748390	7.9761842	66850	297873	7.47140e-08	2.22705e-04
17	5	16	4	11	8.48528	21	-1.5526	-1.21675	-1.38468	0.237486	3.21905	0.747692	1.98337	1.74751	0.159979	2.25897		31735	19600	56.5152276	4.2776913	106885	340775	1.69943e-07	2.18250e-04
73	79	8	14	76	4.24264	87	-0.33304	1.74826	0.707609	1.4717	20.7333	30.0123	25.3728	6.56123	0.0898502	28.141		5842	19651	93.7824796	5.2821036	75069	5130	8.32760e-08	2.68796e-04
5	4	4	3	4.5	0.707107	8	-1.66013	-0.138608	-0.899371	1.07588	0.780952	0.993846	0.887399	0.150539	0.200473	1.12051		38779	24108	28.5868674	4.0658290	66427	141018	1.22414e-07	1.68651e-04
6	4	3	1	5	1.41421	7	-1.76624	-1.01694	-1.39159	0.529836	0.914286	0.649231	0.781758	0.187422	-0.0297624	0.75641		34600	29180	6.5512415	0.8530370	18933	340911	1.25553e-07	2.92336e-05
6	4	4	2	5	1.41421	8	-1.3326	-1.52668	-1.42964	0.137238	1.14286	0.449231	0.796044	0.490468	0.00531708	0.789744		48801	47445	56.5025930	5.1160504	54972	165970	1.44472e-07	1.07831e-04
24	33	7	16	28.5	6.36396	40	0.219542	0.0377932	0.128667	0.128516	7.77143	8.73538	8.25341	0.68162	0.00387682	8.3		38203	44483	76.0237489	9.0750450	123926	457508	1.69473e-07	2.04012e-04
68	36	47	15	52	22.6274	83	0.467329	0.574489	0.520909	0.0757736	23.1619	10.8769	17.0194	8.68679	0.0731783	18.0487		2070	4058	51.7157896	0.2104346	44324	157530	1.06724e-07	5.18567e-05
37	29	18	10	33	5.65685	47	-0.455006	0.136563	-0.159221	0.418302	10.1619	7.88	9.02095	1.61355	0.0351786	9.30513		29121	25854	22.9888886	5.4937440	81749	255151	7.96087e-08	2.12491e-04
26	27	26	27	26.5	0.707107	53	0.518904	1.06392	0.791414	0.385388	8.99048	9.12	9.05524	0.0915872	0.774239	40.1744		48125	11715	67.5881489	0.8861281	99532	119723	8.83803e-08	7.56405e-05
36	40	17	21	38	2.82843	57	0.319678	-0.262644	0.0285173	0.411764	11.9048	9.75385	10.8293	1.52093	0.176641	13.0564		20088	1235	53.3750772	5.5296193	116540	320672	1.44682e-07	0.0044774
19	18	5	4	18.5	0.707107	23	-0.0502036	1.35075	0.650275	0.990626	5.77143	6.51385	6.14264	0.524969	0.0748709	6.65897		7071	48507	2.1834067	9.4026671	96324	154441	8.16319e-08	1.93841e-04
6	9	5	8	7.5	2.12132	14	2.57017	-0.626839	0.971665	2.26063	3.2	1.89846	2.54923	0.920327	0.35244	3.81795		46798	27758	96.2834815	1.7179145	57508	446461	1.58408e-07	6.18890e-05
15	14	3	2	14.5	0.707107	17	-0.909758	0.997374	0.043808	1.34855	3.5619	4.73231	4.14711	0.8276	0.147089	4.90769		7919	16324	30.4676202	0.2787797	40376	109435	8.87009e-08	1.70779e-05
10	6	5	1	8	2.82843	11	-0.62377	0.9209	0.148565	1.09225	2.57143	2.06154	2.31648	0.360547	-0.000631285	2.30769		47929	6020	15.4150799	8.5155021	118253	487012	7.72199e-08	0.0014145
88	5	84	1	46.5	58.6899	89	-0.830335	1.63807	0.403869	1.74543	21.9238	2.06769	11.9958	14.0404	0.111416	12.8615		15739	10468	87.9009294	4.0564738	95696	211435	1.09218e-07	3.87512e-04
6	9	0	3	7.5	2.12132	9	-1.0435	-0.9245	-0.984001	0.0841473	1.29524	1.68	1.48762	0.272068	0.0347647	1.54872		3447	16876	66.2210648	4.9027284	25182	409217	1.63270e-07	2.90515e-04
90	43	67	20	66.5	33.234	110	0.899532	-1.17718	-0.138824	1.46846	33.3714	7.77231	20.5719	18.1013	0.280536	26.8154		46186	22888	87.7955673	8.3361370	17297	27135	1.23550e-07	3.64214e-04
15	6	12	3	10.5	6.36396	18	-1.50317	-0.527164	-1.01517	0.690142	2.87619	1.29231	2.08425	1.11997	0.090343	2.24615		3983	28007	45.4241056	6.1757085	55610	437651	1.42614e-07	2.20506e-04
21	21	10	10	21	0	31	-0.607131	-0.353574	-0.480353	0.179292	5.50476	4.96308	5.23392	0.383029	0.0628195	5.57179		10544	29939	53.0844322	6.9886519	121654	240092	1.12898e-07	2.33430e-04
408	459	8	59	433.5	36.0624	467	0.470787	3.0419	1.75634	1.81805	138.771	212.049	175.41	51.8152	0.128317	203.813		18518	7303	23.7812545	5.2551280	55939	4811	1.00281e-07	7.19585e-04
30	31	14	15	30.5	0.707107	45	-1.31093	-0.627283	-0.969106	0.483411	6.35238	6.75385	6.55311	0.283879	-0.00859959	6.50256		10296	12560	47.9271665	2.3144939	83302	378496	1.02120e-07	1.84275e-04
8	10	5	7	9	1.41421	15	-0.974131	-0.909459	-0.941795	0.04573	1.80952	1.89231	1.85092	0.058537	0.173676	2.24359		34286	13972	11.8301828	7.3564179	48564	284423	1.30301e-07	5.26511e-04
14	6	10	2	10	5.65685	16	-1.08803	-0.475034	-0.781534	0.433456	3.12381	1.32	2.2219	1.27549	0.495827	4.13077		11831	19995	96.0012698	3.9173186	36617	86418	1.22786e-07	1.95915e-04
38	38	12	12	38	0	50	-0.892283	-0.031914	-0.462099	0.608373	9.2381	9.87385	9.55597	0.449544	0.00806489	9.64359		45007	32647	16.7940883	9.8081380	72168	227954	1.38297e-07	3.00430e-04
52	49	14	11	50.5	2.12132	63	-0.134002	-0.112789	-0.123396	0.015	15.4952	12.4615	13.9784	2.14515	0.0745223	15.0256		39874	6129	49.3130264	4.3575356	97593	215805	1.02247e-07	7.10970e-04
20	20	11	11	20	0	31	-0.709337	-0.798502	-0.75392	0.0630496	5.08571	4.07385	4.57978	0.715499	0.103413	5.07692		9242	44253	0.3956580	1.9853219	60883	387071	1.51217e-07	4.48630e-05
15	13	7	5	14	1.41421	20	-0.464697	1.48231	0.508804	1.37674	4.07619	4.88923	4.48271	0.574906	0.0857446	4.92564		16041	17941	15.8065769	0.7282350	103922	139253	1.06995e-07	4.05905e-05
9	12	5	8	10.5	2.12132	17	-1.58217	-0.174712	-0.878439	0.995221	1.6	2.98154	2.29077	0.976895	0.141523	2.72051		28824	39078	83.3423576	6.3919768	111375	415245	1.46171e-07	1.63570e-04
24	32	4	12	28	5.65685	36	0.540917	0.152656	0.346787	0.274542	8.34286	8.72923	8.53604	0.273207	-0.00849972	8.46923		23724	2452	88.9276139	4.7644375	109337	169007	1.17125e-07	0.0019431
8	6	4	2	7	1.41421	10	0.650909	0.0520614	0.351485	0.423449	2.89524	1.6	2.24762	0.915872	0.181629	2.68718		40089	17229	91.8060565	0.5665857	28385	228675	8.37243e-08	3.28856e-05
112	32	100	20	72	56.5685	132	-2.23612	-0.974451	-1.60528	0.892134	16.9048	6.19385	11.5493	7.57376	0.0217854	11.6179		28581	34105	0.4364771	7.0290051	50482	354177	9.38620e-08	2.06099e-04
636	560	81	5	598	53.7401	641	2.85544	3.82482	3.34013	0.685455	321.076	287.388	304.232	23.8214	0.0357441	314.846		38196	16897	21.2949106	0.9537914	52574	401521	1.00030e-07	5.64474e-05
9	16	0	7	12.5	4.94975	16	-0.472594	-0.610295	-0.541445	0.0973695	2.41905	3.46154	2.94029	0.737152	0.0182681	3.01282		12509	7814	94.9102010	9.7487180	13321	212114	8.00455e-08	0.0012476
36	37	15	16	36.5	0.707107	52	-0.601186	-0.511305	-0.556246	0.0635549	9.50476	8.37846	8.94161	0.796415	0.0344265	9.23846		33709	27325	3.7044550	9.0584136	13853	407134	1.30510e-07	3.31506e-04
3	0	3	0	1.5	2.12132	3	-0.456789	0	-0.228395	0.322999	0.780952	0	0.390476	0.552217	0.558165	0.733333		48295	22498	81.2122461	0.6456317	117881	88070	1.16476e-07	2.86973e-05
55	44	21	10	49.5	7.77817	65	0.729395	1.35486	1.04213	0.44227	19.7714	15.6431	17.7073	2.91919	0.000517726	17.6564		18681	1607	31.9159214	6.4012551	85295	409799	1.18353e-07	0.0039834
478	143	341	6	310.5	236.881	484	-1.72411	0.482703	-0.620703	1.56045	90.0095	42.0646	66.0371	33.9022	0.456998	115.231		47944	23300	35.0386320	1.9868910	99569	225282	1.59244e-07	8.52743e-05
3	2	2	1	2.5	0.707107	4	-0.395378	0.649616	0.127119	0.738922	0.8	0.683077	0.741538	0.0826771	-0.00191488	0.738462		12604	5275	44.0518998	2.4554218	3539	175218	1.19149e-07	4.65483e-04
25	26	6	7	25.5	0.707107	32	-0.594506	0.360768	-0.116869	0.675481	6.59048	7.48308	7.03678	0.631164	0.161648	8.43077		37004	41378	22.3299917	0.1942182	85572	471159	7.97078e-08	4.69376e-06
24	16	11	3	20	5.65685	27	-0.316083	0.763328	0.223622	0.763259	6.81905	5.10769	5.96337	1.21011	0.086735	6.48205		33070	19688	59.7123742	4.5002024	43918	485473	7.21587e-08	2.28576e-04
10	800	0	790	405	558.614	800	-0.293744	-0.106866	-0.200305	0.132143	2.8381	204.04	103.439	142.271	0.0706795	116.374		18173	24974	8.0220436	8.3775375	41763	343348	1.11091e-07	3.35450e-04
35	16	26	7	25.5	13.435	42	-0.819125	0.139421	-0.339852	0.677794	8.68571	4.36	6.52286	3.05874	0.186736	7.81795		26902	34313	40.0134330	3.5316762	123412	197041	1.64491e-07	1.02925e-04
50	17	49	16	33.5	23.3345	66	-1.23357	-1.20918	-1.22138	0.0172466	10.9714	2.92615	6.94879	5.68887	0.810405	31.6846		38559	43493	94.1152020	2.8122788	98488	441813	1.62008e-07	6.46605e-05
505	516	2	13	510.5	7.77817	518	1.60794	3.35599	2.48197	1.23606	211.457	248.966	230.212	26.5229	0.170623	279.203		34636	17441	59.0414793	3.1374828	41836	209634	7.94699e-08	1.79891e-04
5	7	1	3	6	1.41421	8	-0.824435	-0.966198	-0.895316	0.100242	1.1619	1.25538	1.20864	0.0661002	0.0247665	1.24103		7306	33185	77.0767681	2.5535250	96202	248017	1.59442e-07	7.69482e-05
24	20	14	10	22	2.82843	34	-0.412496	0.550671	0.0690876	0.681062	6.64762	6.04615	6.34689	0.4253	0.00127066	6.34615		5921	2389	29.9648740	2.3783242	61400	282602	1.14217e-07	9.95531e-04
24	15	18	9	19.5	6.36396	33	-1.02311	0.618079	-0.202515	1.1605	5.5619	4.63077	5.09634	0.658412	0.133636	5.84872		2277	17010	9.7820369	9.8603598	75361	266685	1.02747e-07	5.79680e-04
7	12	0	5	9.5	3.53553	12	0.381637	-0.853477	-0.23592	0.873357	2.38095	2.34769	2.36432	0.0235184	-0.0243757	2.30769		3665	8954	32.9569812	1.9376939	40218	139773	7.80133e-08	2.16405e-04
6	6	2	2	6	0	8	0.907881	1.03675	0.972313	0.0911209	2.32381	2.12308	2.22344	0.141939	-0.049027	2.11795		36704	29204	94.0302464	2.0393068	81000	64561	9.78352e-08	6.98297e-05
29	29	24	24	29	0	53	0.392595	-0.813738	-0.210571	0.853006	9.75238	5.92923	7.84081	2.70338	0.180368	9.39231		10320	41733	89.4789127	9.4340120	9260	424800	1.47823e-07	2.26056e-04
52	38	37	23	45	9.89949	75	-1.48448	-1.90307	-1.69377	0.295986	10.4857	4.92923	7.70747	3.92903	0.0537646	8.02051		13813	20445	93.4167267	7.1216091	89006	296753	1.18337e-07	3.48330e-04
608	47	578	17	327.5	396.687	625	-2.41315	1.23587	-0.588636	2.58025	85.6	16.3108	50.9554	48.9949	0.925716	563.182		2077	15591	20.7547834	5.8759136	104910	90411	1.63878e-07	3.76879e-04
203	188	122	107	195.5	10.6066	310	1.03561	-1.6778	-0.321094	1.91867	77.0476	28.3754	52.7115	34.4165	0.54323	106.533		1208	32106	95.5951183	5.6014349	83559	1405	8.48470e-08	1.74467e-04
190	20	175	5	105	120.208	195	1.55524	-0.082872	0.736184	1.15832	78.9905	5.12	42.0552	52.2343	0.328429	56.459		49535	22522	45.3611583	2.0607385	21791	262158	1.01146e-07	9.14989e-05
43	27	28	12	35	11.3137	55	-0.427212	-0.409197	-0.418205	0.0127385	11.9048	6.28923	9.097	3.97078	0.156698	10.559		31672	25220	48.8128686	5.5521166	29806	70150	1.16841e-07	2.20147e-04
18	9	13	4	13.5	6.36396	22	0.536098	0.71473	0.625414	0.126312	6.26667	2.88308	4.57487	2.39256	0.131933	5.14872		17138	7488	25.3868887	2.8576017	80671	75508	8.48668e-08	3.81624e-04
24	21	8	5	22.5	2.12132	29	-0.0375583	0.655536	0.308989	0.490091	7.31429	6.50462	6.90945	0.572523	0.0285486	7.09744		46085	46877	3.1548296	6.5016740	85772	423153	1.69879e-07	1.38696e-04
557	60	504	7	308.5	351.432	564	2.85095	2.04395	2.44745	0.570635	281.067	24.0677	152.567	181.726	0.611447	331.903		33874	18581	61.2269178	4.2252742	44908	148537	1.41125e-07	2.27398e-04
31	28	14	11	29.5	2.12132	42	-1.25952	-0.281372	-0.770446	0.691656	6.68571	6.77846	6.73209	0.0655822	0.0683397	7.22821		9321	39710	22.9006223	3.6479186	57065	122648	1.44655e-07	9.18640e-05
8	11	7	10	9.5	2.12132	18	0.0237006	-0.896968	-0.436634	0.651011	2.47619	2.10462	2.2904	0.262743	0.144008	2.66154		33649	2881	41.4671717	9.1445571	32315	454993	1.05325e-07	0.0031741
132	22	124	14	77	77.7817	146	1.78397	-0.816298	0.483834	1.83866	57.0476	4.46462	30.7561	37.1818	0.589641	63.5333		48085	5569	56.1710367	9.8486296	79974	280695	1.25526e-07	0.0017685
19	22	2	5	20.5	2.12132	24	0.667826	0.340434	0.50413	0.231501	6.8	6.30769	6.55385	0.348114	-0.0298175	6.35897		5247	7883	48.6848434	9.7267829	91988	51640	9.46030e-08	0.0012339
14	11	8	5	12.5	2.12132	19	0.0167438	-0.755074	-0.369165	0.545758	4.32381	2.22769	3.27575	1.48218	0.148242	3.7641		2993	12191	80.1433004	5.5063139	12859	34905	1.10981e-07	4.51670e-04
33	23	30	20	28	7.07107	53	0.76355	-0.902982	-0.0697163	1.17842	11.981	4.52923	8.25509	5.26916	0.384147	12.641		45243	17222	91.3688119	6.7652563	7573	306096	1.63480e-07	3.92826e-04
25	18	16	9	21.5	4.94975	34	0.0242113	-0.0764139	-0.0261013	0.0711528	7.73333	4.61538	6.17436	2.20472	0.148028	7.12564		15318	23512	8.2832327	5.7666574	87063	256246	1.39529e-07	2.45264e-04
17	22	6	11	19.5	3.53553	28	-1.03744	-0.31228	-0.67486	0.512766	3.88571	5.26769	4.5767	0.977206	0.365785	7.34872		32028	25479	15.5324886	2.8828674	9207	459212	1.32325e-07	1.13147e-04
2	2	1	1	2	0	3	-1.00161	0.473577	-0.264015	1.04311	0.380952	0.64	0.510476	0.183174	0.149342	0.610256		35490	8005	93.7790186	5.4079601	113014	420165	1.69571e-07	6.75573e-04
9	9	5	5	9	0	14	-0.111338	-0.48849	-0.299914	0.266687	2.68571	2	2.34286	0.484873	0.194967	2.87692		814	40114	97.7773594	9.3841153	56498	145086	1.06657e-07	2.33936e-04
44	13	37	6	28.5	21.9203	50	-2.05335	-0.905098	-1.47922	0.811937	7.04762	2.50154	4.77458	3.21456	0.0233604	4.80769		21022	2534	28.1410976	9.9259606	8966	206869	1.50939e-07	0.0039171
240	9	233	2	124.5	163.342	242	3.0744	1.50709	2.29075	1.10825	125.038	3.46462	64.2514	85.9654	0.571193	125.241		5151	28438	33.9115544	0.2137639	118245	165131	1.20274e-07	7.51684e-06
21	7	18	4	14	9.89949	25	0.690371	-0.647864	0.0212535	0.946275	7.54286	1.44615	4.49451	4.31102	0.249612	5.61538		17073	48049	55.5198014	0.7033694	35320	224624	1.66527e-07	1.46386e-05
22	22	2	2	22	0	24	-0.699392	0.344296	-0.177548	0.737999	5.61905	6.31385	5.96645	0.491297	-0.022849	5.84103		45126	31209	29.2187150	6.2217105	71518	328002	9.91763e-08	1.99356e-04
680	839	10	169	759.5	112.43	849	2.6994	2.45684	2.57812	0.171514	335.933	355.009	345.471	13.4887	0.0736316	373.421		20878	33441	76.1923562	5.8912380	118211	182857	1.30713e-07	1.76168e-04
26	20	18	12	23	4.24264	38	-0.0874572	0.119188	0.0158656	0.14612	7.82857	5.41538	6.62198	1.70638	0.119675	7.44103		28230	41228	77.1217992	7.1462586	119796	39734	1.32816e-07	1.73335e-04
33	37	11	15	35	2.82843	48	-0.0462102	0.735199	0.344494	0.552539	10.0381	11.5908	10.8144	1.09791	0.00384587	10.8795		44536	24475	57.4898202	9.9982816	29070	352177	1.07395e-07	4.08510e-04
100	154	52	106	127	38.1838	206	-1.98317	2.64439	0.330611	3.27218	16.8381	67.4062	42.1221	35.757	0.225979	57.2333		12000	16155	62.6387933	0.2450006	78694	311664	1.52511e-07	1.51656e-05
