S_1	S_2	prS_1	prS_2	mean_S	sd_S	tot_S	D_1	D_2	mean_D	sd_D	Pi_1	Pi_2	mean_Pi	sd_Pi	FST_2_1	PI_2_1		NPOP1	NPOP2	RSANC	T1	MUTRATE
6	390	2	386	198	271.529	392	0.835607	0.900204	0.867906	0.0456767	2.28571	125.298	63.7921	86.9831	0.742663	299.738		13193	27510	13.1020593	377660	1.23046e-07
5	30	5	30	17.5	17.6777	35	-1.07514	1.35365	0.139251	1.71741	1.04762	10.7292	5.88842	6.84593	0.979487	352.39		40957	40723	58.4925618	269650	6.72791e-08
4	22	4	22	13	12.7279	26	-1.26993	-1.43811	-1.35402	0.118924	0.742857	3.47385	2.10835	1.9311	0.983778	153.364		22861	35359	48.8067601	279887	1.45523e-07
32	34	32	34	33	1.41421	66	0.256049	0.857298	0.556673	0.425148	10.4381	10.9508	10.6944	0.362515	0.868184	81.6154		37311	21707	25.2137133	114159	1.60967e-07
22	23	21	22	22.5	0.707107	44	0.136898	-0.89	-0.376551	0.726126	6.99048	4.55077	5.77062	1.72513	0.986537	403.395		32484	40805	65.4290791	151666	1.45791e-07
4	18	4	18	11	9.89949	22	1.90684	-1.15431	0.376266	2.16456	1.9619	3.18154	2.57172	0.862411	0.996055	695.31		41801	44466	16.3000723	120817	1.39858e-07
42	60	39	57	51	12.7279	99	-0.0323904	-2.47223	-1.25231	1.72523	12.819	5.63077	9.22491	5.08288	0.956736	190.7		8246	1037	52.9553625	166467	1.35926e-07
16	15	16	15	15.5	0.707107	31	0.507942	0.0746419	0.291292	0.306389	5.54286	4.01538	4.77912	1.08009	0.98008	229.3		10874	36488	67.2708967	358721	1.34952e-07
18	19	18	19	18.5	0.707107	37	0.578013	-0.0533461	0.262334	0.446438	6.32381	4.90462	5.61421	1.00352	0.95157	111.972		41558	26665	84.3536544	302557	9.16172e-08
24	15	23	14	19.5	6.36396	38	-0.0322021	-1.07473	-0.553465	0.737177	7.32381	2.71385	5.01883	3.25974	0.979038	208.997		2310	44622	75.4578304	275288	1.52794e-07
4	31	4	31	17.5	19.0919	35	-0.972108	-1.13449	-1.0533	0.11482	0.857143	5.64615	3.25165	3.38634	0.957179	91.1026		47850	25807	26.8534089	63706	1.13434e-07
13	165	12	164	89	107.48	177	-0.916039	3.32877	1.20636	3.00153	3.06667	79.6831	41.3749	54.176	0.535584	102.659		12256	1088	83.3123838	59799	1.00806e-07
23	1	23	1	12	15.5563	24	-0.193486	-1.15559	-0.674537	0.680309	6.74286	0.0769231	3.40989	4.71353	0.963959	69.3718		4568	7157	88.2323980	431282	8.47028e-08
26	4	26	4	15	15.5563	30	0.141171	1.28868	0.714923	0.811408	8.26667	1.55385	4.91026	4.74668	0.924269	53.1872		46196	43167	90.3693804	166361	1.40960e-07
15	28	13	26	21.5	9.19239	41	0.524327	-0.7753	-0.125487	0.918975	5.21905	5.79692	5.50799	0.40862	0.980862	291.992		42689	33954	72.5166791	193505	1.65405e-07
11	14	11	14	12.5	2.12132	25	-0.382095	-0.133779	-0.257937	0.175586	3.04762	3.52615	3.28689	0.338375	0.990623	357.677		6777	27409	57.2810892	412530	1.20699e-07
25	22	24	21	23.5	2.12132	46	0.581057	0.915903	0.74848	0.236772	8.7619	7.22462	7.99326	1.08703	0.980329	395.528		40812	2894	8.9746719	439917	1.30634e-07
14	50	14	50	32	25.4558	64	-0.0709369	-0.416853	-0.243895	0.2446	4.22857	11.6738	7.95121	5.2646	0.981887	495.995		1189	6909	67.4208178	84828	1.43776e-07
0	38	0	38	19	26.8701	38	0	0.22192	0.11096	0.156921	0	10.5446	5.27231	7.45617	0.976703	288.808		17707	41294	37.5135016	492643	1.50042e-07
9	40	7	38	24.5	21.9203	47	-0.808046	0.491742	-0.158152	0.919089	2.17143	11.8462	7.00879	6.84106	0.980299	423.792		7703	40380	48.8823886	323749	7.78343e-08
25	22	25	22	23.5	2.12132	47	0.457314	0.908179	0.682746	0.31881	8.53333	7.21231	7.87282	0.934106	0.987603	620.177		24901	16041	93.8706023	27647	6.87578e-08
7	2	7	2	4.5	3.53553	9	0.158596	-0.155131	0.00173221	0.221838	2.24762	0.486154	1.36689	1.24554	0.996839	354.038		45056	21333	39.5011315	245247	1.11185e-07
9	34	9	34	21.5	17.6777	43	-1.1435	0.415249	-0.364125	1.1022	1.92381	9.89846	5.91114	5.63893	0.913072	79.9282		5446	17347	70.7181381	180733	1.67462e-07
20	3	20	3	11.5	12.0208	23	0.000993327	-1.31104	-0.655023	0.927747	6.15238	0.366154	3.25927	4.09148	0.986163	177.305		13273	38340	89.7809922	48321	6.90073e-08
8	4	8	4	6	2.82843	12	0.907495	-0.695405	0.106045	1.13342	3.06667	0.775385	1.92103	1.62018	0.988294	136.795		5915	18777	27.4809347	116397	8.97668e-08
71	4	71	4	37.5	47.3762	75	-0.523244	-0.703248	-0.613246	0.127282	19.2095	0.772308	9.99092	13.0371	0.979228	358.144		26747	37013	71.9594384	185398	7.26092e-08
15	49	14	48	32	24.0416	63	-1.22295	0.67779	-0.272579	1.34403	3.2	15.12	9.16	8.42871	0.977766	486.079		35444	7701	10.9177789	208763	1.09664e-07
35	19	35	19	27	11.3137	54	-1.5323	2.46141	0.464553	2.82398	6.87619	8.41538	7.64579	1.08837	0.880759	65.7462		23565	17507	76.1820536	451621	1.03442e-07
49	31	47	29	40	12.7279	78	-0.0443646	0.256099	0.105867	0.21246	14.9143	8.68308	11.7987	4.40613	0.97053	371.333		12848	12009	62.5114563	75571	1.31772e-07
11	24	11	24	17.5	9.19239	35	0.138738	1.04535	0.592043	0.641069	3.50476	8.09231	5.79853	3.24388	0.941746	110.064		48929	27585	18.2737719	387650	9.50376e-08
22	0	22	0	11	15.5563	22	0.206588	0	0.103294	0.14608	7.10476	0	3.55238	5.02383	0.966457	76.9333		20690	4474	15.1175968	297882	1.07879e-07
14	19	14	19	16.5	3.53553	33	-1.03542	-0.342069	-0.688747	0.490276	3.18095	4.50154	3.84125	0.933795	0.989336	377.492		17300	10597	55.1873820	305896	1.23321e-07
7	20	7	20	13.5	9.19239	27	-0.383077	0.0834068	-0.149835	0.329854	1.92381	5.36308	3.64344	2.43193	0.869962	31.3128		27649	33219	49.6849637	77190	8.48710e-08
46	53	43	50	49.5	4.94975	96	0.984104	-0.777576	0.103264	1.2457	17.3905	11.0708	14.2306	4.46871	0.968477	423.962		43436	36055	60.0725597	357027	1.69671e-07
63	4	63	4	33.5	41.7193	67	1.26539	-0.21703	0.524179	1.04823	25.0286	0.963077	12.9958	17.0169	0.903129	102.167		35688	29226	13.4410825	394022	1.29507e-07
28	14	28	14	21	9.89949	42	0.15679	-0.0731818	0.0418041	0.162615	8.93333	3.59077	6.26205	3.77776	0.972696	202.426		1541	11238	70.0277280	402876	1.57263e-07
37	12	36	11	24.5	17.6777	48	0.887118	-1.02152	-0.0672013	1.34961	13.7524	2.19077	7.97158	8.17529	0.957816	151.785		16249	9477	12.8291640	400664	1.18744e-07
9	4	9	4	6.5	3.53553	13	0.946626	-0.0523436	0.447141	0.706378	3.46667	1.02769	2.24718	1.72462	0.993069	274.918		2324	32810	99.9214838	126348	1.23211e-07
1	139	1	139	70	97.5807	140	1.12241	1.86764	1.49502	0.526959	0.47619	53.6985	27.0873	37.6338	0.942023	589.936		37510	37432	6.2885288	453139	1.32983e-07
9	1	9	1	5	5.65685	10	-0.550006	0.380877	-0.0845646	0.658234	2.3619	0.323077	1.34249	1.44167	0.983148	62.859		33621	5306	84.8203451	262312	1.28797e-07
14	3	14	3	8.5	7.77817	17	-0.123545	0.216039	0.0462467	0.240122	4.17143	0.855385	2.51341	2.3448	0.958717	49.9744		37791	42543	38.7188746	446388	1.64702e-07
9	10	9	10	9.5	0.707107	19	0.19831	-0.479103	-0.140397	0.479004	2.91429	2.23692	2.5756	0.478968	0.987417	197.177		11312	47977	36.0283161	59255	1.03288e-07
6	14	6	14	10	5.65685	20	0.329693	-0.240546	0.0445734	0.40322	2.01905	3.41231	2.71568	0.985184	0.974991	116.269		34489	10637	33.8529496	46669	1.49102e-07
3	13	3	13	8	7.07107	16	2.06105	2.13146	2.09626	0.049783	1.5619	5.53846	3.55018	2.81185	0.953884	88.641		40216	30086	59.5493722	247897	1.18677e-07
22	30	21	29	26	5.65685	51	-0.53678	0.254102	-0.141339	0.559238	5.88571	8.4	7.14286	1.77787	0.986423	551.895		38229	43631	10.1170061	72042	9.18705e-08
14	9	14	9	11.5	3.53553	23	-1.64919	-0.249523	-0.949356	0.989714	2.51429	2.17538	2.34484	0.239639	0.974796	91.1821		43144	9908	24.7266740	418453	1.06362e-07
15	19	15	19	17	2.82843	34	-0.398762	-0.17677	-0.287766	0.156973	4.15238	4.73231	4.44234	0.41007	0.976627	193.487		3564	43163	62.8166931	235529	8.62792e-08
3	17	3	17	10	9.89949	20	-0.579611	-0.401222	-0.490416	0.12614	0.742857	3.94769	2.34527	2.26616	0.993738	446.3		5712	42488	8.2676204	497037	1.38939e-07
9	15	9	15	12	4.24264	24	-0.57581	-0.895394	-0.735602	0.22598	2.34286	2.91692	2.62989	0.405926	0.99341	411.259		22238	3097	53.0002908	363030	1.47507e-07
67	14	67	14	40.5	37.4767	81	1.20556	-1.14662	0.0294694	1.66325	26.3238	2.44615	14.385	16.8841	0.96146	288.9		43878	32389	96.3758903	338445	1.47133e-07
8	18	8	18	13	7.07107	26	-1.1737	0.208094	-0.482802	0.977074	1.67619	4.99385	3.33502	2.34594	0.967585	116.9		23813	42871	1.9964140	80786	1.21646e-07
12	28	11	27	20	11.3137	39	-1.48298	-1.27387	-1.37843	0.14786	2.28571	4.80615	3.54593	1.78222	0.966245	115.262		44628	11199	94.3912613	357479	1.53117e-07
15	6	15	6	10.5	6.36396	21	0.919936	0.0983995	0.509168	0.580914	5.67619	1.62462	3.6504	2.8649	0.989394	290.81		18824	43856	36.6519231	202496	1.60592e-07
4	2	4	2	3	1.41421	6	-0.723923	-0.959878	-0.8419	0.166846	0.952381	0.289231	0.620806	0.468918	0.995353	113.554		31491	34092	62.6858064	150400	1.61737e-07
14	43	14	43	28.5	20.5061	57	-0.561949	0.765358	0.101705	0.938548	3.69524	13.5415	8.61839	6.96239	0.968919	320.723		7927	31894	93.5574555	353352	6.97304e-08
88	80	85	77	84	5.65685	165	-0.396483	-0.430091	-0.413287	0.0237644	24.6095	18.6462	21.6278	4.21674	0.852026	141.231		45357	42639	98.3635720	295034	1.02958e-07
13	26	12	25	19.5	9.19239	38	-1.0659	-1.53081	-1.29836	0.328738	2.91429	3.97231	3.4433	0.748135	0.939518	59.2641		32045	12707	54.7280755	496310	6.77128e-08
27	8	27	8	17.5	13.435	35	0.321955	-1.146	-0.412025	1.038	8.94286	1.33231	5.13758	5.38147	0.976436	173.444		9708	24877	25.4528312	278918	1.24483e-07
13	34	11	32	23.5	14.8492	45	-0.129242	0.0585081	-0.0353672	0.13276	3.86667	9.04923	6.45795	3.66463	0.970845	245.921		21620	11209	81.8600819	60144	1.22783e-07
2	356	1	355	179	250.316	357	-1.00161	3.30565	1.15202	3.04569	0.380952	170.757	85.5689	120.474	0.605607	256.323		40343	6312	83.8703108	350438	1.57089e-07
19	4	19	4	11.5	10.6066	23	-0.568781	-0.773827	-0.671304	0.14499	5.02857	0.744615	2.88659	3.02921	0.982742	132.795		1339	33205	39.5322489	172620	8.11934e-08
22	37	22	37	29.5	10.6066	59	1.29841	-0.676073	0.311169	1.39617	8.89524	7.95385	8.42454	0.665665	0.909141	91.3795		11205	15564	2.7729719	77499	1.01813e-07
59	694	17	652	376.5	449.013	711	0.342522	3.87774	2.11013	2.49978	19.581	358.415	188.998	239.592	0.4189	364.59		19851	48402	40.9401399	92388	1.08696e-07
20	13	20	13	16.5	4.94975	33	0.343474	-0.782036	-0.219281	0.795855	6.66667	2.62462	4.64564	2.85816	0.889408	37.3641		7714	3008	29.2537889	420242	7.75241e-08
761	693	156	88	727	48.0833	849	0.96202	-0.709476	0.126272	1.18193	284.6	149.351	216.975	95.6356	0.657759	595.369		25278	42141	94.1693006	209942	1.59179e-07
36	0	36	0	18	25.4558	36	-1.33934	0	-0.669669	0.947055	7.58095	0	3.79048	5.36054	0.958372	66.3333		24721	12171	62.4826283	287897	1.49807e-07
45	26	45	26	35.5	13.435	71	-1.45548	0.859773	-0.297852	1.63713	9.14286	8.40923	8.77604	0.518752	0.975107	348.485		29892	41260	87.3121401	134488	1.65188e-07
1	13	1	13	7	8.48528	14	1.37595	-1.56348	-0.0937661	2.07849	0.514286	1.84308	1.17868	0.939597	0.995904	333.362		33643	42181	40.5425272	304021	1.54995e-07
14	12	14	12	13	1.41421	26	-0.386587	0.942284	0.277848	0.939654	3.88571	4.02462	3.95516	0.0982179	0.971748	140.672		6799	10282	42.2422057	230384	7.25108e-08
14	39	13	38	26.5	17.6777	52	0.542828	0.520868	0.531848	0.015528	4.89524	11.6308	8.263	4.76274	0.979213	442.354		29478	14119	42.9286583	110047	7.19618e-08
25	27	25	27	26	1.41421	52	0.653241	-0.960017	-0.153388	1.14075	8.89524	5.23077	7.063	2.59117	0.936304	103.236		28272	25035	28.5289848	443559	9.55926e-08
508	15	503	10	261.5	348.604	518	2.42982	-0.131864	1.14898	1.81138	241.581	3.78154	122.681	168.15	0.790055	454.71		10078	39537	16.4844122	194810	1.14956e-07
244	399	73	228	321.5	109.602	472	2.82637	1.72432	2.27535	0.779267	122.914	149.815	136.365	19.0219	0.236788	180.238		19023	45237	44.0274155	146695	8.79845e-08
22	19	21	18	20.5	2.12132	40	-0.676161	-0.0291022	-0.352632	0.45754	5.65714	4.93846	5.2978	0.508184	0.905438	55.0436		9668	27326	97.6955839	66974	1.51055e-07
4	63	3	62	33.5	41.7193	66	1.16228	1.7118	1.43704	0.388566	1.67619	23.8338	12.755	15.6678	0.974231	613.431		43594	31490	11.3508649	397360	1.22373e-07
2	1	2	1	1.5	0.707107	3	-1.49051	1.4372	-0.0266555	2.0702	0.266667	0.492308	0.379487	0.159552	0.997968	202.385		342	27909	6.0603658	78083	1.38583e-07
2	0	2	0	1	1.41421	2	-1.49051	0	-0.745254	1.05395	0.266667	0	0.133333	0.188562	0.998708	74.1333		35183	3949	26.7366979	66741	1.10746e-07
16	45	16	45	30.5	20.5061	61	-0.324045	1.4273	0.551629	1.23839	4.52381	16.2185	10.3711	8.26937	0.974452	469.023		34655	19294	61.6945749	37715	1.45438e-07
11	132	9	130	71.5	85.5599	141	-2.0531	1.51516	-0.268973	2.52314	1.58095	47.9108	24.7459	32.7601	0.919706	383.7		6416	43331	31.7067450	391387	1.68216e-07
23	5	23	5	14	12.7279	28	1.30001	1.71127	1.50564	0.290804	9.29524	2.10154	5.69839	5.08671	0.958622	114.108		25309	4623	63.8483703	450021	7.20097e-08
145	20	143	18	82.5	88.3883	163	-1.92061	-0.249151	-1.08488	1.1819	25.1619	4.87692	15.0194	14.3436	0.632803	35.6795		1669	11100	31.7542195	254933	1.02544e-07
20	59	19	58	39.5	27.5772	78	1.32018	1.49905	1.40961	0.126483	8.13333	21.4831	14.8082	9.43969	0.859103	116.772		24422	11697	19.7422532	241816	1.27265e-07
40	30	40	30	35	7.07107	70	0.285218	-0.899186	-0.306984	0.8375	13.1238	5.95692	9.54037	5.06775	0.825141	49.6872		40784	8753	13.8078035	308083	1.01917e-07
16	22	16	22	19	4.24264	38	0.647902	0.363607	0.505755	0.201027	5.71429	6.34462	6.02945	0.44571	0.979382	296.664		25692	29418	66.8909191	154921	1.38949e-07
14	29	13	28	21.5	10.6066	42	-0.351515	-1.46126	-0.906388	0.784709	3.92381	4.6	4.2619	0.478139	0.916167	51.8897		5145	45367	8.2262838	43871	1.47817e-07
18	56	18	56	37	26.8701	74	0.284609	1.59741	0.941007	0.928287	5.92381	20.7785	13.3511	10.5038	0.954175	335.187		32594	15648	62.9387110	233442	7.21692e-08
26	13	26	13	19.5	9.19239	39	-0.922447	-0.3144	-0.618423	0.429954	6.22857	3.09231	4.66044	2.21767	0.964169	118.121		38644	18062	60.4093810	275161	1.57605e-07
8	2	8	2	5	4.24264	10	0.479852	0.385558	0.432705	0.0666762	2.78095	0.618462	1.69971	1.52911	0.979494	68.2897		26529	46963	67.1360753	380715	1.60921e-07
22	42	20	40	32	14.1421	62	-0.211556	-0.941871	-0.576713	0.51641	6.41905	8.27077	7.34491	1.30936	0.967992	237.392		5336	35817	34.3454217	180910	1.35023e-07
13	0	13	0	6.5	9.19239	13	-1.32817	0	-0.664085	0.939158	2.64762	0	1.32381	1.87215	0.991807	116.333		11049	39231	27.7342923	493688	1.01143e-07
33	19	33	19	26	9.89949	52	-0.324069	-0.752011	-0.53804	0.302601	9.37143	3.92923	6.65033	3.84821	0.988802	526.056		9761	23118	19.9702291	426183	9.54484e-08
21	31	21	31	26	7.07107	52	-1.66211	0.535061	-0.563524	1.55363	3.84762	9.29231	6.56996	3.84998	0.980432	374.295		33606	30857	79.0838679	312093	1.50990e-07
23	40	23	40	31.5	12.0208	63	-1.47522	0.243239	-0.615991	1.21513	4.55238	11.1569	7.85465	4.67012	0.92187	111.618		27458	28098	44.8523499	283686	1.16456e-07
8	8	8	8	8	0	16	-0.746056	-1.32136	-1.03371	0.406799	1.9619	1.21538	1.58864	0.527869	0.989632	143.172		5067	41518	80.9778030	469383	7.93169e-08
116	125	39	48	120.5	6.36396	164	-0.709498	0.521345	-0.0940764	0.870338	29.9143	37.1015	33.5079	5.08216	0.590439	83.3795		36460	15583	68.2194494	472465	1.19008e-07
8	520	3	515	264	362.039	523	-0.0333183	0.162547	0.0646144	0.138498	2.4381	141.822	72.1298	98.559	0.800023	441.344		32026	35406	23.7651348	387676	7.86541e-08
7	31	7	31	19	16.9706	38	-1.33897	-0.563882	-0.951426	0.54807	1.35238	6.89231	4.12234	3.91732	0.989633	472.318		1836	26086	2.5040802	321110	1.18698e-07
12	15	12	15	13.5	2.12132	27	-0.799329	-1.0068	-0.903064	0.146703	2.93333	2.79077	2.86205	0.100808	0.973674	107.969		10646	45583	5.9545868	47088	1.47353e-07
71	37	71	37	54	24.0416	108	2.07453	-0.102968	0.985781	1.53972	32.2476	9.43077	20.8392	16.1339	0.95212	370.918		35011	6557	73.5809108	323913	8.58674e-08
44	150	37	143	97	74.9533	187	0.666936	2.58803	1.62748	1.35842	15.6381	65.1046	40.3714	34.9781	0.672462	138.295		39753	1777	40.1415409	416069	6.91227e-08
17	47	17	47	32	21.2132	64	0.846582	-0.433128	0.206727	0.904892	6.32381	10.9169	8.62037	3.24782	0.878255	75.5462		25642	27376	51.3788822	439944	9.75581e-08
29	21	28	20	25	5.65685	49	0.258033	-0.530823	-0.136395	0.557805	9.46667	4.69231	7.07949	3.37598	0.947495	122.615		33674	21874	57.6274611	187768	7.36800e-08
18	5	18	5	11.5	9.19239	23	-0.190427	0.194026	0.00179983	0.271849	5.27619	1.4	3.3381	2.74088	0.9314	41.1821		38023	27891	74.4341940	416534	7.89290e-08
22	10	22	10	16	8.48528	32	-1.09431	-0.705809	-0.900057	0.274709	4.97143	2.05538	3.51341	2.06195	0.991072	347.823		21001	41283	81.9194323	196676	1.37606e-07
8	9	8	9	8.5	0.707107	17	1.84831	-0.417219	0.715544	1.60197	3.69524	2.05231	2.87377	1.16173	0.980157	133.356		3389	21491	98.6455287	459594	1.29594e-07
21	47	20	46	34	18.3848	67	-0.158462	-0.727321	-0.442892	0.402244	6.20952	9.96615	8.08784	2.65634	0.963891	238.179		9184	39847	80.8615121	331542	1.52705e-07
47	20	47	20	33.5	19.0919	67	-0.888004	0.310725	-0.28864	0.847629	11.4667	5.69538	8.58103	4.08091	0.95961	193.036		10252	6652	89.4914335	356870	1.03375e-07
2	54	2	54	28	36.7696	56	-1.49051	1.41835	-0.0360796	2.05687	0.266667	19.3846	9.82564	13.5184	0.976986	541.672		23945	38845	20.0739992	266097	7.55554e-08
18	7	18	7	12.5	7.77817	25	0.312552	0.132568	0.22256	0.127268	5.9619	1.91385	3.93788	2.86241	0.956746	78.3538		19362	4706	69.8058018	196478	1.40562e-07
92	39	87	34	65.5	37.4767	126	2.37302	0.134554	1.25379	1.58284	43.6381	10.5846	27.1114	23.3723	0.906128	243.338		13619	7232	82.0863822	35251	6.71157e-08
11	13	11	13	12	1.41421	24	-1.59737	0.110164	-0.743604	1.20741	1.98095	3.51692	2.74894	1.0861	0.978691	138.974		49906	11328	75.6027273	495826	1.51166e-07
15	133	13	131	74	83.4386	146	-0.118539	-2.42492	-1.27173	1.63086	4.47619	13.3785	8.92733	6.29486	0.903001	103.851		19089	32620	81.5083022	272194	1.51338e-07
4	6	4	6	5	1.41421	10	0.417728	-0.631425	-0.106848	0.741863	1.39048	1.23692	1.3137	0.108578	0.997289	476.669		44829	11861	6.8750990	148314	1.36919e-07
9	18	9	18	13.5	6.36396	27	0.249918	-0.677813	-0.213948	0.656005	2.95238	3.81538	3.38388	0.610236	0.982997	206.062		33416	42959	38.3369836	77291	1.54022e-07
13	3	13	3	8	7.07107	16	0.451488	-0.475468	-0.01199	0.655457	4.45714	0.633846	2.54549	2.70348	0.979389	97.8256		13868	322	79.7613520	196143	1.37800e-07
7	0	7	0	3.5	4.94975	7	0.349774	0	0.174887	0.247328	2.3619	0	1.18095	1.67012	0.984958	56.6667		42061	33666	99.5239680	71449	9.03966e-08
12	5	12	5	8.5	4.94975	17	-0.819436	0.852831	0.0166973	1.18247	2.91429	1.70462	2.30945	0.855366	0.970014	71.4821		26563	49075	28.8258027	417605	1.63378e-07
7	110	6	109	58.5	72.832	116	-2.03996	2.18727	0.0736559	2.9891	0.933333	44.9077	22.9205	31.0946	0.932379	425.103		48391	3226	63.5330743	34428	1.37605e-07
7	14	7	14	10.5	4.94975	21	-0.988476	-1.41787	-1.20317	0.303627	1.5619	2.15692	1.85941	0.420741	0.995144	400.1		30985	19717	9.0663194	339781	1.50136e-07
5	13	5	13	9	5.65685	18	-0.657295	0.522421	-0.0674367	0.834185	1.2381	3.92923	2.58366	1.90292	0.95367	63.6179		19139	14806	33.7792876	344976	1.56948e-07
3	39	3	39	21	25.4558	42	-0.641021	0.662895	0.010937	0.922008	0.72381	12.0154	6.3696	7.98435	0.962664	211.823		29953	7470	72.3086155	402354	1.15491e-07
10	20	10	20	15	7.07107	30	-0.435184	1.28945	0.427135	1.2195	2.72381	7.12615	4.92498	3.11293	0.988706	490.497		930	46847	92.9471228	51366	1.54486e-07
18	8	18	8	13	7.07107	26	0.536098	-0.573808	-0.0188549	0.784822	6.26667	1.71385	3.99026	3.21933	0.991863	412.056		15963	919	79.5235032	421588	8.75855e-08
28	1	28	1	14.5	19.0919	29	1.11183	-1.15559	-0.0218788	1.60331	10.8952	0.0769231	5.48608	7.6497	0.95259	84.9051		25211	7341	40.6019882	239921	9.76183e-08
19	31	19	31	25	8.48528	50	1.33267	0.606915	0.969792	0.513185	7.75238	9.44923	8.60081	1.19985	0.962754	237.131		18710	26107	70.9703358	137482	9.24015e-08
3	47	3	47	25	31.1127	50	0.832838	-0.293172	0.269833	0.796209	1.18095	11.3692	6.27509	7.2042	0.985291	523.008		6497	14142	0.3261935	447521	1.36086e-07
12	6	12	6	9	4.24264	18	-0.336859	-0.608256	-0.472558	0.191906	3.37143	1.24923	2.31033	1.50062	0.95706	47.1026		45213	37186	93.9737843	142991	1.60653e-07
27	1	27	1	14	18.3848	28	-1.80326	1.53323	-0.135017	2.35925	4.72381	0.507692	2.61575	2.98125	0.993287	301.6		25744	9394	45.3317735	322672	1.11544e-07
6	13	6	13	9.5	4.94975	19	-1.15191	-0.329783	-0.740848	0.581333	1.2381	3.07692	2.15751	1.30025	0.991463	282.869		41149	32869	18.2910214	368227	9.91913e-08
8	18	8	18	13	7.07107	26	-0.00480886	0.504168	0.249679	0.359901	2.45714	5.38769	3.92242	2.07221	0.990321	447.595		4978	34205	85.3782043	222638	1.36930e-07
20	22	19	21	21	1.41421	41	-1.17866	-0.163584	-0.671123	0.717768	4.38095	5.50462	4.94278	0.79455	0.859663	36.2077		5097	14648	44.8263153	26377	1.66828e-07
20	70	20	70	45	35.3553	90	0.0644156	1.63715	0.850783	1.11209	6.24762	26.0985	16.173	14.0367	0.913394	216.554		42766	10477	47.4706850	445459	1.65557e-07
40	29	38	27	34.5	7.77817	67	-1.73711	-0.449506	-1.09331	0.910471	7.29524	6.67692	6.98608	0.437215	0.972559	251.482		41535	24229	30.2854151	320942	6.97540e-08
19	13	19	13	16	4.24264	32	-0.462406	0.402436	-0.0299849	0.611536	5.18095	3.80923	4.49509	0.969954	0.765866	18.5462		33094	41696	7.2722175	273133	7.75151e-08
18	17	18	17	17.5	0.707107	35	-0.00879543	-0.281975	-0.145385	0.193167	5.52381	4.09846	4.81114	1.00787	0.964561	130.267		41006	14638	98.9880592	392428	8.73027e-08
11	27	10	26	19	11.3137	37	0.507662	1.04151	0.774585	0.377486	3.82857	9.07692	6.45275	3.71115	0.779169	31.9077		4161	3741	70.6803607	152112	1.07332e-07
40	29	40	29	34.5	7.77817	69	0.668534	-1.90793	-0.619699	1.82184	14.2286	3.68308	8.95582	7.45679	0.963138	203.946		46019	40357	11.8071757	468011	1.53557e-07
7	3	7	3	5	2.82843	10	-0.0325829	-0.360217	-0.1964	0.231672	2.13333	0.670769	1.40205	1.03419	0.983999	74.9179		21083	22077	31.6763328	130291	9.25491e-08
7	5	7	5	6	1.41421	12	-1.30711	-0.305068	-0.806087	0.708548	1.37143	1.16923	1.27033	0.142975	0.989734	120.995		34048	5770	93.0882817	274180	1.30109e-07
26	13	26	13	19.5	9.19239	39	0.379739	0.476273	0.428006	0.0682598	8.72381	3.88308	6.30344	3.42291	0.940688	95.3795		26611	33374	40.9353407	274598	9.08084e-08
14	0	14	0	7	9.89949	14	0.80587	0	0.402935	0.569836	5.18095	0	2.59048	3.66349	0.974457	73.4667		1337	48837	58.6203273	36642	1.45145e-07
91	13	89	11	52	55.1543	102	2.63722	-0.262099	1.18756	2.05013	44.8571	3.14462	24.0009	29.4952	0.683077	62.4487		14740	8761	51.5600913	102207	1.23514e-07
31	28	29	26	29.5	2.12132	57	-2.05973	0.294619	-0.882556	1.66478	4.87619	7.92308	6.39963	2.15447	0.981205	362.972		20789	44574	25.3062941	327636	9.54832e-08
29	35	28	34	32	4.24264	63	-1.24906	0.664304	-0.29238	1.35296	6.26667	10.7969	8.53179	3.20338	0.775491	40.2744		35865	27679	77.8215498	29907	1.18031e-07
14	13	14	13	13.5	0.707107	27	-0.982816	0.408589	-0.287114	0.983872	3.2381	3.81538	3.52674	0.408205	0.983733	221.733		49719	21272	54.7203433	163338	7.49614e-08
13	13	13	13	13	0	26	1.29448	0.371671	0.833077	0.652528	5.31429	3.77846	4.54637	1.08599	0.981643	236.064		42169	35289	96.5372052	32049	1.60083e-07
49	16	49	16	32.5	23.3345	65	0.417872	0.0521248	0.234998	0.258622	16.5333	4.25538	10.3944	8.68182	0.907549	95.2564		45399	27915	54.4276765	366488	1.67626e-07
6	8	6	8	7	1.41421	14	-1.54942	-0.859907	-1.20466	0.487557	1.02857	1.52308	1.27582	0.349668	0.991651	161.095		1545	27732	48.0906633	336656	7.97323e-08
26	30	26	30	28	2.82843	56	0.876757	-0.836728	0.0200144	1.21162	9.67619	6.08923	7.88271	2.53636	0.970307	248.892		43404	33145	30.6433250	369954	9.31275e-08
71	9	71	9	40	43.8406	80	-1.67127	0.0690999	-0.801087	1.23063	13.4476	2.40923	7.92842	7.80532	0.982475	364.977		12875	28367	63.9673965	237465	1.46273e-07
24	15	24	15	19.5	6.36396	39	-0.144683	-0.240552	-0.192618	0.0677892	7.12381	3.65846	5.39114	2.45037	0.959493	121.464		41322	35102	39.4514150	320332	1.00304e-07
