S_1	S_2	prS_1	prS_2	mean_S	sd_S	tot_S	D_1	D_2	mean_D	sd_D	Pi_1	Pi_2	mean_Pi	sd_Pi	FST_2_1	PI_2_1		NPOP1	NPOP2	RSANC	T1	MUTRATE
25	20	25	20	22.5	3.53553	45	1.42664	0.184437	0.805537	0.878369	10.3238	5.51077	7.91729	3.40333	0.942786	127.126		49914	35358	75.4274294	101864	1.36721e-07
12	48	12	48	30	25.4558	60	-1.90523	-1.77314	-1.83919	0.0934057	1.88571	6.73231	4.30901	3.42706	0.989195	461.449		20025	32342	41.8917309	345799	9.95940e-08
6	16	6	16	11	7.07107	22	1.63062	-1.57568	0.027466	2.2672	2.70476	2.30462	2.50469	0.282946	0.988911	220.828		27257	9821	87.7797306	331165	1.29525e-07
0	34	0	34	17	24.0416	34	0	0.151571	0.0757855	0.107177	0	9.27077	4.63538	6.55542	0.976201	248.538		11233	38873	7.8089919	390091	1.16033e-07
8	39	6	37	23.5	21.9203	45	-0.0333183	-0.123367	-0.0783429	0.0636743	2.4381	9.88615	6.16212	5.26657	0.981978	399.267		12706	37394	74.5349891	227445	1.49837e-07
5	41	5	41	23	25.4558	46	-0.0723056	0.699146	0.31342	0.545499	1.50476	12.7292	7.117	7.9369	0.973967	332.774		14838	47483	68.4297929	280828	1.30099e-07
13	27	13	27	20	9.89949	40	0.713754	1.01108	0.862419	0.210245	4.72381	9.01846	6.87114	3.03678	0.96962	245.564		21232	22138	92.8875033	333338	1.06396e-07
417	12	410	5	214.5	286.378	422	-2.46404	-1.1006	-1.78232	0.964098	57.1429	2.11692	29.6299	38.9092	0.958277	531.128		15166	13473	12.8611908	110021	9.29865e-08
3	23	3	23	13	14.1421	26	0.0959081	0.558469	0.327189	0.32708	0.952381	6.95385	3.95311	4.24368	0.98793	396.887		5322	26052	64.2431350	415491	7.29668e-08
15	15	15	15	15	0	30	0.771583	0.123551	0.447567	0.458227	5.50476	4.07077	4.78777	1.01399	0.9854	314.269		10695	27846	68.8648620	289034	1.40798e-07
45	18	43	16	31.5	19.0919	61	-0.316236	0.943652	0.313708	0.890875	12.819	5.97231	9.39568	4.84138	0.94532	155.038		40380	45954	45.9238510	446969	1.00630e-07
4	16	4	16	10	8.48528	20	-0.128279	0.450091	0.160906	0.408969	1.18095	4.73231	2.95663	2.51119	0.993436	526.277		27876	38908	10.5205874	395185	1.05622e-07
24	15	24	15	19.5	6.36396	39	-0.348221	-0.400866	-0.374543	0.0372255	6.7619	3.47692	5.11941	2.32283	0.960224	117.474		6652	25929	23.9941921	225959	8.88148e-08
27	9	27	9	18	12.7279	36	-0.0954119	-0.517837	-0.306624	0.2987	8.11429	1.97846	5.04637	4.33868	0.971198	145.944		1305	27666	5.5792465	303648	1.07656e-07
16	24	15	23	20	5.65685	39	-0.129655	-1.54504	-0.837348	1.00083	4.7619	3.62462	4.19326	0.804185	0.989748	393.533		33386	4511	52.2183107	49759	1.35889e-07
29	51	28	50	40	15.5563	79	1.16857	0.189711	0.679141	0.692158	11.4	14.0277	12.7138	1.85806	0.963772	360.833		16751	14481	85.6980867	72354	9.25037e-08
13	32	12	31	22.5	13.435	44	-0.0355763	-1.46004	-0.747807	1.00725	3.9619	5.10154	4.53172	0.805843	0.986894	357.905		25930	42238	90.4937975	102716	1.16575e-07
12	62	12	62	37	35.3553	74	-0.537933	1.15792	0.309991	1.19915	3.18095	21.1262	12.1536	12.6892	0.979679	720.346		45303	10169	50.5845512	232736	1.03908e-07
29	19	28	18	24	7.07107	47	-0.351983	1.29329	0.470655	1.16339	8.17143	6.78462	7.47802	0.980625	0.901454	74.0744		37500	10694	54.1941734	397532	1.27280e-07
15	23	15	23	19	5.65685	38	0.573778	0.829246	0.701512	0.180643	5.27619	7.40308	6.33963	1.50394	0.962627	177.39		910	49897	59.0310927	97799	1.41596e-07
12	25	12	25	18.5	9.19239	37	0.688617	-0.213478	0.23757	0.637877	4.34286	6.16923	5.25604	1.29144	0.899571	54.6692		46214	34984	58.8964422	171420	8.74816e-08
9	16	9	16	12.5	4.94975	25	-0.988674	-1.54231	-1.26549	0.391476	2.0381	2.34462	2.19136	0.216742	0.989596	214.738		48141	798	29.5641426	218347	1.10324e-07
4	44	4	44	24	28.2843	48	-1.26993	-1.24826	-1.2591	0.0153215	0.742857	7.74154	4.2422	4.94882	0.935394	80.0538		17806	13669	66.7810186	224976	1.31423e-07
2	24	2	24	13	15.5563	26	0.220643	0.146204	0.183424	0.0526362	0.666667	6.54154	3.6041	4.15416	0.97539	179.369		45957	48788	45.5640704	422969	8.71416e-08
15	13	14	12	14	1.41421	27	0.0792659	0.0147907	0.0470283	0.0455908	4.70476	3.42154	4.06315	0.907376	0.956143	88.6821		1407	48111	90.2445702	434640	1.15470e-07
10	17	10	17	13.5	4.94975	27	-0.76521	0.533284	-0.115963	0.918174	2.45714	5.12923	3.79319	1.88945	0.979732	205.403		48401	25024	21.3960017	430305	1.39724e-07
13	13	13	13	13	0	26	0.339089	-1.07738	-0.369148	1.0016	4.34286	2.32923	3.33604	1.42385	0.981614	166.254		16052	49632	44.9974996	347557	1.58954e-07
15	16	15	16	15.5	0.707107	31	0.227619	0.242121	0.23487	0.0102544	4.87619	4.48308	4.67963	0.277973	0.878455	38.0949		12360	8916	48.3976327	280618	1.24919e-07
2	7	2	7	4.5	3.53553	9	-0.594191	0.358482	-0.117854	0.673641	0.47619	2.04923	1.26271	1.11231	0.984793	97.4205		46515	37335	66.7999308	139850	1.01210e-07
10	50	10	50	30	28.2843	60	-0.90665	0.238361	-0.334144	0.809645	2.34286	13.92	8.13143	8.18628	0.984688	636.197		39388	15562	67.9527587	174006	1.30579e-07
37	4	37	4	20.5	23.3345	41	-0.0171245	-1.34631	-0.681717	0.939875	11.3333	0.52	5.92667	7.64618	0.936727	70.9359		25886	39225	73.7021517	237420	1.08667e-07
14	6	14	6	10	5.65685	20	-1.77194	-0.370773	-1.07136	0.990776	2.38095	1.37538	1.87817	0.711044	0.982753	100.803		46582	12533	90.9863333	222359	1.65174e-07
8	18	8	18	13	7.07107	26	1.36365	-0.49508	0.434283	1.31432	3.37143	4.05846	3.71495	0.485806	0.983607	232.436		39325	26550	75.7450995	426246	1.17518e-07
29	14	29	14	21.5	10.6066	43	-1.67966	-0.21169	-0.945677	1.03801	5.35238	3.44308	4.39773	1.35008	0.979492	201.549		30471	30237	42.6044421	67209	1.53327e-07
86	6	85	5	46	56.5685	91	0.405767	-0.38815	0.0088083	0.561384	28.9048	1.36615	15.1355	19.4727	0.758594	50.0949		30495	14881	14.1975128	129764	1.36915e-07
22	8	22	8	15	9.89949	30	0.299509	-0.767617	-0.234054	0.754572	7.25714	1.58462	4.42088	4.01108	0.988393	312.669		12181	11335	45.5289784	242488	1.22525e-07
6	2	6	2	4	2.82843	8	1.1247	0.800506	0.962603	0.229241	2.4381	0.72	1.57905	1.21488	0.990621	142.738		35968	29522	79.8407434	452562	1.61758e-07
6	29	6	29	17.5	16.2635	35	1.84744	-1.33835	0.254542	2.25269	2.81905	4.85231	3.83568	1.43773	0.950258	82.6179		39502	11836	60.5229049	114588	9.62635e-08
31	48	29	46	39.5	12.0208	77	1.16638	1.96986	1.56812	0.568147	12.1714	19.0738	15.6226	4.88075	0.973581	627.313		32123	37559	39.5122240	357510	1.65179e-07
8	34	8	34	21	18.3848	42	0.907495	0.857298	0.882396	0.0354943	3.06667	10.9508	7.00872	5.5749	0.954236	176.449		31733	30255	44.7463602	292425	7.62722e-08
6	67	6	67	36.5	43.1335	73	1.05243	1.25555	1.15399	0.143631	2.4	23.2585	12.8292	14.7492	0.773112	66.8692		28152	42746	22.1702980	392943	1.59542e-07
64	20	63	19	42	31.1127	83	0.389013	0.0349965	0.212005	0.250328	21.4476	5.29231	13.37	11.4235	0.951667	231.528		46363	49285	83.6878916	275428	1.30336e-07
20	11	20	11	15.5	6.36396	31	1.29481	-0.183949	0.55543	1.04564	8.09524	2.72308	5.40916	3.79869	0.923189	61.2385		34845	32234	72.1275424	87406	9.90737e-08
25	3	25	3	14	15.5563	28	-0.780121	-1.51273	-1.14642	0.518031	6.24762	0.301538	3.27458	4.20451	0.959445	60.8205		1865	6837	5.7499712	448479	1.55222e-07
7	16	7	16	11.5	6.36396	23	-0.287488	-1.44217	-0.86483	0.816485	1.98095	2.46462	2.22278	0.342001	0.971267	79.6718		316	7912	86.3000357	499449	9.54217e-08
32	4	31	3	18	19.799	35	0.317353	0.041763	0.179558	0.194871	10.581	1.06462	5.82278	6.72907	0.935816	71.0154		37748	3822	36.7335114	177992	1.44421e-07
14	45	14	45	29.5	21.9203	59	-0.684702	-1.43839	-1.06155	0.532941	3.5619	7.33231	5.44711	2.66608	0.947114	112.574		12896	19476	92.8025100	425406	1.53806e-07
156	47	146	37	101.5	77.0746	193	1.72027	-1.03104	0.344615	1.94546	66.6857	8.98462	37.8352	40.8008	0.948765	586.938		3833	43432	66.7038558	304650	1.58114e-07
11	1	11	1	6	7.07107	12	0.681273	-0.713854	-0.0162905	0.986504	3.98095	0.147692	2.06432	2.71052	0.988622	134.41		32764	8971	71.3682905	182739	9.58169e-08
14	16	14	16	15	1.41421	30	1.15659	-0.797724	0.179434	1.38191	5.5619	3.23692	4.39941	1.64401	0.968128	128.041		24311	44396	39.6280146	226439	8.74674e-08
25	37	25	37	31	8.48528	62	1.05541	-0.480262	0.287573	1.08588	9.6381	8.45846	9.04828	0.834127	0.869697	68.3128		28011	11928	12.5405738	410386	1.52860e-07
10	22	10	22	16	8.48528	32	0.531323	-1.04803	-0.258354	1.11677	3.50476	4.09538	3.80007	0.417633	0.976509	165.238		8776	46338	37.8726508	467624	1.51835e-07
38	68	33	63	53	21.2132	101	-0.142647	0.923619	0.390486	0.753964	11.2952	22.0738	16.6845	7.62163	0.970962	625.549		3031	16002	24.8200230	330241	1.65911e-07
7	25	7	25	16	12.7279	32	-0.606119	0.113056	-0.246531	0.508533	1.79048	6.75385	4.27216	3.50963	0.952388	103.803		25973	46523	38.9225241	429512	1.52099e-07
34	42	32	40	38	5.65685	74	0.440121	0.671554	0.555838	0.163648	11.5429	12.9569	12.2499	0.999896	0.936421	195.628		7468	36965	63.3359742	354090	9.76099e-08
3	24	3	24	13.5	14.8492	27	-1.31654	-0.274823	-0.795682	0.736605	0.514286	5.81538	3.16484	3.74844	0.994342	690.849		38388	1658	5.1741026	103495	7.75116e-08
10	3	10	3	6.5	4.94975	13	1.56855	-1.07093	0.248809	1.8664	4.34286	0.443077	2.39297	2.75756	0.993646	290.533		41410	34827	43.5488039	261764	1.38370e-07
25	9	25	9	17	11.3137	34	1.64319	-0.299832	0.671679	1.37392	10.7238	2.13846	6.43114	6.07076	0.965187	151.041		46893	7094	28.5475240	444261	1.00400e-07
19	10	19	10	14.5	6.36396	29	-0.356031	-0.521371	-0.438701	0.116913	5.33333	2.20308	3.76821	2.21343	0.976471	141.785		7310	24013	81.5417872	387204	1.42904e-07
74	1	74	1	37.5	51.6188	75	-1.69423	-1.15559	-1.42491	0.38088	13.9048	0.0769231	6.99084	9.77776	0.948575	99.7718		45798	27269	2.0929762	41577	1.19785e-07
12	8	12	8	10	2.82843	20	1.79452	1.5304	1.66246	0.186763	5.39048	3.11692	4.2537	1.60764	0.966039	116.1		22752	41819	23.1042216	177963	1.05198e-07
42	43	40	41	42.5	0.707107	83	-0.398202	0.288789	-0.0547067	0.485776	11.7143	12.1262	11.9202	0.291235	0.95827	286.99		43183	40100	62.6904175	81253	1.59271e-07
67	31	65	29	49	25.4558	96	-1.01913	-0.738586	-0.87886	0.198378	15.7714	6.51077	11.1411	6.54828	0.966067	291.013		1782	32096	49.6059603	313595	1.36950e-07
29	24	28	23	26.5	3.53553	52	1.64851	-0.965237	0.341636	1.8482	12.419	4.62462	8.52183	5.5115	0.930249	107.403		29018	25213	48.5640283	455197	7.15833e-08
18	46	18	46	32	19.799	64	-0.288228	1.07015	0.39096	0.960517	5.14286	15.4431	10.293	7.28336	0.96689	353.438		48704	45483	35.4328818	186084	1.05341e-07
5	19	5	19	12	9.89949	24	1.55731	1.95669	1.757	0.282409	2.24762	7.71077	4.97919	3.86303	0.932698	84.7385		15648	25440	31.1364001	177936	1.11679e-07
18	36	18	36	27	12.7279	54	1.9612	-1.09288	0.43416	2.15957	8.20952	6.68923	7.44938	1.07501	0.957085	168.779		48287	20277	93.3225290	152974	7.40395e-08
5	0	5	0	2.5	3.53553	5	0.638038	0	0.319019	0.451161	1.82857	0	0.914286	1.293	0.98622	47.8667		9413	10076	82.7879024	414177	7.86786e-08
14	17	14	17	15.5	2.12132	31	-0.106009	-0.666486	-0.386247	0.396317	4.19048	3.61231	3.90139	0.408827	0.991897	471.495		21780	32763	37.9786637	423124	1.03074e-07
9	68	9	68	38.5	41.7193	77	-0.00812208	-0.0524217	-0.0302719	0.0313245	2.7619	17.5785	10.1702	10.4769	0.98264	704.341		11827	6335	47.6326028	210389	1.10809e-07
16	22	16	22	19	4.24264	38	-0.658394	-0.905129	-0.781762	0.174468	4.11429	4.32308	4.21868	0.147638	0.98385	263.008		20458	11735	69.8891041	310532	1.23320e-07
111	11	110	10	61	70.7107	121	2.29127	1.79193	2.0416	0.353084	51.9524	4.43692	28.1947	33.5985	0.912486	251.618		2574	45152	96.1549804	145499	8.59733e-08
11	0	11	0	5.5	7.77817	11	-1.53227	0	-0.766134	1.08348	2.0381	0	1.01905	1.44115	0.991136	82.8		33207	48689	80.7565582	27395	1.14521e-07
26	14	26	14	20	8.48528	40	0.538785	-0.093381	0.222702	0.447009	9.02857	3.56923	6.2989	3.86034	0.96887	178.303		19018	13148	65.7886396	147233	1.12744e-07
34	32	34	32	33	1.41421	66	0.555875	-0.554521	0.000676753	0.785169	11.8286	7.13846	9.48352	3.31641	0.964158	246.731		22783	1447	9.5385869	253164	1.32562e-07
49	16	46	13	32.5	23.3345	62	0.390681	1.55926	0.97497	0.82631	16.4381	6.06154	11.2498	7.33733	0.967883	306.028		37068	10610	75.3167176	401358	1.00233e-07
40	18	39	17	29	15.5563	57	0.344698	0.566621	0.455659	0.156923	13.2952	5.47077	9.383	5.53273	0.899856	83.6667		20496	27359	5.7705934	90437	1.46341e-07
16	58	16	58	37	29.6985	74	0.259123	0.737558	0.498341	0.338305	5.2381	18.1138	11.676	9.10453	0.974295	523.249		49597	29881	92.8182599	408826	1.37990e-07
12	23	11	22	17.5	7.77817	34	2.43796	-0.10549	1.16623	1.79849	6	5.85231	5.92615	0.104434	0.988722	523.656		46265	27149	57.0571191	203223	1.34857e-07
22	590	7	575	306	401.637	597	0.357585	0.959656	0.658621	0.425729	7.35238	191.782	99.567	130.411	0.755971	491.254		20432	28008	89.9387542	120776	1.29766e-07
18	21	17	20	19.5	2.12132	38	-0.064682	1.03823	0.486775	0.779878	5.44762	7.08923	6.26842	1.16079	0.958526	156.515		1317	18653	68.3971809	57129	6.87073e-08
1	73	1	73	37	50.9117	74	-1.15945	1.23176	0.0361552	1.69084	0.133333	25.2062	12.6697	17.7292	0.963985	446.797		43098	8860	56.1141143	419641	1.24150e-07
33	0	33	0	16.5	23.3345	33	-1.07826	0	-0.539128	0.762443	7.5619	0	3.78095	5.34707	0.961465	71.4		22693	48736	15.3575573	293120	9.36827e-08
11	31	11	31	21	14.1421	42	0.203843	0.804162	0.504002	0.42449	3.5619	9.88	6.72095	4.46757	0.811643	39.6128		6158	20220	43.2395076	189460	7.25519e-08
8	36	8	36	22	19.799	44	1.84831	-0.187529	0.830389	1.43955	3.69524	8.96308	6.32916	3.72492	0.989766	690.369		41009	18169	45.6271492	332778	1.10231e-07
58	7	58	7	32.5	36.0624	65	0.764707	-0.642729	0.0609889	0.995208	20.9905	1.44923	11.2199	13.8177	0.965708	249.295		4229	17219	2.7751585	245291	1.46808e-07
5	54	5	54	29.5	34.6482	59	-0.573725	1.61848	0.522378	1.55012	1.27619	20.1231	10.6996	13.3268	0.819526	71.6282		28308	32511	92.2326717	137804	1.56598e-07
29	407	18	396	218	267.286	425	-0.423749	3.60461	1.59043	2.84848	8.01905	203.145	105.582	137.975	0.407577	199.974		21760	19700	49.3199221	442386	1.33836e-07
32	16	32	16	24	11.3137	48	0.742394	-0.112196	0.315099	0.604287	11.5714	4.05846	7.81495	5.31247	0.978986	322.431		29477	8307	58.1984177	383222	1.56547e-07
6	7	6	7	6.5	0.707107	13	0.835607	0.877059	0.856333	0.0293106	2.28571	2.36	2.32286	0.0525279	0.985974	166.354		28195	4384	92.2581664	478855	1.26333e-07
24	70	24	70	47	32.5269	94	0.0695667	-0.511768	-0.221101	0.411066	7.50476	15.92	11.7124	5.95047	0.944792	232.582		3313	26628	43.5662735	227731	7.15411e-08
33	1	32	0	17	22.6274	33	0.525385	-0.713854	-0.0942345	0.876274	11.4095	0.147692	5.77861	7.96332	0.943365	75.4154		18805	22529	44.6513107	118934	1.26997e-07
21	31	21	31	26	7.07107	52	-1.96526	-1.76708	-1.86617	0.140134	3.37143	4.26462	3.81802	0.631578	0.968801	126.303		23497	34152	68.2420815	111417	1.66511e-07
632	256	465	89	444	265.872	721	2.95594	-2.69164	0.132151	3.99344	323.448	21.6062	172.527	213.434	0.69255	460.903		14485	19697	39.9397467	355161	1.38690e-07
11	13	11	13	12	1.41421	24	-1.16334	-0.766653	-0.964999	0.280503	2.3619	2.64	2.50095	0.196643	0.985204	171.646		1873	24084	47.6905181	390838	1.68919e-07
419	56	390	27	237.5	256.68	446	-0.703728	0.441765	-0.130982	0.809986	108.457	16.3631	62.4101	65.1203	0.806206	266.682		14481	46332	2.9510173	311836	7.16210e-08
12	16	12	16	14	2.82843	28	-0.578148	-1.4396	-1.00888	0.609142	3.14286	2.46769	2.80527	0.477414	0.975	108.49		31700	44840	82.9914240	443607	9.85113e-08
110	25	108	23	67.5	60.1041	133	1.38399	0.764404	1.0742	0.438111	44.4952	7.92	26.2076	25.8626	0.645564	64.0179		44155	48360	74.0412829	153893	1.26905e-07
62	47	59	44	54.5	10.6066	106	-0.130156	-0.29698	-0.213568	0.117962	18.4952	11.3569	14.9261	5.04755	0.980628	719.446		2163	49673	79.8091917	111777	1.30174e-07
5	4	4	3	4.5	0.707107	8	-0.155875	-1.70705	-0.931463	1.09685	1.46667	0.378462	0.922564	0.769477	0.989452	73.0538		5493	34412	81.1775840	388207	1.26862e-07
10	47	10	47	28.5	26.163	57	0.979216	0.950249	0.964732	0.0204829	3.86667	15.3877	9.62718	8.1466	0.932179	164.449		31862	2916	31.8775630	457545	1.64106e-07
2	11	2	11	6.5	6.36396	13	0.465093	-1.29427	-0.41459	1.24406	0.72381	1.76	1.2419	0.732697	0.989955	138.044		8472	35116	55.4370922	82412	8.36050e-08
2	5	2	5	3.5	2.12132	7	-0.10529	-1.12358	-0.614437	0.720042	0.590476	0.790769	0.690623	0.141629	0.997152	252.41		20445	35484	17.5185730	317675	1.22737e-07
2	3	2	3	2.5	0.707107	5	0.220643	-1.09014	-0.434749	0.926864	0.666667	0.436923	0.551795	0.162453	0.99555	116.754		23824	44228	49.9749605	295080	1.55379e-07
0	24	0	24	12	16.9706	24	0	-1.81086	-0.90543	1.28047	0	3.16615	1.58308	2.23881	0.994443	364.846		30072	29090	63.4726906	79097	7.31275e-08
12	13	11	12	12.5	0.707107	24	-0.759114	-0.886638	-0.822876	0.0901733	2.97143	2.52	2.74571	0.319208	0.995841	644.862		48957	8180	56.6274684	418018	1.51637e-07
15	32	13	30	23.5	12.0208	45	-0.678986	0.260716	-0.209135	0.66447	3.82857	8.97231	6.40044	3.63717	0.953204	151.623		29364	18671	90.8552818	235260	1.32626e-07
4	15	4	15	9.5	7.77817	19	-0.972108	0.300168	-0.33597	0.899635	0.857143	4.27077	2.56396	2.4138	0.94461	54.5487		46215	36103	21.3817789	186568	1.52541e-07
87	17	87	17	52	49.4975	104	2.18991	-0.320913	0.9345	1.77542	40.1619	4.04923	22.1056	25.5355	0.899734	174.246		49926	23425	17.1878393	221320	1.68037e-07
42	29	42	29	35.5	9.19239	71	0.472177	0.359899	0.416038	0.0793928	14.3429	8.33846	11.3407	4.24575	0.940762	177.908		23073	18002	68.4214861	83519	1.32326e-07
35	16	33	14	25.5	13.435	49	-0.150991	0.516846	0.182928	0.472232	10.381	4.81231	7.59663	3.93763	0.939483	113.256		47312	6157	98.4351287	472889	1.69457e-07
7	42	7	42	24.5	24.7487	49	0.190459	-2.35296	-1.08125	1.79847	2.26667	4.17231	3.21949	1.34749	0.981758	190.979		13290	7480	87.6067126	154900	6.89173e-08
17	14	17	14	15.5	2.12132	31	-0.522278	-0.116466	-0.319372	0.286953	4.55238	3.54462	4.0485	0.712598	0.909694	43.3846		22369	24451	21.4260561	162927	8.37565e-08
19	14	19	14	16.5	3.53553	33	-0.768233	-0.918661	-0.843447	0.106369	4.74286	2.68923	3.71604	1.45213	0.971773	121.646		47019	26911	76.1821736	326726	7.53174e-08
32	24	32	24	28	5.65685	56	-0.831075	2.01585	0.592388	2.01308	7.90476	9.76615	8.83546	1.3162	0.917191	109.631		5921	10088	37.6563129	468820	1.60926e-07
8	11	8	11	9.5	2.12132	19	2.01936	-0.701863	0.658751	1.9242	3.80952	2.27385	3.04168	1.08589	0.968536	89.9821		24014	29871	69.1795674	81600	1.48900e-07
404	26	398	20	215	267.286	424	-2.45788	-1.63857	-2.04822	0.579339	55.5238	3.77231	29.6481	36.5938	0.856021	161.779		41577	14365	29.2827822	409176	1.05671e-07
0	5	0	5	2.5	3.53553	5	0	1.19887	0.599435	0.847729	0	1.86462	0.932308	1.31848	0.980283	60.3846		5013	7984	61.8207441	157984	1.38778e-07
10	12	10	12	11	1.41421	22	-1.09524	-0.0758628	-0.58555	0.720806	2.19048	3.07385	2.63216	0.624637	0.987664	223.351		19403	47989	57.8568143	148211	1.40524e-07
16	9	16	9	12.5	4.94975	25	-1.15603	-0.023133	-0.589582	0.80108	3.50476	2.34154	2.92315	0.822523	0.957511	65.0846		39938	4637	23.7513611	263164	1.18674e-07
11	3	11	3	7	5.65685	14	0.138738	0.561792	0.350265	0.299144	3.50476	0.966154	2.23546	1.79507	0.974429	73.7436		43201	33383	56.5067439	180825	1.49712e-07
3	21	3	21	12	12.7279	24	-1.685	-0.885321	-1.28516	0.565462	0.4	4.15077	2.27538	2.65219	0.964285	78.0462		33046	41449	17.5639263	294554	1.59316e-07
33	38	30	35	35.5	3.53553	68	-1.25291	0.523494	-0.364709	1.25611	7.14286	11.3415	9.2422	2.96892	0.978629	459.638		5406	26533	59.6127112	298885	1.32071e-07
19	19	19	19	19	0	38	0.0295774	0.305905	0.167741	0.195393	5.88571	5.40615	5.64593	0.3391	0.986954	427.646		24379	45482	95.4794019	298862	1.04525e-07
7	24	7	24	15.5	12.0208	31	1.2738	1.19164	1.23272	0.0581011	2.91429	8.34462	5.62945	3.83982	0.975461	259.926		42481	15063	26.0473809	88423	8.93500e-08
20	26	16	22	23	4.24264	42	0.984039	0.11541	0.549725	0.614214	7.62857	7.02769	7.32813	0.424886	0.962792	194.751		22538	31793	4.8542147	87383	9.29197e-08
1	9	1	9	5	5.65685	10	1.37595	-1.28505	0.0454501	1.88161	0.514286	1.41538	0.964835	0.637173	0.984413	69.9385		32565	21111	12.4370191	130872	1.37946e-07
24	9	24	9	16.5	10.6066	33	-0.637459	0.266143	-0.185658	0.638943	6.24762	2.55385	4.40073	2.61189	0.968892	125.19		15143	34520	71.6184676	109090	1.58554e-07
4	33	4	33	18.5	20.5061	37	-1.51811	-0.439363	-0.978739	0.762793	0.647619	7.63077	4.13919	4.93783	0.988699	452.518		9530	10240	4.1712784	459933	1.54297e-07
20	17	19	16	18.5	2.12132	36	0.127838	-0.651884	-0.262023	0.551347	6.34286	3.63077	4.98681	1.91774	0.946116	85.7923		4440	34995	44.5058492	45140	9.42075e-08
30	46	27	43	38	11.3137	73	1.23043	0.486117	0.858274	0.526309	11.9238	13.5938	12.7588	1.18089	0.818537	71.3974		8245	2220	10.6193188	143631	1.54661e-07
4	22	4	22	13	12.7279	26	-0.525375	0.494922	-0.0152261	0.721459	1.02857	6.55385	3.79121	3.90696	0.990752	493.5		22190	27181	34.2199794	328645	1.18659e-07
11	6	11	6	8.5	3.53553	17	-0.577407	0.834016	0.128305	0.998027	2.87619	2.01538	2.44579	0.608682	0.994037	389.918		48526	5713	99.8525171	347338	1.39850e-07
7	23	6	22	15	11.3137	29	-1.37083	-0.170402	-0.770617	0.848833	1.33333	5.74462	3.53897	3.11925	0.954061	90.0205		45166	24456	68.0468621	371303	1.23112e-07
7	21	7	21	14	9.89949	28	0.540953	-1.18342	-0.321234	1.21932	2.47619	3.69538	3.08579	0.8621	0.990628	347.433		39384	23277	91.2396289	173390	8.77122e-08
38	25	37	24	31.5	9.19239	62	-1.08663	-0.677499	-0.882066	0.289302	8.70476	5.33846	7.02161	2.38033	0.975442	267.013		40361	9769	1.0748127	159161	1.46752e-07
16	52	15	51	34	25.4558	67	0.228021	-0.247926	-0.00995252	0.336545	5.2	12.7446	8.97231	5.33485	0.975905	415.572		45356	14720	40.9252005	324148	9.59618e-08
3	12	3	12	7.5	6.36396	15	-0.641021	0.398613	-0.121204	0.735133	0.72381	3.51692	2.12037	1.97503	0.973038	92.9		26952	21184	44.5729779	269913	1.47924e-07
11	32	11	32	21.5	14.8492	43	-1.20675	-1.11124	-1.15899	0.0675367	2.32381	5.88615	4.10498	2.51896	0.983911	285.921		40686	566	98.7098041	325319	7.74662e-08
23	22	23	22	22.5	0.707107	45	-0.695034	0.0893904	-0.302822	0.554672	5.88571	5.90769	5.8967	0.0155408	0.862047	42.7641		36253	14612	72.9242642	364416	7.11925e-08
13	37	13	37	25	16.9706	50	-0.279108	0.593116	0.157004	0.616756	3.71429	11.2246	7.46945	5.31061	0.985545	589.077		44671	34464	16.2641476	152351	1.03791e-07
10	16	10	16	13	4.24264	26	-0.883077	0.195906	-0.343585	0.762956	2.3619	4.42769	3.3948	1.46073	0.971081	127.203		43524	31701	47.6368889	485069	9.92340e-08
43	36	42	35	39.5	4.94975	78	-0.513541	-0.395798	-0.454669	0.0832569	11.6381	8.44	10.039	2.26139	0.98362	585.738		1105	4942	82.6544682	430454	1.37883e-07
55	27	55	27	41	19.799	82	0.743986	0.224886	0.484436	0.36706	19.8286	7.50769	13.6681	8.71218	0.878055	99.3949		48059	6356	36.6337459	299072	1.68225e-07
20	6	20	6	13	9.89949	26	-1.20403	-0.498203	-0.851117	0.499096	4.34286	1.30769	2.82527	2.14619	0.972288	86.8897		30654	37968	96.5879312	351968	1.34112e-07
