S_1	S_2	prS_1	prS_2	mean_S	sd_S	tot_S	D_1	D_2	mean_D	sd_D	Pi_1	Pi_2	mean_Pi	sd_Pi	FST_2_1	PI_2_1		NPOP1	NPOP2	RSANC	Nem	T2	T1	MUTRATE	MIG12	MIG21
8	10	4	6	9	1.41421	14	0.0522101	0.0473143	0.0497622	0.0034619	2.49524	2.65846	2.57685	0.115416	0.048879	2.71282		2589	33783	57.3524740	0.0253418	95828	376054	1.44037e-07	9.78828e-06	7.50136e-07
6	10	3	7	8	2.82843	13	-1.0435	-0.763446	-0.903474	0.19803	1.29524	2.00923	1.65223	0.504869	0.053446	1.76154		1284	28895	72.4547699	5.7186406	62736	292392	9.70179e-08	0.0044538	1.97911e-04
8	8	3	3	8	0	11	-1.4873	-0.481518	-0.98441	0.711197	1.46667	1.77538	1.62103	0.218297	0.00468926	1.63333		46799	31379	14.6536510	9.0679227	40382	317647	1.19440e-07	1.93763e-04	2.88981e-04
837	842	3	8	839.5	3.53553	845	2.80413	3.1733	2.98872	0.261038	419.467	395.828	407.647	16.7153	-0.0257744	397.146		47733	45675	77.4988959	5.8959359	84210	66613	1.30065e-07	1.23519e-04	1.29085e-04
8	7	3	2	7.5	0.707107	10	-0.974131	-0.339799	-0.656965	0.448541	1.80952	1.63077	1.72015	0.126399	0.0032438	1.72308		27388	674	13.0915392	1.5247232	104899	222297	1.60012e-07	5.56712e-05	0.0022622
5	1	5	1	3	2.82843	6	-1.91084	-1.15559	-1.53322	0.534046	0.666667	0.0769231	0.371795	0.417012	0.028706	0.371795		7855	27701	6.4348407	4.4144551	113086	192494	1.50093e-07	5.61993e-04	1.59361e-04
4	6	0	2	5	1.41421	6	1.60902	-0.110122	0.749447	1.21561	1.84762	1.51385	1.68073	0.236013	0.0813195	1.82051		48985	1639	7.1834832	0.3986833	58543	371089	1.19005e-07	8.13889e-06	2.43248e-04
50	60	4	14	55	7.07107	64	0.371695	-0.705553	-0.166929	0.76173	16.7048	12.8431	14.7739	2.73062	0.086872	16.0718		28406	34426	77.7643444	8.3641135	107131	140965	1.59442e-07	2.94449e-04	2.42959e-04
28	32	11	15	30	2.82843	43	-0.890972	-0.778849	-0.83491	0.0792832	6.78095	6.63385	6.7074	0.10402	-0.0199691	6.57436		41971	6512	10.0306784	6.0647761	26873	342260	1.26982e-07	1.44499e-04	9.31323e-04
643	644	3	4	643.5	0.707107	647	2.42227	3.45919	2.94073	0.733216	305.362	314.951	310.156	6.78035	-0.0489928	295.746		33748	17030	76.5327059	5.1211810	70357	110264	1.59297e-07	1.51748e-04	3.00715e-04
4	3	2	1	3.5	0.707107	5	0.119906	0.379311	0.249609	0.183427	1.27619	0.907692	1.09194	0.260568	0.0361719	1.12564		8550	20234	40.2477366	7.4201243	118556	365855	7.91738e-08	8.67851e-04	3.66716e-04
37	32	9	4	34.5	3.53553	41	-0.266325	-1.08114	-0.673734	0.576163	10.6667	5.95385	8.31026	3.33247	0.0224841	8.41795		3054	24692	69.2366633	8.2793868	3078	256438	1.63864e-07	0.0027110	3.35306e-04
38	42	3	7	40	2.82843	45	1.27333	1.77754	1.52544	0.356529	15.181	16.1692	15.6751	0.698818	0.00710575	15.8026		40646	22331	57.0465553	1.6168392	15400	68968	1.33266e-07	3.97786e-05	7.24033e-05
54	55	8	9	54.5	0.707107	63	0.124324	0.316865	0.220594	0.136147	17.0857	15.6031	16.3444	1.04838	0.166059	19.5359		49960	42159	54.5759192	7.3342524	122732	202424	9.14805e-08	1.46802e-04	1.73966e-04
41	67	10	36	54	18.3848	77	0.06784	-0.476617	-0.204389	0.38499	12.8095	15.3938	14.1017	1.82739	0.0433679	14.7949		4264	17025	92.1658237	3.9835739	33044	406422	1.43152e-07	9.34234e-04	2.33984e-04
17	18	10	11	17.5	0.707107	28	-1.21407	-1.08491	-1.14949	0.0913253	3.65714	3.27385	3.46549	0.271032	-0.00103882	3.45641		34190	13300	89.6072609	0.4168021	104959	163729	1.36783e-07	1.21908e-05	3.13385e-05
108	112	9	13	110	2.82843	121	-1.62146	2.06174	0.220138	2.60441	20.9429	44.7785	32.8607	16.8543	0.121889	38.2333		1257	48077	96.3115435	1.9984754	105600	18523	1.63914e-07	0.0015899	4.15682e-05
93	92	3	2	92.5	0.707107	95	-0.756626	-0.608636	-0.682631	0.104645	23.6571	20.3508	22.004	2.33796	-0.0353628	21.2205		17954	18076	27.5120620	4.7053480	110463	487252	1.46418e-07	2.62078e-04	2.60309e-04
143	543	0	400	343	282.843	543	1.98516	-0.60339	0.690884	1.83038	63.7905	120.782	92.286	40.2988	-0.0224751	90.9051		7792	29492	0.3647142	2.6429631	59727	111111	6.88145e-08	3.39189e-04	8.96163e-05
21	22	2	3	21.5	0.707107	24	0.581235	-0.67919	-0.0489772	0.891255	7.37143	4.68308	6.02725	1.90095	0.0647629	6.37949		32855	18293	15.1268658	9.8153593	70047	488673	1.30116e-07	2.98748e-04	5.36564e-04
17	10	15	8	13.5	4.94975	25	-1.58204	0.55452	-0.513761	1.51078	3.18095	3.06462	3.12278	0.0822627	0.383861	5.05641		30233	26696	22.1466989	7.4754019	97767	184482	1.21458e-07	2.47260e-04	2.80020e-04
3	9	1	7	6	4.24264	10	-0.641021	-1.83844	-1.23973	0.846706	0.72381	1.00923	0.86652	0.201823	0.0340002	0.902564		48081	28582	96.2386770	8.2734789	102437	117512	1.51381e-07	1.72074e-04	2.89465e-04
18	29	3	14	23.5	7.77817	32	0.130921	-0.675839	-0.272459	0.570465	5.71429	6.21231	5.9633	0.352155	-0.0304325	5.79231		43614	34997	38.1300013	5.9296110	57409	294458	1.39269e-07	1.35957e-04	1.69432e-04
258	266	8	16	262	5.65685	274	1.51541	3.10786	2.31163	1.12604	106.476	124.252	115.364	12.5696	0.127169	132.795		35685	45939	42.9375773	2.3259784	99822	228407	9.53945e-08	6.51808e-05	5.06319e-05
1	6	0	5	3.5	3.53553	6	-0.398828	-1.26278	-0.830804	0.610907	0.247619	0.901538	0.574579	0.462391	0.0122514	0.592308		9270	29746	67.1375040	8.8010363	59615	489281	1.21638e-07	9.49411e-04	2.95873e-04
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		27266	2064	65.1599920	0.0940451	36205	195184	1.24807e-07	3.44917e-06	4.55645e-05
157	53	115	11	105	73.5391	168	-1.87778	1.32949	-0.274143	2.26788	27.7333	18.7077	23.2205	6.38209	0.149189	26.9385		7125	20745	56.3020074	7.5405547	39691	294405	1.10662e-07	0.0010583	3.63488e-04
23	27	1	5	25	2.82843	28	1.24429	0.0695674	0.656927	0.830652	9.2	7.20923	8.20462	1.40769	-0.0076857	8.11538		28549	34710	70.6153068	3.6769436	49446	470866	1.41551e-07	1.28794e-04	1.05933e-04
0	4	0	4	2	2.82843	4	0	-1.14241	-0.571206	0.807807	0	0.6	0.3	0.424264	0.088785	0.346154		3430	12182	21.7831277	2.3334378	42875	438735	1.65081e-07	6.80303e-04	1.91548e-04
2	3	0	1	2.5	0.707107	3	0.62806	-1.31104	-0.341489	1.37115	0.761905	0.366154	0.564029	0.279838	0.113042	0.623077		14852	28641	26.6829391	6.7505847	103108	128324	7.91538e-08	4.54524e-04	2.35697e-04
261	268	19	26	264.5	4.94975	287	0.388511	2.91185	1.65018	1.78427	87.3048	121.717	104.511	24.3331	0.149811	124.279		19848	39614	16.9845967	8.7812651	112175	497890	1.02587e-07	4.42426e-04	2.21671e-04
179	187	7	15	183	5.65685	194	2.67651	2.94878	2.81264	0.192524	88.4	85.5292	86.9646	2.02994	-0.047214	83.0205		26815	24404	50.9218703	7.2775758	28799	29313	1.64902e-07	2.71399e-04	2.98212e-04
32	34	3	5	33	1.41421	37	-1.12533	1.3071	0.0908839	1.71999	7.21905	12.0215	9.62029	3.39587	0.0456256	10.1821		13299	39699	92.7921720	1.7068152	52306	132185	1.56548e-07	1.28342e-04	4.29939e-05
354	371	7	24	362.5	12.0208	378	3.13828	0.245558	1.69192	2.04547	185.81	103.218	144.514	58.4007	0.176518	171.8		10982	19790	89.1416108	8.7940881	75816	196110	9.40556e-08	8.00773e-04	4.44370e-04
362	366	1	5	364	2.82843	367	-0.80916	2.15371	0.672274	2.09506	91.0476	147.791	119.419	40.1235	-0.000112204	120.226		25969	28383	40.9117578	7.6823983	14963	457588	1.53767e-07	2.95830e-04	2.70669e-04
74	12	69	7	43	43.8406	81	-0.956121	-0.560224	-0.758172	0.279941	17.7619	2.62154	10.1917	10.7059	0.189501	11.8564		23997	32396	41.7704785	1.1880267	20649	397972	1.59303e-07	4.95073e-05	3.66720e-05
14	30	12	28	22	11.3137	42	-1.14064	-0.53606	-0.838351	0.427504	3.06667	6.72615	4.89641	2.58765	0.60222	13.1436		41793	47638	36.4502533	1.1160502	61651	30467	1.09874e-07	2.67042e-05	2.34277e-05
307	318	0	11	312.5	7.77817	318	1.62128	0.0595368	0.840409	1.10432	128.914	84.5815	106.748	31.348	-0.0124146	104.874		48676	43706	41.2938301	3.0294357	87006	354735	1.31636e-07	6.22367e-05	6.93140e-05
2	10	1	9	6	5.65685	11	-0.0238069	-1.50888	-0.766345	1.05011	0.609524	1.41231	1.01092	0.567654	-0.0180799	1.00256		34537	12766	3.6678683	4.1645774	45197	464191	1.09917e-07	1.20583e-04	3.26224e-04
643	593	58	8	618	35.3553	651	1.78814	3.30557	2.54686	1.07299	277.19	284.074	280.632	4.86728	-0.00399836	279.61		17011	35667	83.1757542	3.7921095	15478	293321	8.27593e-08	2.22921e-04	1.06320e-04
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		15604	43359	75.4591253	4.3315929	50335	228525	1.61266e-07	2.77595e-04	9.99007e-05
203	208	3	8	205.5	3.53553	211	2.31503	3.57914	2.94709	0.893863	95.1048	103.754	99.4293	6.11583	0.00248487	99.8051		35267	9173	25.2608866	9.0838152	19451	113480	7.75080e-08	2.57573e-04	9.90277e-04
638	635	6	3	636.5	2.12132	641	0.514116	-0.698875	-0.0923796	0.857714	218.876	137.283	178.08	57.695	-0.0225849	173.221		10990	24059	35.2193068	7.6285179	27293	5405	7.72758e-08	6.94133e-04	3.17075e-04
10	9	5	4	9.5	0.707107	14	0.201296	1.02916	0.615228	0.585388	3.2381	3.11385	3.17597	0.0878574	-0.0231983	3.10256		27109	41540	96.5745431	8.3746541	116306	70897	1.08451e-07	3.08925e-04	2.01605e-04
5	5	4	4	5	0	9	-0.657295	0.00104316	-0.328126	0.465515	1.2381	1.31077	1.27443	0.0513883	0.135547	1.47692		28152	45350	19.7115679	7.7813266	110189	82196	7.37061e-08	2.76404e-04	1.71584e-04
3	2	1	0	2.5	0.707107	3	0.771427	-0.93473	-0.0816514	1.20643	1.1619	0.295385	0.728645	0.612722	0.461528	1.2359		36801	9350	20.1653757	4.7164690	30592	137995	1.62512e-07	1.28161e-04	5.04435e-04
45	42	12	9	43.5	2.12132	54	-0.357555	0.869657	0.256051	0.86777	12.6857	13.5323	13.109	0.598632	0.417171	22.5897		2666	1342	31.7317576	8.0728586	14493	225480	1.18651e-07	0.0030281	0.0060155
29	35	4	10	32	4.24264	39	-0.405808	-0.466566	-0.436187	0.0429623	8.05714	8.03077	8.04396	0.018649	-0.0112859	7.95385		39209	34520	97.6733292	5.4381385	85778	478345	1.21858e-07	1.38696e-04	1.57536e-04
91	86	10	5	88.5	3.53553	96	-0.789921	-2.2158	-1.50286	1.00825	22.9333	9.72308	16.3282	9.34106	0.781568	67.8949		49392	29538	36.8626636	6.5503812	35778	357174	9.10157e-08	1.32620e-04	2.21761e-04
3	4	2	3	3.5	0.707107	6	0.341551	-1.69921	-0.678829	1.44304	1.02857	0.381538	0.705055	0.457521	0.168986	0.820513		47630	48795	98.1091682	0.8703209	27252	392692	1.09332e-07	1.82725e-05	1.78363e-05
15	18	6	9	16.5	2.12132	24	-0.398762	0.00916979	-0.194796	0.288452	4.15238	4.72923	4.44081	0.407894	0.0525561	4.7		19173	45039	26.2102857	4.1869861	41824	61527	1.69744e-07	2.18379e-04	9.29636e-05
216	220	1	5	218	2.82843	221	-0.817983	-0.765677	-0.79183	0.0369862	54.1524	46.5169	50.3347	5.39908	-0.0526266	47.7615		7617	550	30.5546058	9.4121930	70100	17222	1.60439e-07	0.0012357	0.0171131
415	421	0	6	418	4.24264	421	2.78093	2.89076	2.83584	0.0776589	207.495	190.351	198.923	12.123	0.0712213	213.744		21805	22986	6.5686529	5.7614211	24925	90394	1.04175e-07	2.64225e-04	2.50649e-04
4	7	0	3	5.5	2.12132	7	0.268817	-1.02781	-0.379497	0.916854	1.33333	1.21846	1.2759	0.0812266	0.0736296	1.37436		5388	26761	31.7883367	8.8000200	20925	375242	1.59775e-07	0.0016333	3.28837e-04
17	22	2	7	19.5	3.53553	24	-0.345651	-0.350902	-0.348276	0.0037128	4.78095	5.20615	4.99355	0.300663	-0.00709472	4.9641		17406	9235	37.3021130	8.2119259	74537	384448	8.70245e-08	4.71787e-04	8.89218e-04
37	45	7	15	41	5.65685	52	1.78424	0.870635	1.32744	0.646016	16.1524	14.4923	15.3223	1.17385	0.032179	15.8		24309	41200	45.9915309	4.1215966	114803	300592	7.28403e-08	1.69550e-04	1.00039e-04
173	177	10	14	175	2.82843	187	-1.05031	2.47546	0.712575	2.4931	40.5524	75.4277	57.99	24.6606	0.300548	85.5256		26088	738	44.9379749	8.4128484	113687	439706	1.66143e-07	3.22480e-04	0.0113995
21	19	10	8	20	1.41421	29	-0.073579	-0.0114703	-0.0425246	0.0439175	6.34286	4.96308	5.65297	0.975652	0.162856	6.69487		25439	12307	30.7662782	8.1839967	47307	207922	1.12645e-07	3.21711e-04	6.64987e-04
7	38	1	32	22.5	21.9203	39	-0.606119	-1.95081	-1.27846	0.950838	1.79048	4.80308	3.29678	2.13023	-0.00396833	3.32564		16332	1286	82.3945950	4.3318584	83963	88734	1.00229e-07	2.65237e-04	0.0033685
34	44	12	22	39	7.07107	56	-1.27304	0.324964	-0.474037	1.12996	7.31429	12.5169	9.9156	3.67882	0.0823205	10.9462		32559	47822	64.7531956	1.5426536	74013	478021	7.85556e-08	4.73803e-05	3.22582e-05
58	55	16	13	56.5	2.12132	71	0.279625	-0.568039	-0.144207	0.599389	18.9905	12.28	15.6352	4.74502	0.119179	17.5256		45459	23059	1.6048916	2.9542628	30744	203104	1.57118e-07	6.49874e-05	1.28118e-04
3	6	1	4	4.5	2.12132	7	-0.395378	-1.1759	-0.785638	0.55191	0.8	0.947692	0.873846	0.104434	-0.03449	0.846154		15964	14975	95.4329245	6.5209191	70516	164317	8.35408e-08	4.08477e-04	4.35454e-04
201	20	193	12	110.5	127.986	213	-2.36922	-0.914266	-1.64175	1.02881	28.7048	3.90462	16.3047	17.5364	0.0856817	17.1462		44310	492	29.1648589	5.4507561	6499	488939	9.31578e-08	1.23014e-04	0.0110788
100	117	17	34	108.5	12.0208	134	-1.19735	-0.267403	-0.732375	0.657569	22.3524	28.5723	25.4623	4.39815	-0.00542243	25.4103		41923	44517	80.2267796	8.7180646	71602	241372	1.68086e-07	2.07954e-04	1.95837e-04
142	143	12	13	142.5	0.707107	155	1.2622	3.01774	2.13997	1.24135	56.181	66.1723	61.1766	7.06496	0.132767	70.9026		44004	28857	49.6584533	3.2263982	106820	202161	1.02853e-07	7.33206e-05	1.11806e-04
6	7	3	4	6.5	0.707107	10	-0.537588	0.0914926	-0.223048	0.444827	1.5619	1.88923	1.72557	0.231454	0.0562477	1.8359		27663	2238	66.8813995	1.0556509	11323	450625	1.50296e-07	3.81611e-05	4.71694e-04
26	27	11	12	26.5	0.707107	38	-0.803162	-1.15216	-0.977663	0.246781	6.45714	4.86154	5.65934	1.12826	0.0594068	5.97949		46813	41273	3.6742960	7.4833008	108671	20311	1.68348e-07	1.59855e-04	1.81312e-04
9	9	2	2	9	0	11	-1.8144	0.588958	-0.612722	1.69943	1.42857	2.79077	2.10967	0.963219	0.609059	5.71538		6352	24829	67.6694834	5.9998369	104379	328066	1.14142e-07	9.44559e-04	2.41646e-04
24	23	11	10	23.5	0.707107	34	-0.391071	0.35075	-0.0201603	0.524547	6.68571	6.60923	6.64747	0.054082	0.129754	7.6359		7062	22134	83.1255012	4.5381719	50116	63188	7.90492e-08	6.42619e-04	2.05032e-04
35	46	6	17	40.5	7.77817	52	1.26035	-0.963755	0.148298	1.57268	13.9619	9.00308	11.4825	3.50642	0.186764	13.8872		5540	33648	9.8074309	1.7042676	110044	411744	1.26149e-07	3.07630e-04	5.06499e-05
15	16	8	9	15.5	0.707107	24	-0.365795	-0.825967	-0.595881	0.325391	4.19048	3.20308	3.69678	0.698197	0.0161864	3.74103		41845	6674	45.6186646	4.1590793	116705	270386	9.15339e-08	9.93925e-05	6.23176e-04
70	122	2	54	96	36.7696	124	-0.454931	-0.438868	-0.446899	0.0113582	19.2762	28.4	23.8381	6.45151	0.0197748	24.4769		3017	7382	41.4688127	4.2463092	7544	75166	1.10886e-07	0.0014075	5.75225e-04
156	157	0	1	156.5	0.707107	157	2.42959	3.75766	3.09363	0.939087	74.4	80.3169	77.3585	4.1839	-0.018509	76.0231		9461	18548	20.6384089	7.4259921	92171	125456	1.06350e-07	7.84906e-04	4.00366e-04
17	18	7	8	17.5	0.707107	25	-0.846094	-0.437253	-0.641674	0.289094	4.13333	4.13538	4.13436	0.00145048	0.0636365	4.41538		8331	42265	53.1686440	2.3552491	96763	176530	1.20590e-07	2.82709e-04	5.57258e-05
119	128	14	23	123.5	6.36396	142	2.40571	-0.352308	1.0267	1.95022	56.6286	30.5385	43.5835	18.4485	0.123639	48.8359		44652	24800	51.0602048	8.0826177	112098	284928	1.39176e-07	1.81014e-04	3.25912e-04
7	9	3	5	8	1.41421	12	-0.797297	-0.224368	-0.510833	0.405122	1.67619	2.19385	1.93502	0.366038	0.00687685	1.95641		22775	26349	17.4689015	6.4411184	37587	126050	1.07887e-07	2.82815e-04	2.44454e-04
4	7	1	4	5.5	2.12132	8	-0.227553	-1.35128	-0.789416	0.794595	1.14286	1.02462	1.08374	0.0836095	-0.0220799	1.05897		35506	29050	7.2654640	2.2383278	36969	292882	1.56978e-07	6.30408e-05	7.70509e-05
2	15	0	13	8.5	9.19239	15	-0.0238069	-1.61545	-0.819628	1.12546	0.609524	2.10154	1.35553	1.05501	0.16642	1.68974		45150	37231	65.0403386	9.8506971	42739	32072	6.99185e-08	2.18177e-04	2.64583e-04
70	74	5	9	72	2.82843	79	2.29252	2.21221	2.25237	0.0567933	32.8762	30.4492	31.6627	1.71612	-0.0358514	30.5436		11929	44300	71.5400274	4.7792658	4305	32164	1.09682e-07	4.00643e-04	1.07884e-04
714	682	74	42	698	22.6274	756	0.122124	3.33748	1.7298	2.2736	225.61	328.055	276.832	72.4402	0.198971	350.667		42989	8183	2.8587981	3.3169197	72344	177177	1.66276e-07	7.71574e-05	4.05343e-04
32	355	19	342	193.5	228.395	374	0.386831	2.02417	1.2055	1.15777	10.7429	140.332	75.5376	91.6336	0.642322	245.882		4507	31029	86.9127140	8.2922565	64583	365991	8.55279e-08	0.0018399	2.67242e-04
107	103	21	17	105	2.82843	124	2.00487	2.47045	2.23766	0.329219	47.9429	44.0246	45.9837	2.77062	0.0281091	47.241		25873	23406	20.7906686	5.3248365	59741	402587	1.09742e-07	2.05807e-04	2.27499e-04
123	132	2	11	127.5	6.36396	134	2.94736	1.73532	2.34134	0.857041	63.181	49.8462	56.5136	9.42913	0.0361415	58.3692		24065	22344	39.4464282	0.3527410	52462	336559	7.96470e-08	1.46578e-05	1.57868e-05
108	107	7	6	107.5	0.707107	114	2.37131	0.656977	1.51414	1.21221	51.1619	32.7415	41.9517	13.0252	0.0538037	43.9231		47798	40993	68.0554945	1.9818817	79953	263980	1.57675e-07	4.14637e-05	4.83468e-05
8	8	0	0	8	0	8	1.39216	1.58577	1.48896	0.136908	3.39048	3.15385	3.27216	0.167323	-0.0192105	3.20769		3761	17053	4.4828456	7.6489697	17039	333231	1.05148e-07	0.0020338	4.48541e-04
63	68	13	18	65.5	3.53553	81	-0.301442	-0.944954	-0.623198	0.455032	18.0286	13.4677	15.7481	3.22503	0.0147112	15.9077		13913	42259	57.0530073	8.4822807	78249	317238	8.77943e-08	6.09666e-04	2.00721e-04
7	46	3	42	26.5	27.5772	49	0.0630064	-0.370007	-0.1535	0.306187	2.19048	10.8831	6.53678	6.1466	0.43019	12.5231		23948	2195	35.5732698	0.5895288	32490	367074	1.35124e-07	2.46170e-05	2.68578e-04
269	295	8	34	282	18.3848	303	0.498333	0.541963	0.520148	0.0308507	92.0286	87.8462	89.9374	2.95742	-0.0443252	86.0846		26533	25032	45.1829947	4.9683951	4289	459984	1.00315e-07	1.87253e-04	1.98482e-04
92	97	3	8	94.5	3.53553	100	2.07844	1.21314	1.64579	0.611862	41.7333	33.3077	37.5205	5.95783	-0.0215174	36.6333		25106	10206	45.9380062	2.3004575	111170	304891	1.35835e-07	9.16298e-05	2.25402e-04
609	615	5	11	612	4.24264	620	-2.30969	2.20143	-0.0541295	3.18984	90.0952	250.025	170.06	113.087	0.0701417	186.903		42450	28674	33.1220153	9.8935038	95989	29940	1.10405e-07	2.33063e-04	3.45034e-04
26	30	11	15	28	2.82843	41	-0.485071	-0.57092	-0.527996	0.0607043	7.06667	6.65231	6.85949	0.292996	0.00864773	6.91282		10127	33019	37.4403870	8.7814569	23749	335752	1.14286e-07	8.67133e-04	2.65952e-04
5	5	3	3	5	0	8	-1.03336	-0.764235	-0.898797	0.1903	1.06667	0.956923	1.01179	0.0776004	-0.0129853	0.997436		40264	38037	87.4785881	1.3123163	42365	210752	1.53870e-07	3.25928e-05	3.45010e-05
509	510	3	4	509.5	0.707107	513	2.39413	3.64419	3.01916	0.883922	240.8	255.732	248.266	10.5587	-0.0329201	240.503		22686	21761	9.7479951	2.7005761	13993	19909	9.66109e-08	1.19042e-04	1.24102e-04
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4176	25559	42.7374409	4.1746095	121909	414054	1.28779e-07	9.99667e-04	1.63332e-04
14	14	2	2	14	0	16	-0.106009	1.41001	0.652002	1.07199	4.19048	5.17231	4.68139	0.69426	-0.00765569	4.65897		43439	34210	60.0171399	4.3997984	121800	393369	1.08054e-07	1.01287e-04	1.28611e-04
23	24	8	9	23.5	0.707107	32	-0.839926	1.71614	0.438106	1.80741	5.6381	9.24923	7.44366	2.55346	0.33644	11.5282		8793	1585	65.3733294	5.6201532	62020	113435	9.08082e-08	6.39162e-04	0.0035458
11	17	1	7	14	4.24264	18	0.63787	0.944564	0.791217	0.216865	3.94286	5.64923	4.79604	1.20659	0.0982071	5.36923		5524	21009	94.2542016	8.0542338	14696	120747	1.11424e-07	0.0014580	3.83371e-04
470	479	1	10	474.5	6.36396	480	2.85492	3.44869	3.15181	0.419861	237.352	234.071	235.712	2.32045	0.00692735	237.305		29933	25171	39.0165904	8.9465635	48596	410820	1.45387e-07	2.98886e-04	3.55431e-04
3	6	2	5	4.5	2.12132	8	0.28014	-1.49447	-0.607165	1.25484	1.00952	0.778462	0.893993	0.163386	0.137698	1.02821		34322	29393	48.0074982	9.9923974	81111	402850	9.20214e-08	2.91137e-04	3.39958e-04
61	2	61	2	31.5	41.7193	63	-2.2696	-0.318595	-1.2941	1.37957	8.93333	0.446154	4.68974	6.00134	0.93563	55.3359		13791	32424	90.0097320	2.1680100	2804	450459	1.33665e-07	1.57205e-04	6.68644e-05
9	13	6	10	11	2.82843	19	-0.679026	0.543957	-0.0675345	0.86478	2.26667	3.95077	3.10872	1.19084	0.274633	4.4		16792	42768	83.8840324	4.9600700	68328	448964	8.62666e-08	2.95383e-04	1.15976e-04
10	27	2	19	18.5	12.0208	29	-2.15604	-1.38914	-1.77259	0.542275	1.33333	4.40615	2.86974	2.17281	0.618385	8.26667		6782	30297	65.6709307	2.8901271	32031	60119	1.56537e-07	4.26147e-04	9.53932e-05
167	177	4	14	172	7.07107	181	2.18928	1.77891	1.9841	0.290171	76.8286	67.2554	72.042	6.76927	-0.0315556	69.741		2188	39724	19.7800750	6.9952552	19521	249290	1.65623e-07	0.0031971	1.76096e-04
41	35	11	5	38	4.24264	46	-0.0644767	-0.0451627	-0.0548197	0.0136571	12.419	9.06154	10.7403	2.37412	-0.00723836	10.6179		1461	37648	91.4821386	1.5143700	48044	196234	1.30113e-07	0.0010365	4.02244e-05
53	58	8	13	55.5	3.53553	66	-0.230598	-0.45223	-0.341414	0.156717	15.4286	13.4123	14.4204	1.42571	0.0255242	14.7615		44093	2323	61.8731008	9.6564407	80451	387469	9.88196e-08	2.19002e-04	0.0041569
368	402	16	50	385	24.0416	418	0.367218	0.783657	0.575438	0.294467	122.533	126.068	124.301	2.49917	-0.00166982	124.144		13142	13538	2.6327838	3.3451107	5877	282019	1.68592e-07	2.54536e-04	2.47090e-04
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		22459	49050	4.2695695	6.1447653	9020	164094	7.96726e-08	2.73599e-04	1.25276e-04
3	4	0	1	3.5	0.707107	4	-0.0883243	0.229976	0.0708259	0.225072	0.895238	1.13846	1.01685	0.171985	-0.0352103	0.984615		13872	25425	60.4368930	1.2092985	107404	14443	1.04995e-07	8.71755e-05	4.75634e-05
10	12	5	7	11	1.41421	17	-0.647343	1.17623	0.264442	1.28946	2.55238	4.24308	3.39773	1.1955	0.149028	4.05897		11015	3280	18.7841536	2.7607736	79505	80850	1.49346e-07	2.50638e-04	8.41699e-04
0	2	0	2	1	1.41421	2	0	-1.51314	-0.756571	1.06995	0	0.153846	0.0769231	0.108786	-0.023085	0.0769231		28921	4707	30.3308430	7.9300259	19560	413777	1.11024e-07	2.74196e-04	0.0016847
4	5	0	1	4.5	0.707107	5	1.31119	1.33862	1.32491	0.0193902	1.73333	1.92923	1.83128	0.13852	-0.0115884	1.81282		37067	43453	57.6883779	8.6296396	123903	176764	1.60364e-07	2.32812e-04	1.98597e-04
127	141	8	22	134	9.89949	149	0.496593	2.36311	1.42985	1.31983	43.4667	59.1138	51.2903	11.0642	0.0593135	54.8897		44815	44303	78.2683371	1.5312901	42769	212860	1.29381e-07	3.41691e-05	3.45640e-05
23	24	5	6	23.5	0.707107	29	-0.0374483	-0.0999896	-0.068719	0.0442234	7.00952	6.11692	6.56322	0.631164	0.0380767	6.80513		20855	22886	16.6996888	0.5883870	86120	3158	1.15244e-07	2.82132e-05	2.57095e-05
37	181	7	151	109	101.823	188	0.851518	-0.99165	-0.0700664	1.30332	13.6571	35.5385	24.5978	15.4724	0.0175999	25.4103		6589	9970	90.7122152	2.8680356	87665	204935	1.27269e-07	4.35276e-04	2.87667e-04
298	306	3	11	302	5.65685	309	1.41759	3.18387	2.30073	1.24895	120.933	144.394	132.664	16.5891	0.164501	159.774		49497	34441	70.8280765	1.5721014	56686	170284	7.96644e-08	3.17615e-05	4.56462e-05
119	62	61	4	90.5	40.3051	123	-1.20189	2.56081	0.679463	2.66063	26.5905	27.0369	26.8137	0.315686	0.0432765	28.0359		9022	8994	51.5688552	4.4047518	72599	101361	8.34801e-08	4.88223e-04	4.89743e-04
16	17	8	9	16.5	0.707107	25	-0.689497	-0.277108	-0.483302	0.291603	4.07619	4.10462	4.0904	0.0200994	-0.00593264	4.06667		19118	9117	80.7807393	4.9861308	120578	446224	9.69584e-08	2.60808e-04	5.46905e-04
