S_1	S_2	prS_1	prS_2	mean_S	sd_S	tot_S	D_1	D_2	mean_D	sd_D	Pi_1	Pi_2	mean_Pi	sd_Pi	FST_2_1	PI_2_1		NPOP1	NPOP2	RSANC	Nem	T2	T1	MUTRATE	MIG12	MIG21
270	268	13	11	269	1.41421	281	3.03884	3.59105	3.31494	0.39047	139.952	133.726	136.839	4.40261	-0.0508989	130.164		40447	10743	79.3992233	7.8618090	56879	52394	8.27273e-08	1.94373e-04	7.31808e-04
24	523	5	504	273.5	352.846	528	-0.348221	0.987807	0.319793	0.944714	6.7619	170.988	88.8748	116.125	0.741927	413.336		22195	21834	90.4677277	5.5307590	108863	36562	1.56815e-07	2.49189e-04	2.53309e-04
49	54	5	10	51.5	3.53553	59	-2.04558	1.74273	-0.151423	2.67874	7.90476	20.5815	14.2432	8.96383	0.0966174	16.141		7614	26960	58.2571377	0.4899013	10625	110580	7.81490e-08	6.43422e-05	1.81714e-05
7	8	2	3	7.5	0.707107	10	-1.49829	-1.59361	-1.54595	0.067405	1.25714	1.03385	1.14549	0.157895	0.00575947	1.14872		16304	42941	93.6814434	2.8842833	11365	473641	9.54247e-08	1.76906e-04	6.71685e-05
203	207	2	6	205	2.82843	209	-2.42477	3.20867	0.391951	3.98344	28.2095	98.1846	63.1971	49.4799	0.428305	118.949		11600	39349	49.3372639	6.9265170	119103	240543	7.59413e-08	5.97114e-04	1.76028e-04
57	326	9	278	191.5	190.212	335	1.12138	-1.97472	-0.426675	2.18927	22.0762	43.0277	32.5519	14.8149	-0.0172967	32.2513		24192	12726	6.9432238	2.7509442	8303	368414	7.11754e-08	1.13713e-04	2.16167e-04
558	554	21	17	556	2.82843	575	1.58524	0.891568	1.2384	0.4905	232.752	177.612	205.182	38.9899	0.00992707	206.364		4465	992	45.3004642	0.7409945	123502	23112	9.55246e-08	1.65956e-04	7.46970e-04
112	116	3	7	114	2.82843	119	-0.815569	3.28148	1.23296	2.89705	28.0476	55.8123	41.93	19.6326	0.234549	56.3795		35131	9969	64.9319785	1.9852438	63364	100450	9.46638e-08	5.65097e-05	1.99142e-04
29	31	12	14	30	1.41421	43	-0.625593	-0.610376	-0.617984	0.01076	7.59048	6.79077	7.19062	0.565478	0.00367017	7.20513		18940	12999	26.2557459	8.4716817	106821	11164	7.77659e-08	4.47290e-04	6.51718e-04
14	19	1	6	16.5	3.53553	20	-0.386587	-1.38897	-0.887776	0.708788	3.88571	3.04	3.46286	0.59801	0.0620435	3.67179		27319	41377	34.1646924	8.2852450	98978	252090	1.27883e-07	3.03278e-04	2.00238e-04
1	2	0	1	1.5	0.707107	2	-1.15945	-0.155131	-0.657289	0.710158	0.133333	0.486154	0.309744	0.249482	0.0616387	0.338462		34918	49968	12.5910511	2.5915024	82612	217611	1.66841e-07	7.42168e-05	5.18632e-05
4	5	0	1	4.5	0.707107	5	-0.972108	-0.84409	-0.908099	0.0905222	0.857143	0.92	0.888571	0.0444467	-0.0171386	0.874359		44577	48345	24.4669513	4.0328016	100101	78856	9.06308e-08	9.04682e-05	8.34171e-05
33	62	9	38	47.5	20.5061	71	-0.220864	0.57733	0.178233	0.564409	9.61905	18.68	14.1495	6.40706	0.115357	16.2923		34976	25728	66.7766512	1.6451725	116691	424824	1.08030e-07	4.70372e-05	6.39448e-05
72	79	2	9	75.5	4.94975	81	2.01781	2.06894	2.04337	0.0361572	32.4095	31.72	32.0648	0.487567	-0.00429899	31.9179		17494	26033	58.1733565	1.1325419	80314	225790	6.80602e-08	6.47389e-05	4.35041e-05
45	47	5	7	46	1.41421	52	1.6435	-0.253184	0.695156	1.34115	19.1429	11.4985	15.3207	5.4054	0.28417	20.8641		14112	48675	55.5954508	6.7237513	44943	165200	9.77768e-08	4.76456e-04	1.38136e-04
33	59	9	35	46	18.3848	68	-0.443151	-0.903813	-0.673482	0.325737	9.08571	11.8308	10.4582	1.94105	0.0137113	10.6487		20111	24613	96.9050405	7.9795778	86694	300573	8.89530e-08	3.96777e-04	3.24202e-04
11	10	3	2	10.5	0.707107	13	0.203843	1.4306	0.817222	0.86745	3.5619	3.76615	3.66403	0.144426	-0.00707904	3.64103		16383	20667	44.9357475	5.0305410	64070	261604	1.11529e-07	3.07059e-04	2.43409e-04
15	12	7	4	13.5	2.12132	19	0.194652	0.517233	0.355942	0.228099	4.8381	3.62769	4.23289	0.855884	0.24676	5.54615		9679	44481	81.8395660	5.0681376	67514	17794	6.96186e-08	5.23622e-04	1.13939e-04
1	2	0	1	1.5	0.707107	2	-1.15945	-0.93473	-1.04709	0.158898	0.133333	0.295385	0.214359	0.114588	-0.0279352	0.210256		32678	39752	96.0311698	2.5302789	118135	156	7.66196e-08	7.74307e-05	6.36516e-05
148	153	13	18	150.5	3.53553	166	2.11683	2.75651	2.43667	0.452325	67.3714	68.1108	67.7411	0.522793	0.0147015	68.7641		14049	32174	19.0894237	4.7047766	93829	390309	8.71792e-08	3.34883e-04	1.46229e-04
17	21	3	7	19	2.82843	24	-0.625311	-0.963874	-0.794593	0.239401	4.41905	4.03077	4.22491	0.274554	0.0614461	4.49231		648	7296	73.2385163	7.4022201	120129	290066	1.53709e-07	0.0114232	0.0010146
24	22	13	11	23	1.41421	35	-1.0124	0.357814	-0.327291	0.968885	5.58095	6.33538	5.95817	0.533464	0.0243617	6.12051		49450	27331	8.8654864	9.8233657	82976	25010	6.98696e-08	1.98652e-04	3.59422e-04
740	860	11	131	800	84.8528	871	-0.829281	0.331596	-0.248842	0.820864	185.2	244.065	214.632	41.6236	-0.0341692	208.118		1571	27804	57.9368908	0.6702261	86735	54359	1.62852e-07	4.26624e-04	2.41054e-05
53	96	2	45	74.5	30.4056	98	1.41536	0.601732	1.00855	0.575322	21.6476	29.0308	25.3392	5.22068	-0.0150891	25.0538		37311	9501	60.2421189	6.7635151	58472	240509	1.27371e-07	1.81274e-04	7.11874e-04
4	10	0	6	7	4.24264	10	-1.07138	-1.08621	-1.0788	0.0104872	0.819048	1.75077	1.28491	0.658827	0.0426869	1.36154		22651	43446	66.1511473	5.1367846	122241	172286	8.85935e-08	2.26780e-04	1.18234e-04
19	30	10	21	24.5	7.77817	40	-1.11395	0.203264	-0.455344	0.931412	4.24762	8.29231	6.26996	2.86003	0.226885	8.3359		11699	38432	47.9424872	5.0129564	61348	223237	1.27353e-07	4.28494e-04	1.30437e-04
688	687	3	2	687.5	0.707107	690	-2.44459	0.179282	-1.13266	1.85536	95.4095	188.114	141.762	65.5519	-0.0155736	140.728		5439	42592	32.3025692	1.9833425	101959	245685	1.29133e-07	3.64652e-04	4.65661e-05
34	36	8	10	35	1.41421	44	0.440121	0.799909	0.620015	0.254408	11.5429	11.4431	11.493	0.0705553	-0.00826434	11.3974		9373	35482	88.4412495	2.9368850	114213	267370	1.18227e-07	3.13335e-04	8.27711e-05
319	316	8	5	317.5	2.12132	324	1.45746	3.73778	2.59762	1.61243	130.324	160.628	145.476	21.4281	0.0281964	150.259		8420	19438	53.1019880	7.2781317	101962	181463	1.17237e-07	8.64386e-04	3.74428e-04
35	36	4	5	35.5	0.707107	40	0.325712	1.47739	0.901553	0.814362	11.5905	13.1446	12.3675	1.09894	-0.0354609	11.959		3360	32099	39.6983189	5.4999386	26812	352756	1.52617e-07	0.0016369	1.71343e-04
475	9	471	5	242	329.512	480	2.74455	0.597343	1.67095	1.51831	236.248	2.79692	119.522	165.075	0.641596	271.172		37189	4470	46.4233740	5.0183810	51457	23154	1.13566e-07	1.34943e-04	0.0011227
2	0	2	0	1	1.41421	2	-1.00161	0	-0.500804	0.708243	0.380952	0	0.190476	0.269374	0.0990471	0.2		13895	3457	17.9786743	2.9024940	13950	27788	1.41586e-07	2.08888e-04	8.39599e-04
644	642	7	5	643	1.41421	649	-2.39177	-1.63477	-2.01327	0.535281	91.6381	99.3692	95.5037	5.46674	-0.0498874	91.0256		2930	14982	2.6864787	9.1215974	88655	406633	1.37298e-07	0.0031132	6.08837e-04
139	139	6	6	139	0	145	3.02212	3.64959	3.33585	0.443689	72.0762	70.1785	71.1273	1.3419	-0.050758	67.6769		28529	38692	67.0345525	7.3713659	46465	61128	1.29337e-07	2.58382e-04	1.90514e-04
125	117	29	21	121	5.65685	146	-2.26064	1.82145	-0.219591	2.88647	18.6857	44.8862	31.7859	18.5265	0.557188	76.8103		22649	13874	74.6413069	5.3550356	54451	212133	1.59254e-07	2.36436e-04	3.85976e-04
11	15	4	8	13	2.82843	19	0.247245	-0.256855	-0.00480476	0.356453	3.6	3.64	3.62	0.0282843	0.0200796	3.69487		30817	41453	56.9908857	8.5522628	31470	235731	9.32229e-08	2.77518e-04	2.06312e-04
799	841	21	63	820	29.6985	862	1.15267	1.71176	1.43221	0.395332	309.324	314.772	312.048	3.85267	-0.0176547	306.7		34243	35892	4.6231594	2.4229318	74718	408861	1.00807e-07	7.07570e-05	6.75062e-05
134	137	6	9	135.5	2.12132	143	0.399733	2.5192	1.45947	1.49869	44.9524	58.8708	51.9116	9.84179	-0.00463939	51.8641		14190	13778	94.4793168	7.4659703	55110	42535	8.84061e-08	5.26143e-04	5.41876e-04
0	2	0	2	1	1.41421	2	0	0.775357	0.387679	0.54826	0	0.713846	0.356923	0.504765	0.170852	0.461538		33207	2067	60.6514257	7.8408596	29154	441308	1.10388e-07	2.36121e-04	0.0037934
58	64	15	21	61	4.24264	79	0.330443	0.289841	0.310142	0.0287097	19.2	18.0308	18.6154	0.826771	0.0922883	20.4744		41556	35404	3.6551384	4.0929724	43940	339431	1.50895e-07	9.84929e-05	1.15608e-04
364	370	9	15	367	4.24264	379	2.37278	1.48337	1.92808	0.628907	171.752	133.08	152.416	27.3455	-0.0222072	148.664		35464	10487	58.4345246	4.2099507	68545	368885	1.51785e-07	1.18711e-04	4.01445e-04
8	12	1	5	10	2.82843	13	0.479852	0.457923	0.468888	0.0155064	2.78095	3.57231	3.17663	0.559573	0.0892364	3.51026		17261	29288	52.9755076	6.9544219	12646	499545	1.35787e-07	4.02898e-04	2.37450e-04
0	2	0	2	1	1.41421	2	0	-0.670672	-0.335336	0.474237	0	0.36	0.18	0.254558	0.0298507	0.192308		3016	43190	11.5098768	5.9334602	90303	430040	8.82542e-08	0.0019673	1.37380e-04
65	66	10	11	65.5	0.707107	76	1.19529	-0.559791	0.317748	1.24103	25.4952	14.7908	20.143	7.5692	0.452357	35.3795		24572	44541	4.1655321	5.2783643	34753	335331	9.41199e-08	2.14812e-04	1.18506e-04
1	3	1	3	2	1.41421	4	-1.15945	-1.73363	-1.44654	0.406007	0.133333	0.230769	0.182051	0.0688976	-0.00725027	0.182051		8989	15444	41.9647046	2.4569404	31015	399468	1.27457e-07	2.73327e-04	1.59087e-04
12	35	3	26	23.5	16.2635	38	-0.377074	-1.58486	-0.980965	0.854031	3.33333	5.29538	4.31436	1.38738	0.0051849	4.36667		9645	47287	7.9659610	3.7108518	29637	46806	7.42287e-08	3.84744e-04	7.84751e-05
480	498	7	25	489	12.7279	505	-0.404874	0.52893	0.0620281	0.6603	134.181	147.809	140.995	9.63665	-0.0194602	138.464		16201	37327	57.8134778	7.2719010	124020	190274	9.82085e-08	4.48855e-04	1.94816e-04
16	16	5	5	16	0	21	-0.673945	-0.397191	-0.535568	0.195695	4.09524	3.71692	3.90608	0.267509	-0.0212307	3.82051		22265	18309	14.6792157	1.6023693	47991	197724	1.14698e-07	7.19681e-05	8.75181e-05
4	3	1	0	3.5	0.707107	4	-0.376464	0.532979	0.0782578	0.643073	1.08571	0.956923	1.02132	0.0910691	0.116148	1.15128		48771	39271	83.4145836	3.4791422	99535	372206	1.67208e-07	7.13363e-05	8.85932e-05
686	759	25	98	722.5	51.6188	784	2.39092	2.0129	2.20191	0.267301	324.276	299.098	311.687	17.8033	-0.00596033	309.497		18234	21840	62.5605094	7.6018242	33498	45060	1.01123e-07	4.16904e-04	3.48069e-04
175	16	167	8	95.5	112.43	183	2.66292	-0.163547	1.24969	1.99861	86.2667	3.99692	45.1318	58.1735	0.427076	68.9359		43589	36709	29.1019799	2.7262866	63156	30206	1.01018e-07	6.25453e-05	7.42675e-05
33	49	8	24	41	11.3137	57	-0.328038	-0.626116	-0.477077	0.210773	9.3619	10.7354	10.0486	0.971197	0.0422655	10.5205		26011	32297	6.5635267	2.8797888	110994	214660	1.52520e-07	1.10714e-04	8.91658e-05
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		25817	33765	27.3449943	8.6937586	47000	480863	1.11407e-07	3.36745e-04	2.57478e-04
231	239	2	10	235	5.65685	241	-2.37968	2.04269	-0.168496	3.12709	32.8667	94.8769	63.8718	43.8479	0.0708099	70.3026		34660	49432	4.0694725	3.5005140	46593	389935	7.21616e-08	1.00996e-04	7.08147e-05
25	22	7	4	23.5	2.12132	29	-1.37822	-0.318073	-0.848144	0.749634	5.14286	5.25846	5.20066	0.0817447	0.156708	6.17179		12619	25913	39.7492652	4.7279484	92574	119147	8.30989e-08	3.74669e-04	1.82455e-04
13	9	7	3	11	2.82843	16	-1.10337	-1.59109	-1.34723	0.344871	2.87619	1.19077	2.03348	1.19177	0.130863	2.27949		24014	35859	33.0531942	8.5598951	90797	95183	7.79206e-08	3.56454e-04	2.38710e-04
51	60	14	23	55.5	6.36396	74	0.293259	0.0466398	0.169949	0.174386	16.7524	15.9138	16.3331	0.592934	0.00107666	16.3385		21144	43625	91.6795471	0.9961768	95084	466580	6.83833e-08	4.71139e-05	2.28350e-05
436	435	8	7	435.5	0.707107	443	0.559336	-1.52881	-0.484738	1.47654	150.962	70.2738	110.618	57.0551	0.0220635	111.69		3878	42283	71.0336225	0.0226768	72670	467199	1.08076e-07	5.84756e-06	5.36311e-07
15	11	6	2	13	2.82843	17	-1.22295	-0.591895	-0.907422	0.446222	3.2	2.36923	2.78462	0.587443	-0.0129637	2.73846		49918	2695	11.7140050	0.1600046	44615	205	1.35318e-07	3.20535e-06	5.93709e-05
14	17	0	3	15.5	2.12132	17	0.5779	0.187712	0.382806	0.275905	4.93333	4.69231	4.81282	0.170431	-0.0452247	4.60256		46230	43729	18.2700568	4.6399841	70740	456789	1.09833e-07	1.00367e-04	1.06108e-04
14	278	9	273	146	186.676	287	0.700653	-0.722931	-0.011139	1.00663	5.06667	59.5969	32.3318	38.5587	0.271056	48.0026		45951	17044	85.6076992	2.8761397	16755	360545	1.38114e-07	6.25914e-05	1.68748e-04
186	201	3	18	193.5	10.6066	204	0.561212	2.09302	1.32711	1.08315	64.4667	80.5138	72.4903	11.3471	-0.0179372	71.4051		20848	5356	95.1235442	3.6164882	91662	466927	9.12031e-08	1.73469e-04	6.75222e-04
19	122	7	110	70.5	72.832	129	0.335405	-2.31448	-0.989535	1.87375	6.32381	13.1385	9.73114	4.81869	-0.000380121	9.82564		8757	19884	80.9649038	8.1087082	47085	487208	6.85769e-08	9.25969e-04	4.07801e-04
16	33	5	22	24.5	12.0208	38	-0.0363485	-0.714492	-0.37542	0.47952	4.87619	6.99385	5.93502	1.49741	0.0187272	6.08462		8061	20872	44.0680766	8.0195856	106723	125046	8.08208e-08	9.94862e-04	3.84227e-04
11	8	6	3	9.5	2.12132	14	-0.490602	0.298331	-0.0961355	0.557859	2.95238	2.29538	2.62388	0.464567	0.0260385	2.68205		37818	9861	40.9690221	3.4006608	103908	31121	1.40556e-07	8.99218e-05	3.44860e-04
5	5	0	0	5	0	5	0.888748	0.839522	0.864135	0.0348083	1.94286	1.69846	1.82066	0.172814	0.0132044	1.84103		5963	38831	76.7419542	3.9937944	68395	294670	8.63137e-08	6.69763e-04	1.02851e-04
7	11	6	10	9	2.82843	17	-1.17965	-0.329391	-0.754523	0.601227	1.44762	2.59692	2.02227	0.812681	0.985189	147.333		34433	7177	0.1592085	1.8432714	74055	111581	7.96186e-08	5.35321e-05	2.56830e-04
25	23	8	6	24	1.41421	31	0.797608	1.33185	1.06473	0.377767	9.1619	8.23692	8.69941	0.654061	-0.0354947	8.39231		1274	46596	33.0432035	8.0120255	90449	3377	1.26622e-07	0.0062889	1.71947e-04
27	28	3	4	27.5	0.707107	31	0.269185	1.01925	0.644219	0.530379	8.8381	9.36308	9.10059	0.371218	-0.0053921	9.05897		25635	39705	57.3830991	9.9886554	118250	461620	6.86970e-08	3.89649e-04	2.51572e-04
2	3	1	2	2.5	0.707107	4	-1.00161	-0.888451	-0.945029	0.0800135	0.380952	0.501538	0.441245	0.0852672	0.023143	0.453846		28414	18156	17.4899707	0.3989953	99522	117194	1.68893e-07	1.40422e-05	2.19759e-05
403	60	354	11	231.5	242.538	414	-2.17327	0.461929	-0.855672	1.86337	63.3238	17.6092	40.4665	32.3251	0.0429856	41.3333		40636	29356	68.8652470	3.4049983	7721	342773	1.03912e-07	8.37927e-05	1.15990e-04
18	27	3	12	22.5	6.36396	30	1.65383	0.652411	1.15312	0.708109	7.79048	8.32923	8.05985	0.380957	-0.0112768	7.97692		34946	21724	22.3858019	3.3913559	58409	280389	1.44973e-07	9.70456e-05	1.56111e-04
259	262	5	8	260.5	2.12132	267	2.33615	3.46518	2.90066	0.798349	121.638	128.569	125.104	4.90105	-0.0364774	120.767		12611	24344	32.4200573	2.6048330	88298	270032	7.50030e-08	2.06552e-04	1.07001e-04
376	385	1	10	380.5	6.36396	386	2.39529	3.02705	2.71117	0.446719	177.99	177.566	177.778	0.300041	-0.0510933	169.133		49210	26686	41.0652112	7.2559822	2873	249585	1.02805e-07	1.47449e-04	2.71902e-04
439	436	8	5	437.5	2.12132	444	-2.42086	2.20302	-0.108924	3.26958	61.4857	177.403	119.444	81.966	0.0741565	131.997		5050	15820	82.6051977	8.8581452	99250	449714	1.37499e-07	0.0017541	5.59933e-04
34	313	6	285	173.5	197.283	319	-0.208102	-2.47248	-1.34029	1.60116	9.94286	31.0338	20.4884	14.9136	-0.012776	20.4974		23821	38472	4.5119139	4.6728910	66309	127666	9.28866e-08	1.96167e-04	1.21462e-04
0	1	0	1	0.5	0.707107	1	0	-0.713854	-0.356927	0.504771	0	0.147692	0.0738462	0.104434	0.00983815	0.0769231		4755	1763	92.1245212	9.6073036	50329	303206	1.53710e-07	0.0020205	0.0054494
9	30	4	25	19.5	14.8492	34	-0.57581	-0.44891	-0.51236	0.0897322	2.34286	6.91077	4.62681	3.23	0.318736	7.15897		18004	33777	69.2492250	6.9283529	115119	81689	1.62434e-07	3.84823e-04	2.05120e-04
327	337	6	16	332	7.07107	343	3.1794	3.1869	3.18315	0.00530587	172.6	159.037	165.818	9.59054	-0.0313768	160.636		39845	39466	65.6319389	5.6728273	114779	157102	9.08022e-08	1.42372e-04	1.43740e-04
20	17	9	6	18.5	2.12132	26	0.280052	0.822884	0.551468	0.38384	6.57143	5.49538	6.03341	0.760878	0.119407	6.81538		45632	48390	8.8655217	3.6317449	67111	417926	9.68695e-08	7.95877e-05	7.50516e-05
374	398	7	31	386	16.9706	405	-0.852291	3.23917	1.19344	2.8931	92.9524	189.098	141.025	67.9855	0.347036	224.574		4861	35883	41.9145600	3.4166388	108482	192757	9.70110e-08	7.02867e-04	9.52161e-05
20	306	7	293	163	202.233	313	-0.709337	-0.632705	-0.671021	0.0541871	5.08571	67.4308	36.2582	44.0846	0.0566248	39.8641		30711	12409	79.9225414	2.0662582	89506	345821	1.21793e-07	6.72807e-05	1.66513e-04
55	72	10	27	63.5	12.0208	82	-1.13586	-0.225137	-0.680497	0.643975	12.4667	17.7723	15.1195	3.75165	0.00697554	15.3077		19984	25632	65.5058686	8.7734018	116631	298357	7.85645e-08	4.39021e-04	3.42283e-04
0	1	0	1	0.5	0.707107	1	0	-1.15559	-0.577794	0.817124	0	0.0769231	0.0384615	0.0543928	-0.023085	0.0384615		12153	10494	17.8063522	4.2554022	68432	416381	1.44424e-07	3.50152e-04	4.05508e-04
168	165	3	0	166.5	2.12132	168	1.54217	3.51004	2.5261	1.3915	69.7143	81.6677	75.691	8.45233	0.127583	87.1795		8492	26829	66.9687956	7.7701080	46567	21410	8.26821e-08	9.14992e-04	2.89616e-04
695	704	1	10	699.5	6.36396	705	-2.47421	3.86211	0.693954	4.48045	94.9619	362.849	228.906	189.425	0.303591	349.038		48235	126	16.1671059	5.2091059	82333	135916	1.61675e-07	1.07994e-04	0.0413421
199	230	7	38	214.5	21.9203	237	-0.836995	1.93662	0.549812	1.96124	49.619	89.7046	69.6618	28.3448	0.0380474	73.2205		13456	7618	53.9281260	6.8442790	96182	257814	1.56082e-07	5.08641e-04	8.98435e-04
2	6	2	6	4	2.82843	8	-1.49051	-1.09481	-1.29266	0.279804	0.266667	0.990769	0.628718	0.512018	0.130333	0.748718		5669	18471	8.4738095	7.9742219	32626	335484	1.21469e-07	0.0014066	4.31716e-04
12	107	6	101	59.5	67.1751	113	-0.115678	-1.6309	-0.87329	1.07142	3.58095	16.3692	9.97509	9.04268	0.0384272	10.6308		17818	35904	95.4148900	7.9275631	26728	248622	1.06133e-07	4.44919e-04	2.20799e-04
0	1	0	1	0.5	0.707107	1	0	-1.15559	-0.577794	0.817124	0	0.0769231	0.0384615	0.0543928	-0.023085	0.0384615		12509	39918	5.0018868	0.9168954	20816	40908	1.32305e-07	7.32989e-05	2.29695e-05
9	16	1	8	12.5	4.94975	17	-0.679026	-0.846507	-0.762767	0.118427	2.26667	3.17846	2.72256	0.644736	0.0592692	2.91538		29672	43019	32.5142197	7.8892585	4560	23357	9.74046e-08	2.65882e-04	1.83390e-04
450	463	3	16	456.5	9.19239	466	3.19508	-2.4006	0.397243	3.95674	237.857	48.2862	143.072	134.047	0.461005	239.833		17517	42825	75.8787578	4.9801125	114570	61453	1.62865e-07	2.84302e-04	1.16290e-04
16	24	5	13	20	5.65685	29	0.554595	0.0873319	0.320963	0.330405	5.6	6.44	6.02	0.59397	0.0871172	6.61795		10478	5270	1.1402282	2.5355254	69112	225895	1.48441e-07	2.41986e-04	4.81124e-04
49	75	9	35	62	18.3848	84	-1.20267	-1.18533	-1.194	0.012265	10.8571	13.6523	12.2547	1.97648	0.0576679	13.0692		37953	23791	47.3554302	5.8825989	75620	118941	1.16312e-07	1.54997e-04	2.47262e-04
12	12	3	3	12	0	15	0.326684	0.889565	0.608124	0.398017	4	3.97538	3.98769	0.0174057	0.0157962	4.05128		6779	24656	38.9816894	4.1576210	83277	53165	1.30206e-07	6.13309e-04	1.68625e-04
23	21	4	2	22	1.41421	25	-0.0151573	-0.528809	-0.271983	0.363207	7.04762	4.69538	5.8715	1.66328	0.00798169	5.88205		22719	48049	86.6810080	0.3802840	72000	259208	7.74640e-08	1.67386e-05	7.91450e-06
5	4	1	0	4.5	0.707107	5	0.0112643	1.94742	0.979343	1.36907	1.54286	1.81231	1.67758	0.19053	0.0606807	1.79231		8770	25165	0.3047860	4.3925537	5251	453450	1.35028e-07	5.00861e-04	1.74550e-04
13	12	2	1	12.5	0.707107	14	-0.260375	-0.718383	-0.489379	0.32386	3.73333	2.47385	3.10359	0.890592	-0.0208396	3.02564		10132	40578	61.3229239	0.1576102	74739	122411	8.52229e-08	1.55557e-05	3.88413e-06
1	3	0	2	2	1.41421	3	-0.398828	-1.29183	-0.845329	0.631448	0.247619	0.372308	0.309963	0.0881682	0.0109242	0.315385		10115	10984	17.6077944	5.6356295	13010	214256	9.90452e-08	5.57156e-04	5.13076e-04
291	305	8	22	298	9.89949	313	3.04084	2.73761	2.88923	0.214415	150.848	134.954	142.901	11.2386	0.025585	146.364		14514	12082	39.6972400	7.4113342	78522	464337	1.46186e-07	5.10633e-04	6.13419e-04
9	10	1	2	9.5	0.707107	11	1.28208	0.746643	1.01436	0.37861	3.71429	3.21846	3.46637	0.350601	0.13056	3.96923		4149	5265	59.3423277	3.4278221	80974	88921	1.43521e-07	8.26180e-04	6.51058e-04
2	3	1	2	2.5	0.707107	4	0.220643	-0.600323	-0.18984	0.580511	0.666667	0.593846	0.630256	0.0514919	0.0532908	0.664103		44265	11487	41.1885826	3.9625721	4919	151751	1.25745e-07	8.95193e-05	3.44961e-04
3	24	1	22	13.5	14.8492	25	-0.395378	-1.27209	-0.833733	0.619927	0.8	4.09538	2.44769	2.33019	0.0641126	2.69487		20374	48038	10.5480896	3.7059610	108609	108641	1.40356e-07	1.81897e-04	7.71464e-05
10	9	4	3	9.5	0.707107	13	-0.388037	-1.38986	-0.888947	0.708394	2.7619	1.33846	2.05018	1.00653	0.0924305	2.21795		17081	46906	26.9867999	4.8624337	53325	254287	1.52597e-07	2.84669e-04	1.03663e-04
4	12	0	8	8	5.65685	12	0.417728	-0.138467	0.13963	0.39329	1.39048	3.01538	2.20293	1.14898	0.028366	2.29744		43099	41227	69.6579878	1.3747440	85640	124582	1.49901e-07	3.18974e-05	3.33457e-05
13	99	4	90	56	60.8112	103	-0.57884	0.509017	-0.0349117	0.769231	3.40952	29.32	16.3648	18.3215	0.0921615	18.7718		39592	15535	44.5875789	1.8349017	37306	36168	1.52508e-07	4.63453e-05	1.18114e-04
13	14	4	5	13.5	0.707107	18	0.00189022	0.449111	0.225501	0.316233	4	4.14769	4.07385	0.104434	-0.0294163	3.95897		17661	47902	85.1477740	7.4550661	62587	20990	1.49676e-07	4.22120e-04	1.55632e-04
246	257	2	13	251.5	7.77817	259	2.78539	3.26999	3.02769	0.342661	123.219	122.815	123.017	0.285433	-0.0124873	121.495		41278	44400	91.0162434	7.5891489	15297	36259	1.64208e-07	1.83855e-04	1.70927e-04
6	5	1	0	5.5	0.707107	6	-0.682135	-0.198595	-0.440365	0.341915	1.48571	1.21846	1.35209	0.188976	-0.0401915	1.29744		21298	17258	53.8318610	8.4918351	108891	148801	1.39271e-07	3.98715e-04	4.92052e-04
26	59	4	37	42.5	23.3345	63	-0.246503	-0.849428	-0.547966	0.426333	7.52381	12.0492	9.78652	3.19996	0.00628863	9.91795		47209	17014	56.6456012	6.6784839	44827	359506	1.35065e-07	1.41466e-04	3.92529e-04
213	217	8	12	215	2.82843	225	2.68924	-0.704835	0.992201	2.39997	105.314	46.7538	76.0341	41.4085	0.21928	94.2231		23562	3223	56.8284212	0.4107433	42862	401058	1.26887e-07	1.74324e-05	1.27441e-04
820	833	0	13	826.5	9.19239	833	3.20998	3.60267	3.40633	0.27767	433.933	415.052	424.493	13.3509	-0.0499243	404.162		41693	9911	54.2879738	9.9009380	22678	146589	6.82913e-08	2.37472e-04	9.98985e-04
0	1	0	1	0.5	0.707107	1	0	-1.15559	-0.577794	0.817124	0	0.0769231	0.0384615	0.0543928	-0.023085	0.0384615		47789	19993	43.6288477	7.3465146	113999	119418	7.97331e-08	1.53728e-04	3.67454e-04
6	9	0	3	7.5	2.12132	9	0.763334	0.664421	0.713878	0.0699416	2.24762	2.84615	2.54689	0.423228	-0.0134928	2.52051		48193	36342	52.3062694	8.1396880	3692	131161	9.90283e-08	1.68898e-04	2.23975e-04
380	386	6	12	383	4.24264	392	-2.45813	-1.6952	-2.07666	0.539475	52.2	58.1046	55.1523	4.17519	-0.0491416	52.6154		31461	2555	16.4888683	6.5701373	106056	130129	1.53019e-07	2.08834e-04	0.0025715
131	148	15	32	139.5	12.0208	163	2.08384	2.22496	2.1544	0.0997926	59.3619	60.6708	60.0163	0.925507	-0.0304936	58.2538		36181	30883	74.6607893	1.4885268	85045	254022	1.38089e-07	4.11411e-05	4.81989e-05
4	6	1	3	5	1.41421	7	0.368091	0.266375	0.317233	0.0719242	1.37143	1.71385	1.54264	0.242126	0.0181038	1.57692		21739	15021	72.5820200	9.0470880	72483	89539	8.04027e-08	4.16169e-04	6.02296e-04
100	99	4	3	99.5	0.707107	103	2.19159	2.9481	2.56984	0.534933	46.1333	45.4985	45.8159	0.448922	0.139888	53.2436		16528	15254	35.7504247	7.1708087	84550	248385	1.50760e-07	4.33858e-04	4.70094e-04
